object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of winged adult,Probability of apterous adult,Probability of nymph,Probability of larvae,Probability of larvae-nymph small,Probability of molt,Defect Center_0,Defect Center_1,Mean Defect Area,Object Center_0,Object Center_1,Kurtosis of Defect Area,Mean Defect Displacement,Skewness of Defect Area,Variance of Defect Area,Convex Hull Area,Convexity,Convex Hull Center_0,Convex Hull Center_1,Object Area,Number of Defects,Radii of the object_0,Radii of the object_1,Variance of Intensity_0,Variance of Intensity_1,Variance of Intensity_2,Minimum intensity_0,Minimum intensity_1,Minimum intensity_2,Mean Intensity_0,Mean Intensity_1,Mean Intensity_2,Bounding Box Minimum_0,Bounding Box Minimum_1,Covariance of Channel Intensity_0,Covariance of Channel Intensity_1,Covariance of Channel Intensity_2,Covariance of Channel Intensity_3,Covariance of Channel Intensity_4,Covariance of Channel Intensity_5,Covariance of Channel Intensity_6,Covariance of Channel Intensity_7,Covariance of Channel Intensity_8,Size in pixels,PrincipalAxes_0,PrincipalAxes_1,PrincipalAxes_2,PrincipalAxes_3,PrincipalAxes_4,PrincipalAxes_5,PrincipalAxes_6,PrincipalAxes_7,PrincipalAxes_8,Bounding Box Maximum_0,Bounding Box Maximum_1,Center of the object_0,Center of the object_1,Kurtosis of Intensity_0,Kurtosis of Intensity_1,Kurtosis of Intensity_2,Principal components of the object_0,Principal components of the object_1,Principal components of the object_2,Principal components of the object_3,Total Intensity_0,Total Intensity_1,Total Intensity_2,Maximum intensity_0,Maximum intensity_1,Maximum intensity_2,Skewness of Intensity_0,Skewness of Intensity_1,Skewness of Intensity_2,Variance of Intensity in neighborhood_0,Variance of Intensity in neighborhood_1,Variance of Intensity in neighborhood_2,Mean Intensity in neighborhood_0,Mean Intensity in neighborhood_1,Mean Intensity in neighborhood_2,Minimum intensity in neighborhood_0,Minimum intensity in neighborhood_1,Minimum intensity in neighborhood_2,Covariance of Channel Intensity in neighborhood_0,Covariance of Channel Intensity in neighborhood_1,Covariance of Channel Intensity in neighborhood_2,Covariance of Channel Intensity in neighborhood_3,Covariance of Channel Intensity in neighborhood_4,Covariance of Channel Intensity in neighborhood_5,Covariance of Channel Intensity in neighborhood_6,Covariance of Channel Intensity in neighborhood_7,Covariance of Channel Intensity in neighborhood_8,Kurtosis of Intensity in neighborhood_0,Kurtosis of Intensity in neighborhood_1,Kurtosis of Intensity in neighborhood_2,Total Intensity in neighborhood_0,Total Intensity in neighborhood_1,Total Intensity in neighborhood_2,Maximum intensity in neighborhood_0,Maximum intensity in neighborhood_1,Maximum intensity in neighborhood_2,Skewness of Intensity in neighborhood_0,Skewness of Intensity in neighborhood_1,Skewness of Intensity in neighborhood_2,Euclidean Diameter,Average Branch Length,Center of the Skeleton_0,Center of the Skeleton_1,Number of Branches,Diameter,Length of the Skeleton,Number of Holes
0,0,1,0,apterous adult,0.13,0.715,0.155,0.0,0.0,0.0,484.3081,216.98381,2511.111,496.66962,239.86766,1.9111552,150.81311,1.7300433,18069414.0,88140.0,0.74358976,493.5,234.0,65540.0,9.0,88.0543,60.356705,166.20782,185.07117,319.11087,2.0,0.0,2.0,26.477068,18.266844,30.18607,364.0,65.0,166.20782,167.22586,203.29152,167.22586,185.07117,221.00087,203.29152,221.00087,319.11087,65540.0,0.49202982,-0.5647804,-0.6625177,0.52714175,-0.41236272,0.7430199,0.6928407,0.71482867,-0.09482459,624.0,404.0,496.66962,239.86766,17.725233,17.515327,7.7411785,-0.47689122,-0.87896234,0.87896234,-0.47689122,1735307.0,1197209.0,1978395.0,131.0,130.0,130.0,3.6604016,3.6852934,2.7228537,709.2669,837.6004,783.49585,117.553894,109.6581,123.07779,6.0,7.0,35.0,709.2669,762.4232,645.3148,762.4232,837.6004,723.80286,645.3148,723.80286,783.49585,0.8137969,0.27343944,-0.38345906,3907844.0,3645364.0,4091475.0,161.0,157.0,162.0,-1.3370984,-1.2223798,-0.8751274,373.75125,29.419405,496.0,234.0,263.0,419.529,7908.1025,4.0
1,0,2,0,nymph,0.03,0.24,0.6866667,0.0,0.04333333,0.0,1519.5398,179.09637,4594.8,1543.5228,169.28705,-3.1436388,91.38113,0.61633724,32463794.0,47817.0,0.51954323,1532.0,174.0,24843.0,5.0,69.82653,29.019423,170.6959,154.9946,132.65378,6.0,0.0,7.0,29.233667,21.432316,31.317312,1406.0,80.0,170.6959,155.67365,136.89716,155.67365,154.9946,131.92212,136.89716,131.92212,132.65378,24843.0,0.6137469,-0.48140153,-0.6257534,0.5857339,-0.25379428,0.769743,0.5293681,0.83895236,-0.12620771,1659.0,269.0,1543.5228,169.28705,2.616283,3.8085032,2.3359675,0.83996457,-0.5426412,-0.5426412,-0.83996457,726252.0,532443.0,778016.0,95.0,83.0,85.0,1.575839,1.8748147,1.5382015,1179.4957,1315.2621,1174.8813,116.97228,108.5003,123.78132,32.0,21.0,28.0,1179.4957,1238.8506,1117.7578,1238.8506,1315.2621,1188.3058,1117.7578,1188.3058,1174.8813,-0.9668727,-1.0582193,-0.67860705,2760078.0,2560173.0,2920744.0,181.0,174.0,184.0,-0.6117337,-0.58440524,-0.67724323,284.59796,25.32441,1536.0,175.0,163.0,313.30362,4127.879,0.0
2,0,3,0,molt,0.0,0.0,0.01,0.0,0.05,0.94,659.3808,152.53062,265.25,650.3539,155.2482,1.0687597,19.147535,1.3225899,125630.914,2310.0,0.5406926,654.5,154.0,1249.0,4.0,15.317192,7.0314856,74.46223,78.97637,61.647724,50.0,39.0,41.0,80.323456,63.91273,62.70056,634.0,127.0,74.46223,73.30125,59.598057,73.30125,78.97637,59.70005,59.598057,59.70005,61.647724,1249.0,0.5979299,-0.25612363,-0.75952655,0.6120129,-0.4660261,0.63895214,0.5176099,0.84688866,0.12189995,676.0,182.0,650.3539,155.2482,2.6757767,2.4549158,2.1975877,0.46221897,-0.88676584,0.88676584,0.46221897,100324.0,79827.0,78313.0,116.0,103.0,95.0,0.2869385,0.7458966,0.9963845,937.5833,1018.678,1004.0762,99.998924,87.592964,92.06636,16.0,10.0,19.0,937.5833,968.19946,889.49634,968.19946,1018.678,948.1067,889.49634,948.1067,1004.0762,0.14896452,-0.413846,-0.89730406,744392.0,652042.0,685342.0,151.0,143.0,157.0,-0.8039887,-0.4624967,0.038772848,50.77401,17.87523,652.0,156.0,10.0,77.84062,178.7523,0.0
3,0,4,0,nymph,0.0,0.32,0.52,0.01,0.15,0.0,1823.7462,244.18166,1232.0,1810.719,254.33739,-0.0058153765,66.61863,1.0712482,1881695.0,18745.0,0.671379,1815.0,251.0,12585.0,5.0,42.34986,24.180075,78.786316,47.61574,73.52092,7.0,2.0,11.0,28.614304,20.324831,28.745014,1734.0,194.0,78.786316,53.221672,47.545357,53.221672,47.61574,44.813618,47.545357,44.813618,73.52092,12585.0,0.635164,-0.6137294,-0.46893805,0.50977874,-0.12300531,0.8514666,0.58025193,0.7798756,-0.23473763,1897.0,309.0,1810.719,254.33739,-0.14681867,1.3094968,5.0792727,0.9248942,0.3802245,0.3802245,-0.9248942,360111.0,255788.0,361756.0,68.0,63.0,84.0,0.6172911,0.878458,1.949002,1440.0914,1647.2094,1853.3334,118.77324,110.037056,124.774925,32.0,25.0,17.0,1440.0914,1527.2665,1522.3893,1527.2665,1647.2094,1671.6262,1522.3893,1671.6262,1853.3334,-0.8503481,-0.96757364,-0.7355942,1897640.0,1758062.0,1993529.0,184.0,178.0,196.0,-0.4807215,-0.45929885,-0.4494326,167.72,25.363445,1817.0,254.0,102.0,186.99495,2587.0715,0.0
4,0,5,0,larvae-nymph small,0.0,0.0,0.03,0.0,0.81,0.16,701.7175,273.8378,1342.5,703.9362,261.14328,-2.8069158,50.627808,0.5626259,1642187.0,12726.0,0.5780292,703.0,266.5,7356.0,4.0,34.159832,17.448147,47.85792,54.478245,160.43806,49.0,24.0,3.0,76.30696,53.202965,33.260876,653.0,204.0,47.85792,43.208088,16.030035,43.208088,54.478245,48.227505,16.030035,48.227505,160.43806,7356.0,0.22761987,-0.7089831,-0.6674819,0.3996228,-0.5570759,0.7279891,0.88797003,0.43244576,-0.15652429,754.0,330.0,703.9362,261.14328,0.123587646,0.27828673,-0.19329391,0.5859246,-0.81036556,0.81036556,0.5859246,561314.0,391361.0,244667.0,100.0,76.0,81.0,-0.20439346,-0.36002094,0.40611377,477.9752,658.7791,627.0511,111.97884,99.68937,106.134544,39.0,28.0,34.0,477.9752,553.42816,481.12985,553.42816,658.7791,577.5159,481.12985,577.5159,627.0511,-0.57171905,-1.0908717,-0.8675665,1471514.0,1310018.0,1394714.0,153.0,144.0,155.0,-0.45064223,-0.23997694,-0.30228952,127.424484,18.666105,707.0,266.0,81.0,153.7523,1511.9546,0.0
5,0,6,0,nymph,0.0,0.17,0.77,0.0,0.06,0.0,1372.7839,343.92007,2148.5,1379.6057,348.90356,-5.9300895,65.2304,-0.009800346,4776473.0,22499.0,0.61802745,1377.0,347.0,13905.0,4.0,46.07824,24.438976,78.139534,51.25568,87.57266,5.0,1.0,7.0,27.218987,20.139807,28.595325,1302.0,273.0,78.139534,56.917606,64.698326,56.917606,51.25568,55.866787,64.698326,55.866787,87.57266,13905.0,0.6006135,-0.62085235,-0.5037914,0.4910906,-0.21077618,0.8452239,0.6309465,0.7550601,-0.17829974,1453.0,422.0,1379.6057,348.90356,-0.4867375,0.37250507,3.5982013,0.7337741,0.6793935,0.6793935,-0.7337741,378480.0,280044.0,397618.0,60.0,52.0,77.0,0.47698107,0.651136,1.7083026,1138.9321,1264.6648,1105.1486,115.38609,107.06272,120.565674,33.0,21.0,26.0,1138.9321,1191.5096,1053.6663,1191.5096,1264.6648,1124.631,1053.6663,1124.631,1105.1486,-0.74549556,-0.8817957,-0.44575375,1911486.0,1773601.0,1997291.0,160.0,155.0,171.0,-0.8179105,-0.7495267,-0.7353914,181.06905,27.44193,1374.0,344.0,104.0,198.49243,2853.961,0.0
6,0,7,0,apterous adult,0.0,0.48950002,0.2805,0.02,0.2,0.01,811.45526,404.2556,1095.3334,817.4215,397.9783,-1.4279087,66.24804,0.97121125,2069565.9,20406.0,0.67793787,815.5,400.0,13834.0,6.0,47.58684,23.664555,179.40135,143.66246,146.54382,7.0,0.0,8.0,34.046265,23.773384,33.023636,759.0,311.0,179.40135,153.39085,138.36113,153.39085,143.66246,128.43762,138.36113,128.43762,146.54382,13834.0,0.62368906,-0.52028304,-0.5833674,0.56188005,-0.22042936,0.79730904,0.5434177,0.8250554,-0.1548573,873.0,490.0,817.4215,397.9783,3.7704237,5.0854616,2.6238327,0.31744358,-0.9482772,0.9482772,0.31744358,470996.0,328881.0,456849.0,102.0,91.0,90.0,1.48944,1.790817,1.4834269,1076.9421,1189.0094,1077.8567,99.29456,88.86126,98.86017,20.0,11.0,15.0,1076.9421,1121.7008,1015.57916,1121.7008,1189.0094,1070.0049,1015.57916,1070.0049,1077.8567,-0.9318935,-1.0993917,-0.5801601,1726931.0,1545475.0,1719376.0,166.0,160.0,163.0,-0.47139078,-0.31000674,-0.5160409,162.23749,75.00484,823.0,410.0,4.0,226.62236,300.01935,0.0
7,0,8,0,larvae-nymph small,0.0,0.0,0.0,0.0,1.0,0.0,1231.5332,372.21863,1519.75,1229.6495,381.84738,-4.9088,48.38074,0.17483717,2447621.5,13464.0,0.5484997,1230.5,377.5,7385.0,4.0,37.454533,16.160856,81.227234,71.511345,121.19352,33.0,10.0,11.0,52.535137,30.774137,32.761272,1180.0,312.0,81.227234,70.320595,77.61983,70.320595,71.511345,79.43586,77.61983,79.43586,121.19352,7385.0,0.535984,-0.62336403,-0.5693316,0.5196316,-0.28790337,0.8044219,0.66536015,0.72699994,-0.16960807,1282.0,444.0,1229.6495,381.84738,-0.11049106,2.1689606,3.1146612,0.5307125,-0.8475519,0.8475519,0.5307125,387972.0,227267.0,241942.0,99.0,90.0,95.0,0.6574243,1.2294813,1.5898741,513.7958,781.6772,788.0419,116.32747,104.47379,114.04076,45.0,26.0,23.0,513.7958,626.176,595.3753,626.176,781.6772,747.5094,595.3753,747.5094,788.0419,-0.4650165,-0.6672011,-0.13197935,1586823.0,1425127.0,1555630.0,150.0,144.0,161.0,-0.839234,-0.74113375,-0.81586516,146.86047,19.245174,1227.0,379.0,79.0,161.48022,1520.3688,0.0
8,0,9,0,larvae-nymph small,0.0,0.0,0.02,0.0,0.98,0.0,1978.3594,358.82504,571.6,1989.5352,360.54364,-2.249549,47.85219,0.76782507,510693.8,9035.0,0.6836746,1986.0,360.0,6177.0,5.0,36.633743,13.568469,76.79582,79.615486,110.360535,31.0,17.0,18.0,59.437107,40.470455,39.08629,1917.0,328.0,76.79582,73.97438,77.84475,73.97438,79.615486,83.97656,77.84475,83.97656,110.360535,6177.0,0.5317297,-0.59307784,-0.60458434,0.554152,-0.29619744,0.77793485,0.64045227,0.7486827,-0.17115833,2056.0,393.0,1989.5352,360.54364,0.5624561,0.23552355,0.4575,0.9705666,-0.24083304,-0.24083304,-0.9705666,367143.0,249986.0,241436.0,97.0,77.0,86.0,0.5066463,0.7262829,0.94091284,579.19543,778.5059,971.0164,127.21442,117.06832,130.22137,54.0,31.0,39.0,579.19543,665.8728,713.2098,665.8728,778.5059,838.7187,713.2098,838.7187,971.0164,-0.3407043,-0.49262673,-0.3663093,1627454.0,1497655.0,1665922.0,173.0,165.0,188.0,-0.75947815,-0.76847464,-0.78379023,140.68404,17.441265,1988.0,361.0,73.0,157.63962,1273.2123,0.0
9,0,10,0,larvae-nymph small,0.0,0.0,0.03,0.01,0.87666667,0.08333333,1082.3804,376.03613,747.25,1075.1003,373.28113,2.1968684,59.240166,1.2522407,79006.914,11455.0,0.7390659,1077.0,374.0,8466.0,4.0,36.48164,18.73712,122.997,109.21276,152.64665,23.0,16.0,13.0,49.62946,38.026104,38.77451,1005.0,335.0,122.997,110.6109,119.46358,110.6109,109.21276,117.27402,119.46358,117.27402,152.64665,8466.0,0.5639563,-0.5871125,-0.5807342,0.53874093,-0.27140138,0.7975585,0.62586856,0.7626534,-0.163243,1150.0,414.0,1075.1003,373.28113,-0.67300254,-0.43532455,0.44751656,0.9958162,-0.09137926,-0.09137926,-0.9958162,420163.0,321929.0,328265.0,86.0,76.0,87.0,0.39916018,0.6447422,0.96303314,565.732,692.838,751.735,118.70114,109.64619,120.32785,45.0,28.0,40.0,565.732,619.7383,604.8535,619.7383,692.838,679.13275,604.8535,679.13275,751.735,-0.65159965,-0.8911745,-0.8244611,1645910.0,1520354.0,1668466.0,156.0,150.0,167.0,-0.66287005,-0.5547158,-0.3134191,123.943535,31.663406,1076.0,374.0,31.0,158.56854,981.5656,0.0
