object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of winged adult,Probability of apterous adult,Probability of nymph,Probability of larvae,Probability of larvae-nymph small,Probability of molt,Defect Center_0,Defect Center_1,Mean Defect Area,Object Center_0,Object Center_1,Kurtosis of Defect Area,Mean Defect Displacement,Skewness of Defect Area,Variance of Defect Area,Convex Hull Area,Convexity,Convex Hull Center_0,Convex Hull Center_1,Object Area,Number of Defects,Radii of the object_0,Radii of the object_1,Variance of Intensity_0,Variance of Intensity_1,Variance of Intensity_2,Minimum intensity_0,Minimum intensity_1,Minimum intensity_2,Mean Intensity_0,Mean Intensity_1,Mean Intensity_2,Bounding Box Minimum_0,Bounding Box Minimum_1,Covariance of Channel Intensity_0,Covariance of Channel Intensity_1,Covariance of Channel Intensity_2,Covariance of Channel Intensity_3,Covariance of Channel Intensity_4,Covariance of Channel Intensity_5,Covariance of Channel Intensity_6,Covariance of Channel Intensity_7,Covariance of Channel Intensity_8,Size in pixels,PrincipalAxes_0,PrincipalAxes_1,PrincipalAxes_2,PrincipalAxes_3,PrincipalAxes_4,PrincipalAxes_5,PrincipalAxes_6,PrincipalAxes_7,PrincipalAxes_8,Bounding Box Maximum_0,Bounding Box Maximum_1,Center of the object_0,Center of the object_1,Kurtosis of Intensity_0,Kurtosis of Intensity_1,Kurtosis of Intensity_2,Principal components of the object_0,Principal components of the object_1,Principal components of the object_2,Principal components of the object_3,Total Intensity_0,Total Intensity_1,Total Intensity_2,Maximum intensity_0,Maximum intensity_1,Maximum intensity_2,Skewness of Intensity_0,Skewness of Intensity_1,Skewness of Intensity_2,Variance of Intensity in neighborhood_0,Variance of Intensity in neighborhood_1,Variance of Intensity in neighborhood_2,Mean Intensity in neighborhood_0,Mean Intensity in neighborhood_1,Mean Intensity in neighborhood_2,Minimum intensity in neighborhood_0,Minimum intensity in neighborhood_1,Minimum intensity in neighborhood_2,Covariance of Channel Intensity in neighborhood_0,Covariance of Channel Intensity in neighborhood_1,Covariance of Channel Intensity in neighborhood_2,Covariance of Channel Intensity in neighborhood_3,Covariance of Channel Intensity in neighborhood_4,Covariance of Channel Intensity in neighborhood_5,Covariance of Channel Intensity in neighborhood_6,Covariance of Channel Intensity in neighborhood_7,Covariance of Channel Intensity in neighborhood_8,Kurtosis of Intensity in neighborhood_0,Kurtosis of Intensity in neighborhood_1,Kurtosis of Intensity in neighborhood_2,Total Intensity in neighborhood_0,Total Intensity in neighborhood_1,Total Intensity in neighborhood_2,Maximum intensity in neighborhood_0,Maximum intensity in neighborhood_1,Maximum intensity in neighborhood_2,Skewness of Intensity in neighborhood_0,Skewness of Intensity in neighborhood_1,Skewness of Intensity in neighborhood_2,Euclidean Diameter,Average Branch Length,Center of the Skeleton_0,Center of the Skeleton_1,Number of Branches,Diameter,Length of the Skeleton,Number of Holes
0,0,1,0,molt,0.02,0.13,0.15,0.03,0.19,0.48,910.3377,206.34128,1348.8334,895.6768,237.1285,3.6954048,84.65622,1.7922789,2813714.2,24600.0,0.6710163,900.5,227.0,16507.0,6.0,49.581505,27.57006,155.28018,242.83879,229.78168,124.0,64.0,9.0,147.1775,97.80887,56.631794,841.0,125.0,155.28018,184.6336,154.95546,184.6336,242.83879,202.83234,154.95546,202.83234,229.78168,16507.0,0.49603724,-0.4465375,-0.744682,0.6345527,-0.3989908,0.66192836,0.59269714,0.80088115,-0.08543728,961.0,330.0,895.6768,237.1285,0.15286884,0.35772932,0.6574616,0.22007342,-0.9754833,0.9754833,0.22007342,2429459.0,1614531.0,934821.0,195.0,164.0,121.0,0.7029537,0.6790605,0.64579356,380.12662,777.80743,996.83813,201.4838,174.49995,147.94537,121.0,93.0,58.0,380.12662,535.5041,570.1149,535.5041,777.80743,831.3308,570.1149,831.3308,996.83813,-0.8226897,-1.0390486,-0.7305933,3780642.0,3274317.0,2776047.0,229.0,212.0,203.0,-0.63167673,-0.5526304,-0.60365707,195.14354,21.613955,892.0,220.0,132.0,239.02438,2853.042,0.0
1,0,2,0,molt,0.0,0.0,0.025,0.0,0.425,0.55,202.52081,265.32764,1039.25,203.33311,259.6868,-5.4620204,43.91166,-0.00040977454,961158.94,10137.0,0.58991814,203.0,262.0,5980.0,4.0,30.29513,16.510355,141.50244,143.43376,130.15111,107.0,58.0,9.0,138.3704,86.889465,50.709866,157.0,208.0,141.50244,132.17339,80.3991,132.17339,143.43376,93.73064,80.3991,93.73064,130.15111,5980.0,0.60170513,-0.45553592,-0.65607774,0.6250341,-0.24285704,0.7418577,0.49727592,0.8564505,-0.13859716,250.0,317.0,203.33311,259.6868,-0.38067192,-0.06671335,-0.1604336,-0.61445826,-0.7889493,0.7889493,-0.61445826,827455.0,519599.0,303245.0,171.0,129.0,87.0,0.050077576,0.5431818,0.3469213,530.8041,1062.5309,1073.36,186.75795,157.96501,135.45187,119.0,74.0,42.0,530.8041,739.26636,658.52246,739.26636,1062.5309,970.36194,658.52246,970.36194,1073.36,-0.8147127,-1.0728959,-0.84861386,2295442.0,1941548.0,1664839.0,220.0,203.0,194.0,-0.49897853,-0.382663,-0.43686607,122.494896,17.63381,201.0,263.0,70.0,131.40916,1234.3667,0.0
2,0,3,0,nymph,0.02,0.1775,0.2825,0.0,0.24,0.28,934.5361,526.5756,2094.75,948.0391,490.3087,3.1790617,112.46672,1.7126771,8529615.0,49852.0,0.663845,943.5,502.5,33094.0,8.0,60.41484,45.118378,565.7403,456.20926,186.88962,58.0,25.0,0.0,119.73346,77.94174,47.200912,841.0,382.0,565.7403,492.91928,254.13744,492.91928,456.20926,238.10924,254.13744,238.10924,186.88962,33094.0,0.6978038,-0.36211583,-0.6180146,0.6278457,-0.106100865,0.77107227,0.34478936,0.9260749,-0.15331528,1047.0,624.0,948.0391,490.3087,-0.7733374,-0.35521665,1.1434938,0.42551455,-0.9049516,0.9049516,0.42551455,3962459.0,2579404.0,1562067.0,186.0,151.0,119.0,0.2908118,0.50074905,0.8869376,1096.0819,1743.187,1552.8729,187.4534,160.46613,137.36554,70.0,36.0,36.0,1096.0819,1365.1453,1170.1713,1365.1453,1743.187,1518.8798,1170.1713,1518.8798,1552.8729,-0.6843444,-1.1561221,-0.9955073,4642471.0,3974104.0,3401995.0,229.0,212.0,202.0,-0.63093287,-0.43337643,-0.35939026,232.74449,21.58213,956.0,500.0,182.0,301.32086,4225.825,2.0
3,0,4,0,molt,0.0,0.035,0.055,0.0,0.37,0.54,223.14946,614.9106,1470.25,211.04721,606.35046,-1.5720292,59.467617,0.6648097,1969758.9,15984.0,0.6320696,215.5,609.5,10103.0,4.0,38.43025,21.641552,132.99037,160.22035,149.27283,96.0,51.0,0.0,126.50292,80.03959,49.72345,142.0,556.0,132.99037,130.2609,89.577965,130.2609,160.22035,117.472595,89.577965,117.472595,149.27283,10103.0,0.5458686,-0.54084325,-0.6399344,0.63349605,-0.23345883,0.7376854,0.5483705,0.8080752,-0.21518424,290.0,664.0,211.04721,606.35046,0.26219058,0.029708225,-0.037602894,0.871906,-0.4896733,-0.4896733,-0.871906,1278059.0,808640.0,502356.0,169.0,133.0,91.0,0.61400956,0.6046106,0.34170443,942.8907,1503.8241,1203.1775,177.2937,150.04839,130.6531,85.0,42.0,20.0,942.8907,1177.4309,916.735,1177.4309,1503.8241,1191.9,916.735,1191.9,1203.1775,-0.93374723,-1.1653564,-0.79659027,2619869.0,2217265.0,1930661.0,222.0,206.0,197.0,-0.33666947,-0.22939134,-0.27131099,148.31386,19.606047,217.0,602.0,106.0,177.40916,2078.241,0.0
4,0,5,0,molt,0.03,0.14,0.22,0.02,0.2,0.39,1591.3715,889.09247,2874.2856,1608.6151,934.3693,3.6940103,116.13102,1.849572,16152338.0,52447.0,0.6163746,1602.0,917.0,32327.0,7.0,71.19881,37.531143,423.9649,378.76108,173.06601,51.0,20.0,0.0,111.49185,75.1698,47.509792,1513.0,771.0,423.9649,385.6878,209.90334,385.6878,378.76108,205.67772,209.90334,205.67772,173.06601,32327.0,0.6735866,-0.35563287,-0.64792466,0.6384942,-0.16158433,0.75247306,0.37229863,0.9205519,-0.11822849,1692.0,1064.0,1608.6151,934.3693,-0.6288868,-0.66635364,0.3293134,-0.26486945,-0.9642843,0.9642843,-0.26486945,3604197.0,2430014.0,1535849.0,165.0,132.0,111.0,-0.050685227,0.084827244,0.49049482,1480.5477,2209.531,2045.4567,186.3233,162.18066,141.71909,74.0,45.0,15.0,1480.5477,1792.5212,1625.2347,1792.5212,2209.531,2019.6848,1625.2347,2019.6848,2045.4567,-0.9285887,-1.2382008,-1.1108387,4884279.0,4251404.0,3715024.0,232.0,215.0,206.0,-0.6197788,-0.5039797,-0.46803495,285.7429,115.74011,1611.0,911.0,4.0,344.60513,554.6001,1.0
5,0,6,0,molt,0.0,0.16149999,0.2735,0.0,0.265,0.3,1017.44867,899.3907,2823.8,1020.74286,910.0045,-2.5596457,88.82414,-0.08660719,7060869.5,37422.0,0.62270856,1019.5,906.0,23303.0,5.0,51.87382,38.57665,375.6879,324.42273,175.82413,70.0,33.0,0.0,112.61202,73.20538,44.901043,921.0,812.0,375.6879,335.3082,192.61731,335.3082,324.42273,188.63269,192.61731,188.63269,175.82413,23303.0,0.6712944,-0.38512105,-0.63328165,0.6270372,-0.16049354,0.76227695,0.3952065,0.9088034,-0.1337468,1119.0,1001.0,1020.74286,910.0045,0.17186345,0.75935346,2.3018427,0.77568215,-0.6311237,-0.6311237,-0.77568215,2624198.0,1705905.0,1046329.0,182.0,147.0,143.0,0.824386,0.98546654,1.076222,1501.0361,2165.5005,1644.4326,180.02968,155.0712,134.7464,70.0,39.0,25.0,1501.0361,1784.6292,1412.9171,1784.6292,2165.5005,1735.4392,1412.9171,1735.4392,1644.4326,-1.0598817,-1.3138627,-1.0944849,3906644.0,3365045.0,2923997.0,230.0,215.0,205.0,-0.4891986,-0.35374597,-0.22005592,182.16476,21.554255,1015.0,912.0,161.0,253.22035,3470.235,0.0
6,0,7,0,nymph,0.05,0.17916667,0.33083335,0.01,0.24,0.19,1165.2927,1047.2285,2195.8333,1180.7477,1092.3057,1.4880862,100.1311,1.3737828,7111710.5,38802.0,0.66045564,1175.5,1077.0,25627.0,6.0,54.70738,39.435467,440.89484,320.556,120.36087,45.0,20.0,0.0,102.74488,63.456627,37.3142,1089.0,966.0,440.89484,359.694,138.37692,359.694,320.556,126.8044,138.37692,126.8044,120.36087,25627.0,0.73387873,-0.28750607,-0.6154367,0.62461114,-0.07048859,0.77774817,0.26698858,0.9551815,-0.12784943,1263.0,1189.0,1180.7477,1092.3057,0.3057748,1.1738049,2.1523309,-0.2067964,-0.978384,0.978384,-0.2067964,2633043.0,1626203.0,956251.0,177.0,138.0,97.0,0.7154396,0.95334375,0.85000825,1467.6613,2218.5095,1691.6494,173.94629,146.09758,123.06949,62.0,33.0,20.0,1467.6613,1783.3225,1417.307,1783.3225,2218.5095,1786.6063,1417.307,1786.6063,1691.6494,-1.0753671,-1.403698,-1.0805846,3827514.0,3214731.0,2708021.0,229.0,213.0,201.0,-0.33053666,-0.13924289,-0.11354225,212.55823,23.221899,1183.0,1084.0,155.0,261.6518,3611.4653,2.0
7,0,8,0,larvae-nymph small,0.0,0.07,0.12083333,0.01,0.46916667,0.33,1039.3817,1234.2351,1253.2,1021.953,1222.3905,0.96593106,64.23331,1.07456,1879104.2,18060.0,0.6530454,1028.0,1226.5,11794.0,5.0,37.15278,26.557207,170.26729,132.84093,110.73803,74.0,29.0,0.0,111.09861,62.862133,32.057995,964.0,1157.0,170.26729,133.69656,41.75399,133.69656,132.84093,55.077015,41.75399,55.077015,110.73803,11794.0,0.7037603,-0.35917202,-0.6129575,0.6327889,-0.07530241,0.77065414,0.32295457,0.9302285,-0.17428522,1093.0,1297.0,1021.953,1222.3905,0.43517846,1.7997911,0.88926846,-0.6161594,-0.7876215,0.7876215,-0.6161594,1310297.0,741396.0,378092.0,162.0,123.0,75.0,0.50818443,0.96753925,0.05788677,1131.0402,1857.7961,1608.1938,171.9224,140.82553,114.994,84.0,39.0,9.0,1131.0402,1425.4214,1179.5048,1425.4214,1857.7961,1573.1195,1179.5048,1573.1195,1608.1938,-1.0615563,-1.3174096,-0.98266494,2667376.0,2184908.0,1784132.0,225.0,209.0,198.0,-0.17723913,0.02044174,-0.051629994,139.98929,20.908842,1019.0,1226.0,97.0,170.58073,2028.1576,0.0
8,0,9,0,larvae-nymph small,0.0,0.1275,0.1525,0.01,0.37,0.34,838.75366,1290.9586,1222.6,850.3206,1314.1608,2.3999681,76.174095,1.4247711,1544130.8,21294.0,0.7129238,847.0,1307.5,15181.0,5.0,46.385044,26.791681,306.84048,282.31012,161.31259,77.0,33.0,0.0,124.51163,78.64271,44.731377,789.0,1217.0,306.84048,281.66214,160.1927,281.66214,282.31012,164.03366,160.1927,164.03366,161.31259,15181.0,0.657055,-0.39035118,-0.6449067,0.6355625,-0.17320138,0.75237066,0.4053875,0.90422744,-0.13428971,906.0,1399.0,850.3206,1314.1608,-0.4392333,-0.4385058,0.19579197,-0.21661404,-0.9762573,0.9762573,-0.21661404,1890211.0,1193875.0,679067.0,170.0,129.0,90.0,0.105404735,0.45104423,0.46638185,903.49347,1518.2128,1315.8055,183.15678,154.04599,128.53848,87.0,48.0,29.0,903.49347,1155.0366,940.5032,1155.0366,1518.2128,1258.4032,940.5032,1258.4032,1315.8055,-1.005021,-1.2827294,-0.9348428,3162202.0,2659604.0,2219217.0,230.0,212.0,201.0,-0.29348654,-0.14190553,-0.12980533,173.10402,24.75174,855.0,1310.0,113.0,203.16652,2796.9465,0.0
9,0,10,0,molt,0.01,0.1275,0.1925,0.01,0.29,0.37,2260.0461,1376.3408,977.1429,2252.2642,1338.6802,2.4170785,83.6056,1.5705066,1612265.1,23808.0,0.7127016,2254.5,1349.5,16968.0,7.0,47.699562,29.216007,342.15497,291.59506,151.15045,77.0,36.0,0.0,126.7962,82.95798,48.109676,2193.0,1254.0,342.15497,297.71597,159.48906,297.71597,291.59506,161.871,159.48906,161.871,151.15045,16968.0,0.6777467,-0.4306198,-0.59600836,0.63103217,-0.075440206,0.77207977,0.37743583,0.89937496,-0.22060558,2317.0,1446.0,2252.2642,1338.6802,-0.3397208,-0.17694595,0.49375916,-0.15547818,-0.98783934,0.98783934,-0.15547818,2151478.0,1407631.0,816325.0,177.0,137.0,98.0,-0.025798343,0.22866793,0.40736252,910.9232,1511.116,1901.8074,186.51338,160.28813,135.47452,90.0,58.0,33.0,910.9232,1154.8212,1176.2692,1154.8212,1511.116,1591.6146,1176.2692,1591.6146,1901.8074,-0.79360366,-1.2027216,-1.2513844,3422334.0,2941127.0,2485822.0,226.0,209.0,202.0,-0.61359245,-0.4327987,-0.32037622,175.61606,21.306305,2255.0,1346.0,140.0,225.40916,2982.8826,0.0
