object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of winged adult,Probability of apterous adult,Probability of nymph,Probability of larvae,Probability of larvae-nymph small,Probability of molt,Defect Center_0,Defect Center_1,Mean Defect Area,Object Center_0,Object Center_1,Kurtosis of Defect Area,Mean Defect Displacement,Skewness of Defect Area,Variance of Defect Area,Convex Hull Area,Convexity,Convex Hull Center_0,Convex Hull Center_1,Object Area,Number of Defects,Radii of the object_0,Radii of the object_1,Variance of Intensity_0,Variance of Intensity_1,Variance of Intensity_2,Minimum intensity_0,Minimum intensity_1,Minimum intensity_2,Mean Intensity_0,Mean Intensity_1,Mean Intensity_2,Bounding Box Minimum_0,Bounding Box Minimum_1,Covariance of Channel Intensity_0,Covariance of Channel Intensity_1,Covariance of Channel Intensity_2,Covariance of Channel Intensity_3,Covariance of Channel Intensity_4,Covariance of Channel Intensity_5,Covariance of Channel Intensity_6,Covariance of Channel Intensity_7,Covariance of Channel Intensity_8,Size in pixels,PrincipalAxes_0,PrincipalAxes_1,PrincipalAxes_2,PrincipalAxes_3,PrincipalAxes_4,PrincipalAxes_5,PrincipalAxes_6,PrincipalAxes_7,PrincipalAxes_8,Bounding Box Maximum_0,Bounding Box Maximum_1,Center of the object_0,Center of the object_1,Kurtosis of Intensity_0,Kurtosis of Intensity_1,Kurtosis of Intensity_2,Principal components of the object_0,Principal components of the object_1,Principal components of the object_2,Principal components of the object_3,Total Intensity_0,Total Intensity_1,Total Intensity_2,Maximum intensity_0,Maximum intensity_1,Maximum intensity_2,Skewness of Intensity_0,Skewness of Intensity_1,Skewness of Intensity_2,Variance of Intensity in neighborhood_0,Variance of Intensity in neighborhood_1,Variance of Intensity in neighborhood_2,Mean Intensity in neighborhood_0,Mean Intensity in neighborhood_1,Mean Intensity in neighborhood_2,Minimum intensity in neighborhood_0,Minimum intensity in neighborhood_1,Minimum intensity in neighborhood_2,Covariance of Channel Intensity in neighborhood_0,Covariance of Channel Intensity in neighborhood_1,Covariance of Channel Intensity in neighborhood_2,Covariance of Channel Intensity in neighborhood_3,Covariance of Channel Intensity in neighborhood_4,Covariance of Channel Intensity in neighborhood_5,Covariance of Channel Intensity in neighborhood_6,Covariance of Channel Intensity in neighborhood_7,Covariance of Channel Intensity in neighborhood_8,Kurtosis of Intensity in neighborhood_0,Kurtosis of Intensity in neighborhood_1,Kurtosis of Intensity in neighborhood_2,Total Intensity in neighborhood_0,Total Intensity in neighborhood_1,Total Intensity in neighborhood_2,Maximum intensity in neighborhood_0,Maximum intensity in neighborhood_1,Maximum intensity in neighborhood_2,Skewness of Intensity in neighborhood_0,Skewness of Intensity in neighborhood_1,Skewness of Intensity in neighborhood_2,Euclidean Diameter,Average Branch Length,Center of the Skeleton_0,Center of the Skeleton_1,Number of Branches,Diameter,Length of the Skeleton,Number of Holes
0,0,1,0,molt,0.0,0.0,0.0,0.0,0.19,0.81,937.2138,16.745602,246.33333,934.95306,19.134897,0.0,10.883839,-1.7234641,44457.332,1080.0,0.31574073,936.5,17.5,341.0,3.0,12.125619,2.6505117,63.154343,68.17867,14.911739,49.0,43.0,75.0,68.79472,64.98534,85.6129,922.0,0.0,63.154343,63.401684,17.187399,63.401684,68.17867,17.14975,17.187399,17.14975,14.911739,341.0,0.6795724,-0.092131644,-0.7278002,0.7059238,-0.1878441,0.68292475,0.19963194,0.97786826,0.06261575,952.0,36.0,934.95306,19.134897,-0.4950336,-0.38272,1.7662166,-0.60004514,-0.79996616,0.79996616,-0.60004514,23459.0,22160.0,29194.0,86.0,83.0,101.0,-0.2039618,-0.36791855,0.73808485,5.7353516,4.740855,11.287508,82.78126,79.41442,91.6873,71.0,68.0,80.0,5.7353516,3.1450336,3.1751056,3.1450336,4.740855,3.8770998,3.1751056,3.8770998,11.287508,1.0260034,1.0794089,0.5331,340976.0,327108.0,377660.0,93.0,86.0,109.0,-0.11604283,-0.36784288,0.10223164,42.44997,24.263456,936.0,17.0,2.0,48.526913,48.526913,0.0
1,0,2,0,molt,0.0,0.0,0.0,0.0,0.01,0.99,1575.7461,172.18341,891.8571,1570.9396,181.11899,1.3628513,31.88814,1.5238785,1948903.8,8428.0,0.25925487,1574.5,174.5,2185.0,7.0,31.224178,10.908666,115.180595,135.43546,42.749912,45.0,37.0,62.0,73.43021,68.94965,82.03341,1532.0,126.0,115.180595,120.54523,42.584255,120.54523,135.43546,49.15866,42.584255,49.15866,42.749912,2185.0,0.64817286,-0.2582813,-0.7163538,0.7079712,-0.14205694,0.6918068,0.2804438,0.9555682,-0.09077826,1618.0,224.0,1570.9396,181.11899,-0.7244015,-0.77051026,-0.52039695,0.60015893,-0.7998808,0.7998808,0.60015893,160445.0,150655.0,179243.0,90.0,88.0,99.0,-0.641238,-0.6309012,-0.15110809,13.156952,16.316154,27.105415,83.79942,80.23426,91.48676,52.0,45.0,62.0,13.156952,12.02374,11.678238,12.02374,16.316154,14.779827,11.678238,14.779827,27.105415,8.179507,12.422316,1.6867014,987660.0,945641.0,1078263.0,93.0,89.0,106.0,-2.064042,-2.8851159,-1.148091,97.90812,75.54773,1569.0,183.0,2.0,151.09546,258.07822,3.0
2,0,3,0,molt,0.0,0.0,0.0,0.0,0.16,0.84,966.27515,150.45973,99.333336,966.6959,152.40643,0.0,11.148846,1.63642,324.33334,640.0,0.534375,966.5,151.5,342.0,3.0,7.780401,4.1485686,44.006847,49.278008,11.980447,56.0,50.0,73.0,72.37719,67.46491,83.47661,957.0,136.0,44.006847,42.482533,14.46935,42.482533,49.278008,13.1965475,14.46935,13.1965475,11.980447,342.0,0.6690057,0.11215246,-0.73474705,0.70611584,-0.40449193,0.5811942,0.23201689,0.9076387,0.34980002,977.0,168.0,966.6959,152.40643,-0.75770056,-0.89186794,0.27713344,0.12083487,-0.9926726,0.9926726,0.12083487,24753.0,23073.0,28549.0,87.0,81.0,94.0,0.09801635,-0.013633969,0.027749032,5.437168,5.4501657,9.253458,82.36794,78.83109,90.863914,72.0,67.0,78.0,5.437168,2.8368125,2.7892272,2.8368125,5.4501657,3.74784,2.7892272,3.74784,9.253458,0.5333973,1.9371074,0.2974041,429137.0,410710.0,473401.0,90.0,87.0,101.0,-0.10984534,-0.7639457,-0.2718083,32.01562,6.0175014,965.0,153.0,21.0,37.62742,126.36753,0.0
3,0,4,0,apterous adult,0.1,0.47,0.33,0.0,0.05,0.05,1470.0852,266.739,4374.0,1447.7228,301.73642,-2.431046,118.28014,-0.49344724,11469823.0,55720.0,0.6075018,1456.5,288.0,33850.0,5.0,69.01102,40.771755,204.67801,226.99873,259.32224,0.0,0.0,0.0,25.081743,15.060266,20.429808,1317.0,189.0,204.67801,206.34557,206.96129,206.34557,226.99873,220.69693,206.96129,220.69693,259.32224,33850.0,0.5449018,-0.46541643,-0.6974737,0.5772809,-0.39505556,0.71461725,0.6081355,0.7920345,-0.05340952,1597.0,388.0,1447.7228,301.73642,2.7093484,3.4283404,1.9093372,0.9908115,-0.13525006,-0.13525006,-0.9908115,849017.0,509790.0,691549.0,90.0,84.0,88.0,1.6296408,1.8013928,1.5453542,137.52629,166.28366,146.3124,78.64775,74.60913,83.51471,20.0,12.0,23.0,137.52629,147.4748,112.50709,147.4748,166.28366,128.1967,112.50709,128.1967,146.3124,4.227573,3.8826048,1.1274189,2160611.0,2049662.0,2294316.0,94.0,89.0,105.0,-2.1845744,-2.1601217,-1.242225,273.06592,108.169556,1461.0,304.0,5.0,309.40915,540.8478,0.0
4,0,5,0,molt,0.0,0.0,0.0,0.0,0.03,0.97,903.7767,206.69255,154.5,910.8938,205.36873,-1.0020843,17.5217,0.5750537,9939.0,1296.0,0.5231481,907.5,206.0,678.0,4.0,11.580572,5.539324,42.526337,54.901443,21.79065,56.0,49.0,68.0,72.744835,66.76696,79.71534,884.0,193.0,42.526337,44.7016,17.530611,44.7016,54.901443,20.452837,17.530611,20.452837,21.79065,678.0,0.62277085,-0.22389925,-0.7496837,0.7159568,-0.22334135,0.66145635,0.31553492,0.9486768,-0.021211704,932.0,220.0,910.8938,205.36873,-0.7822506,-0.9856513,-0.43167454,0.996543,0.083078705,0.083078705,-0.996543,49321.0,45268.0,54047.0,87.0,81.0,92.0,-0.115849026,-0.08907726,-0.07253684,37.64365,48.302322,67.05678,79.461174,75.843605,86.66693,50.0,42.0,54.0,37.64365,39.781025,42.59906,39.781025,48.302322,49.792454,42.59906,49.792454,67.05678,3.7249925,3.9578989,1.9093931,505532.0,482517.0,551375.0,90.0,86.0,101.0,-1.9711759,-2.090777,-1.5168717,47.0,7.0100083,908.0,207.0,35.0,55.28427,245.3503,0.0
5,0,6,0,molt,0.0,0.0,0.0,0.0,0.05,0.95,1384.5016,204.59935,61.4,1385.2777,206.00182,-2.5816507,14.9331665,0.38144085,3475.3,858.0,0.6421912,1385.0,205.5,551.0,5.0,9.809873,4.5801597,260.53638,286.1117,61.315884,33.0,26.0,50.0,62.480946,56.30853,71.31579,1366.0,195.0,260.53638,268.73184,108.58315,268.73184,286.1117,115.1131,108.58315,115.1131,61.315884,551.0,0.6607884,-0.25817662,-0.70477194,0.69358754,-0.14884391,0.7048275,0.28687102,0.9545629,-0.080713764,1405.0,217.0,1385.2777,206.00182,-1.3617747,-1.4102908,-1.0122942,0.95701516,0.29003796,0.29003796,-0.95701516,34427.0,31026.0,39295.0,92.0,86.0,87.0,-0.0338462,-0.0019144925,-0.06904594,257.72522,353.9172,393.237,77.11125,72.590675,81.78333,20.0,8.0,11.0,257.72522,298.81827,298.7776,298.81827,353.9172,353.67487,298.7776,353.67487,393.237,2.391746,2.4855187,2.084558,436681.0,411081.0,463139.0,92.0,89.0,103.0,-1.9498923,-1.9816382,-1.7462746,39.56008,7.250372,1386.0,207.0,26.0,44.79899,188.50967,0.0
6,0,7,0,molt,0.0,0.0,0.0,0.0,0.11,0.89,943.4074,243.29666,527.2,952.23004,248.35013,0.34433272,42.054455,-1.0229094,116080.2,7200.0,0.6338889,949.0,246.5,4564.0,5.0,23.23031,16.713776,86.21263,102.389366,111.95615,42.0,36.0,39.0,66.42375,60.670025,67.17397,912.0,199.0,86.21263,90.50683,80.32768,90.50683,102.389366,88.58633,80.32768,88.58633,111.95615,4564.0,0.54176235,-0.416429,-0.7301236,0.59400976,-0.4248857,0.6830992,0.5946814,0.80377793,-0.017175825,987.0,295.0,952.23004,248.35013,-0.8386659,-0.9177687,-0.8225373,0.12168103,-0.99256927,0.99256927,0.12168103,303158.0,276898.0,306582.0,87.0,82.0,89.0,-0.11419346,-0.13964048,-0.283628,79.86765,114.73775,147.17155,78.75783,74.5382,84.19013,21.0,12.0,7.0,79.86765,92.707,97.917694,92.707,114.73775,119.43691,97.917694,119.43691,147.17155,10.413636,10.885539,11.0230255,905085.0,856593.0,967513.0,91.0,86.0,101.0,-3.1156106,-3.2170086,-3.0093975,33.970577,20.53055,955.0,253.0,34.0,127.053825,698.0387,0.0
7,0,8,0,molt,0.0,0.0,0.0,0.0,0.24,0.76,575.20905,269.42508,71.75,573.9363,273.1496,-4.277375,10.410793,0.30185875,6132.9165,648.0,0.55709875,574.5,271.5,361.0,4.0,9.9809,3.5886986,21.180655,20.204372,10.316542,59.0,55.0,72.0,70.4903,65.941826,82.2216,566.0,254.0,21.180655,17.98697,4.3040876,17.98697,20.204372,3.1790962,4.3040876,3.1790962,10.316542,361.0,0.7076204,-0.053759143,-0.7045448,0.68381304,-0.19903839,0.70198536,0.17796959,0.97851604,0.10408242,584.0,290.0,573.9363,273.1496,-0.47653463,-0.7825607,-0.079171605,0.2521142,-0.9676975,0.9676975,0.2521142,25447.0,23805.0,29682.0,83.0,76.0,90.0,-0.13215432,-0.19862902,-0.38771522,38.90807,47.43442,55.116016,79.32116,75.08029,86.20633,27.0,16.0,43.0,38.90807,40.139313,36.870987,40.139313,47.43442,40.28452,36.870987,40.28452,55.116016,10.136859,11.628863,5.0997334,438646.0,415194.0,476721.0,90.0,84.0,101.0,-2.7836237,-3.008504,-1.991455,33.24154,18.232828,575.0,273.0,3.0,43.62742,54.698486,0.0
8,0,9,0,larvae-nymph small,0.0,0.0,0.01,0.0,0.63,0.36,553.74567,336.32977,210.375,548.7475,338.90182,0.0058385143,33.752174,1.1101457,63547.41,4800.0,0.649375,550.5,338.0,3117.0,8.0,16.95731,15.739883,316.6561,360.5647,339.5008,15.0,3.0,11.0,42.709015,37.642284,46.00064,519.0,301.0,316.6561,333.7323,299.0419,333.7323,360.5647,318.06857,299.0419,318.06857,339.5008,3117.0,0.56336087,-0.3722608,-0.737595,0.60088307,-0.42812663,0.6750164,0.56706625,0.82348615,0.017504554,583.0,376.0,548.7475,338.90182,-0.37840697,-0.43160233,-0.9646772,0.32723483,-0.9449431,0.9449431,0.32723483,133124.0,117331.0,143384.0,88.0,82.0,87.0,0.92444694,0.92257226,0.29663017,70.255066,79.435234,72.22668,77.578064,73.771225,84.830376,24.0,16.0,43.0,70.255066,71.746025,59.119865,71.746025,79.435234,62.920208,59.119865,62.920208,72.22668,6.9751563,6.981043,2.9198983,764687.0,727163.0,836173.0,90.0,85.0,101.0,-2.500408,-2.5483067,-1.6091982,74.431175,9.357696,548.0,337.0,70.0,89.497475,709.8082,3.0
9,0,10,0,larvae-nymph small,0.0,0.0,0.0,0.0,0.63,0.37,937.49097,360.5478,717.8,941.67535,353.7972,1.7260466,46.321312,-0.07813372,253913.7,8964.0,0.5996207,940.0,356.5,5375.0,5.0,25.436571,17.757725,267.16037,367.49246,454.09396,14.0,1.0,0.0,46.972652,36.686882,38.763348,899.0,303.0,267.16037,308.20837,313.87408,308.20837,367.49246,372.73724,313.87408,372.73724,454.09396,5375.0,0.49589705,-0.4481782,-0.7437892,0.58540374,-0.4601028,0.66753864,0.6413958,0.7664475,-0.03420157,982.0,411.0,941.67535,353.7972,-0.69147384,-0.71362674,-1.0264109,0.40985337,-0.9121514,0.9121514,0.40985337,252478.0,197192.0,208353.0,87.0,82.0,86.0,0.5777982,0.67831993,0.43609548,93.059044,125.01151,125.78077,77.68725,73.25238,82.079155,12.0,0.0,24.0,93.059044,104.372986,87.23562,104.372986,125.01151,104.85806,87.23562,104.85806,125.78077,4.7186513,4.7626133,2.0198493,963788.0,908769.0,1018274.0,92.0,87.0,100.0,-2.1319985,-2.1694167,-1.3603246,94.72592,42.01794,948.0,357.0,6.0,133.1249,330.2914,1.0
