object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of winged adult,Probability of apterous adult,Probability of nymph,Probability of larvae,Probability of larvae-nymph small,Probability of molt,Defect Center_0,Defect Center_1,Mean Defect Area,Object Center_0,Object Center_1,Kurtosis of Defect Area,Mean Defect Displacement,Skewness of Defect Area,Variance of Defect Area,Convex Hull Area,Convexity,Convex Hull Center_0,Convex Hull Center_1,Object Area,Number of Defects,Radii of the object_0,Radii of the object_1,Variance of Intensity_0,Variance of Intensity_1,Variance of Intensity_2,Minimum intensity_0,Minimum intensity_1,Minimum intensity_2,Mean Intensity_0,Mean Intensity_1,Mean Intensity_2,Bounding Box Minimum_0,Bounding Box Minimum_1,Covariance of Channel Intensity_0,Covariance of Channel Intensity_1,Covariance of Channel Intensity_2,Covariance of Channel Intensity_3,Covariance of Channel Intensity_4,Covariance of Channel Intensity_5,Covariance of Channel Intensity_6,Covariance of Channel Intensity_7,Covariance of Channel Intensity_8,Size in pixels,PrincipalAxes_0,PrincipalAxes_1,PrincipalAxes_2,PrincipalAxes_3,PrincipalAxes_4,PrincipalAxes_5,PrincipalAxes_6,PrincipalAxes_7,PrincipalAxes_8,Bounding Box Maximum_0,Bounding Box Maximum_1,Center of the object_0,Center of the object_1,Kurtosis of Intensity_0,Kurtosis of Intensity_1,Kurtosis of Intensity_2,Principal components of the object_0,Principal components of the object_1,Principal components of the object_2,Principal components of the object_3,Total Intensity_0,Total Intensity_1,Total Intensity_2,Maximum intensity_0,Maximum intensity_1,Maximum intensity_2,Skewness of Intensity_0,Skewness of Intensity_1,Skewness of Intensity_2,Variance of Intensity in neighborhood_0,Variance of Intensity in neighborhood_1,Variance of Intensity in neighborhood_2,Mean Intensity in neighborhood_0,Mean Intensity in neighborhood_1,Mean Intensity in neighborhood_2,Minimum intensity in neighborhood_0,Minimum intensity in neighborhood_1,Minimum intensity in neighborhood_2,Covariance of Channel Intensity in neighborhood_0,Covariance of Channel Intensity in neighborhood_1,Covariance of Channel Intensity in neighborhood_2,Covariance of Channel Intensity in neighborhood_3,Covariance of Channel Intensity in neighborhood_4,Covariance of Channel Intensity in neighborhood_5,Covariance of Channel Intensity in neighborhood_6,Covariance of Channel Intensity in neighborhood_7,Covariance of Channel Intensity in neighborhood_8,Kurtosis of Intensity in neighborhood_0,Kurtosis of Intensity in neighborhood_1,Kurtosis of Intensity in neighborhood_2,Total Intensity in neighborhood_0,Total Intensity in neighborhood_1,Total Intensity in neighborhood_2,Maximum intensity in neighborhood_0,Maximum intensity in neighborhood_1,Maximum intensity in neighborhood_2,Skewness of Intensity in neighborhood_0,Skewness of Intensity in neighborhood_1,Skewness of Intensity in neighborhood_2,Euclidean Diameter,Average Branch Length,Center of the Skeleton_0,Center of the Skeleton_1,Number of Branches,Diameter,Length of the Skeleton,Number of Holes
0,0,1,0,larvae-nymph small,0.0,0.0,0.03,0.0,0.61,0.36,731.53204,122.56732,278.5,730.05884,128.89485,-1.6495209,37.079136,0.9160085,125061.9,5580.0,0.7005376,730.5,127.0,3909.0,6.0,24.767048,12.652443,60.612583,65.065475,159.0347,52.0,32.0,13.0,76.55692,56.349705,43.458942,701.0,81.0,60.612583,59.11683,73.76589,59.11683,65.065475,78.72566,73.76589,78.72566,159.0347,3909.0,0.4437672,-0.5551258,-0.70349556,0.46740514,-0.52641,0.7102288,0.7645934,0.6439937,-0.025865156,761.0,174.0,730.05884,128.89485,-0.061190765,0.037611023,-0.13632448,-0.33515328,-0.9421636,0.9421636,-0.33515328,299261.0,220271.0,169881.0,102.0,84.0,86.0,-0.028348733,-0.15308368,0.65708774,250.57492,404.39603,560.9121,123.50074,112.48858,119.97983,68.0,47.0,47.0,250.57492,313.76337,346.15775,313.76337,404.39603,448.6773,346.15775,448.6773,560.9121,0.07596846,-0.291852,-0.26225674,1248963.0,1137597.0,1213356.0,145.0,136.0,153.0,-1.1216556,-1.013248,-0.87734324,95.29428,16.24444,730.0,128.0,57.0,108.15433,925.9331,0.0
1,0,2,0,larvae-nymph small,0.0,0.01,0.12,0.0,0.866,0.004,940.7477,143.8367,554.8,953.3603,137.92499,1.8835878,55.699326,0.85955095,216415.7,10412.0,0.73357666,950.0,139.5,7638.0,5.0,34.89357,17.859493,73.26652,104.02507,202.6194,39.0,10.0,1.0,64.38007,33.239067,29.971851,882.0,102.0,73.26652,79.37274,85.27922,79.37274,104.02507,119.991936,85.27922,119.991936,202.6194,7638.0,0.40494207,-0.63050395,-0.6621833,0.5288959,-0.4292381,0.7321364,0.7458492,0.6466989,-0.1596544,1019.0,178.0,953.3603,137.92499,-0.14883168,-0.16025747,0.8757553,0.9947623,0.102215566,0.102215566,-0.9947623,491735.0,253880.0,228925.0,96.0,74.0,83.0,0.3019581,0.5933178,1.1327456,311.49005,575.12897,580.7011,123.11473,109.7043,116.20468,60.0,38.0,35.0,311.49005,416.47812,390.74835,416.47812,575.12897,540.8688,390.74835,540.8688,580.7011,0.41946974,-0.010886649,0.107231095,1615019.0,1439101.0,1524373.0,144.0,136.0,151.0,-1.249604,-1.1179072,-0.9630258,134.16408,19.717117,950.0,136.0,78.0,147.25484,1537.9352,0.0
2,0,3,0,larvae-nymph small,0.0,0.0,0.13,0.0,0.64,0.23,1651.679,149.73932,1006.0,1651.3749,154.43134,-5.443848,42.6258,0.096767694,982950.0,9776.0,0.5883797,1651.5,152.5,5752.0,4.0,30.276993,15.304533,46.045685,43.581955,100.90038,43.0,27.0,20.0,77.00609,59.510258,43.941063,1600.0,106.0,46.045685,42.1784,41.453243,42.1784,43.581955,40.334488,41.453243,40.334488,100.90038,5752.0,0.47586355,-0.53737634,-0.6962618,0.46253967,-0.5204214,0.7177873,0.7480715,0.66361755,-0.0009083173,1704.0,200.0,1651.3749,154.43134,1.6190683,2.0132117,0.7425239,0.762056,0.6475111,0.6475111,-0.762056,442939.0,342303.0,252749.0,101.0,81.0,87.0,-0.4955941,-0.6853922,0.85998464,322.22995,459.63324,601.82916,121.8676,109.526245,113.71947,63.0,40.0,41.0,322.22995,380.38007,396.14816,380.38007,459.63324,484.07547,396.14816,484.07547,601.82916,-0.61379296,-0.79292965,-0.53790057,1448762.0,1302048.0,1351897.0,149.0,141.0,155.0,-0.7430203,-0.66211486,-0.5718561,105.9481,14.75416,1649.0,154.0,84.0,130.09546,1239.3494,0.0
3,0,4,0,molt,0.0,0.0,0.0,0.0,0.0,1.0,1273.6139,160.53407,378.6,1282.8308,162.02202,1.0283871,19.2253,1.384831,267704.3,2756.0,0.31313497,1276.5,161.0,863.0,5.0,17.756945,6.508406,71.31046,94.80929,56.199783,90.0,71.0,86.0,115.57474,100.150635,105.884125,1251.0,135.0,71.31046,78.18457,49.448986,78.18457,94.80929,58.316414,49.448986,58.316414,56.199783,863.0,0.5769475,-0.3341679,-0.74529415,0.67219126,-0.32409698,0.6656726,0.463994,0.8850384,-0.037637807,1303.0,188.0,1282.8308,162.02202,-0.11696312,-0.28074116,0.6053222,0.6360663,-0.7716344,0.7716344,0.6360663,99741.0,86430.0,91378.0,134.0,123.0,134.0,-0.43746415,-0.24709433,0.30901033,129.17493,164.77072,148.26373,128.62894,118.61098,128.7452,68.0,55.0,81.0,129.17493,141.57436,113.55183,141.57436,164.77072,135.25858,113.55183,135.25858,148.26373,4.2099767,2.7945044,0.76602143,1010123.0,931452.0,1011036.0,146.0,137.0,154.0,-1.7859322,-1.5121464,-0.9783286,26.400757,34.246704,1282.0,154.0,3.0,92.497475,102.74011,0.0
4,0,5,0,larvae-nymph small,0.0,0.15,0.31,0.01,0.52,0.01,1364.821,217.86769,965.2857,1399.0366,236.17165,5.78452,65.25721,2.3842447,3394633.0,20040.0,0.66282433,1387.5,230.0,13283.0,7.0,44.41701,25.67567,106.34059,138.92891,163.14304,26.0,2.0,0.0,50.204395,22.395166,26.639841,1328.0,147.0,106.34059,106.79328,88.63012,106.79328,138.92891,129.43639,88.63012,129.43639,163.14304,13283.0,0.48253405,-0.69419616,-0.5340904,0.60997474,-0.1712605,0.7736929,0.6285632,0.6991148,-0.3408031,1448.0,314.0,1399.0366,236.17165,4.0421267,5.74882,2.9518018,-0.34062558,-0.940199,0.940199,-0.34062558,666865.0,297475.0,353857.0,108.0,93.0,90.0,1.4780697,2.0651402,1.5933383,664.03375,1005.3842,910.4157,113.06123,96.74163,102.603966,37.0,17.0,20.0,664.03375,802.44073,706.0865,802.44073,1005.3842,898.11127,706.0865,898.11127,910.4157,-0.50840497,-0.90667385,-0.866743,1979250.0,1693559.0,1796185.0,149.0,139.0,155.0,-0.7711038,-0.58519894,-0.34968245,168.13388,111.89697,1400.0,246.0,2.0,223.79395,223.79395,0.0
5,0,6,0,molt,0.0,0.0,0.0,0.0,0.01,0.99,1135.7979,191.38028,649.2222,1132.2083,197.24298,2.1171968,33.16538,1.825588,1539570.5,9152.0,0.3615603,1134.5,193.5,3309.0,9.0,33.627987,10.077423,93.97107,126.397705,92.53891,82.0,59.0,79.0,113.41312,98.0006,101.50045,1083.0,150.0,93.97107,104.8423,72.61919,104.8423,126.397705,89.38954,72.61919,89.38954,92.53891,3309.0,0.55436325,-0.43011048,-0.71252114,0.65522325,-0.30234513,0.6922932,0.51318985,0.8506423,-0.11420937,1187.0,238.0,1132.2083,197.24298,-0.0015128609,0.30299315,0.40263095,0.78374124,0.6210875,0.6210875,-0.78374124,375284.0,324284.0,335865.0,138.0,130.0,135.0,-0.30679905,-0.19210735,0.6470648,182.26184,250.6952,240.54887,126.59347,116.12284,124.24807,48.0,32.0,35.0,182.26184,208.90257,179.72615,208.90257,250.6952,218.10002,179.72615,218.10002,240.54887,7.422626,6.0110035,4.915382,1538617.0,1411357.0,1510111.0,145.0,138.0,155.0,-2.4206488,-2.1109188,-1.6860843,108.226616,47.077164,1131.0,207.0,4.0,152.09546,362.13205,4.0
6,0,7,0,larvae-nymph small,0.0,0.0,0.01,0.0,0.95,0.04,1550.5623,190.87682,759.8,1544.3032,193.37779,-1.4279877,53.943066,0.5189044,462490.7,10824.0,0.6490207,1546.5,192.5,7025.0,5.0,31.989134,17.708828,108.93747,94.432846,174.73004,33.0,12.0,0.0,62.570107,34.349323,25.272455,1481.0,152.0,108.93747,89.70804,55.933212,89.70804,94.432846,81.71251,55.933212,81.71251,174.73004,7025.0,0.5010582,-0.6316991,-0.59152085,0.5380122,-0.30799916,0.7846524,0.6778521,0.711402,-0.18553631,1613.0,234.0,1544.3032,193.37779,-0.4608496,0.14827524,1.3837799,0.94733375,0.32024804,0.32024804,-0.94733375,439555.0,241304.0,177539.0,95.0,73.0,87.0,-0.047699932,0.61995715,1.2191708,391.72,563.846,550.3533,114.987724,99.738335,101.03958,49.0,20.0,26.0,391.72,461.73694,400.88724,461.73694,563.846,502.54352,400.88724,502.54352,550.3533,-0.41264015,-0.7020673,-0.32833642,1461149.0,1267375.0,1283910.0,146.0,137.0,153.0,-0.6984202,-0.5465358,-0.2533774,126.43575,18.51695,1546.0,195.0,77.0,145.49748,1425.8053,0.0
7,0,8,0,molt,0.0,0.0,0.0,0.0,0.09,0.91,832.44946,217.59355,581.25,827.4264,205.51285,1.0344869,35.8396,1.2769023,116648.25,5632.0,0.5871804,829.5,210.5,3307.0,4.0,21.697542,14.263265,102.19946,136.87096,119.25851,75.0,60.0,74.0,110.42395,95.048386,97.92198,798.0,167.0,102.19946,114.90177,83.01342,114.90177,136.87096,103.48155,83.01342,103.48155,119.25851,3307.0,0.54013044,-0.4506064,-0.71078336,0.63974106,-0.32890835,0.6946587,0.5468002,0.82992357,-0.110617995,862.0,255.0,827.4264,205.51285,0.17251332,-0.054552384,0.008234293,-0.12844647,-0.99171644,0.99171644,-0.12844647,365172.0,314325.0,323828.0,137.0,127.0,132.0,-0.2430873,0.07535245,0.68261266,101.81567,156.59155,192.99208,128.6853,118.239365,126.890526,79.0,65.0,82.0,101.81567,122.173294,112.72667,122.173294,156.59155,148.51547,112.72667,148.51547,192.99208,2.0729318,0.8396106,-0.4130774,1330606.0,1222595.0,1312048.0,144.0,137.0,152.0,-1.4069284,-1.1690538,-0.73374236,57.384666,10.4839325,815.0,201.0,67.0,130.88225,702.42346,0.0
8,0,9,0,molt,0.0,0.01,0.02,0.0,0.34,0.63,568.62195,238.81828,1339.5714,557.3354,244.72763,-0.8591375,48.35873,1.2096469,4438225.5,17168.0,0.4538094,563.5,241.5,7791.0,7.0,44.58088,16.607302,379.13763,613.37463,922.99335,48.0,17.0,3.0,86.66282,58.84328,50.122448,490.0,184.0,379.13763,473.01736,519.4388,473.01736,613.37463,697.4086,519.4388,697.4086,922.99335,7791.0,0.43701157,-0.57014805,-0.6956667,0.57130474,-0.4214285,0.704279,0.69471705,0.7052157,-0.14155917,638.0,300.0,557.3354,244.72763,-0.63628197,-0.2405298,-0.2644545,0.8744256,-0.4851597,-0.4851597,-0.8744256,675190.0,458448.0,390504.0,137.0,129.0,137.0,0.5426262,0.8518105,0.92323947,204.84935,393.90677,557.0769,124.570274,112.89091,121.82551,66.0,38.0,45.0,204.84935,277.9748,293.92386,277.9748,393.90677,429.78085,293.92386,429.78085,557.0769,0.8108973,0.48744974,0.32620794,2047437.0,1855475.0,2002324.0,143.0,135.0,154.0,-1.3066151,-1.2622827,-1.1439321,141.59802,59.10779,566.0,238.0,6.0,202.79395,369.13205,1.0
9,0,10,0,larvae-nymph small,0.0,0.0,0.0,0.0,0.975,0.025,929.4366,285.19623,337.0,923.484,276.2119,1.6287467,54.611004,1.6070033,248816.0,10586.0,0.745324,925.0,278.5,7890.0,8.0,34.893795,18.209833,92.4225,110.98636,181.9175,39.0,22.0,5.0,63.66274,41.731304,32.46933,886.0,212.0,92.4225,95.794044,75.73814,95.794044,110.98636,94.1858,75.73814,94.1858,181.9175,7890.0,0.47857675,-0.5192938,-0.7080242,0.55125135,-0.44994554,0.7026172,0.6834371,0.7265555,-0.07092794,965.0,346.0,923.484,276.2119,-0.045439303,-0.09092538,0.51654255,-0.2335966,-0.9723336,0.9723336,-0.2335966,502299.0,329260.0,256183.0,97.0,77.0,83.0,0.7008692,0.85675454,1.0346813,433.84125,578.1964,589.9581,114.637695,101.840744,105.072945,31.0,14.0,37.0,433.84125,495.1739,455.28046,495.1739,578.1964,533.58453,455.28046,533.58453,589.9581,-0.32089916,-0.6049956,-0.6988179,1518147.0,1348677.0,1391481.0,143.0,135.0,149.0,-0.8316496,-0.69208604,-0.5259835,93.43447,19.431732,924.0,278.0,79.0,151.39697,1535.1068,0.0
