object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of winged adult,Probability of apterous adult,Probability of nymph,Probability of larvae,Probability of larvae-nymph small,Probability of molt,Defect Center_0,Defect Center_1,Mean Defect Area,Object Center_0,Object Center_1,Kurtosis of Defect Area,Mean Defect Displacement,Skewness of Defect Area,Variance of Defect Area,Convex Hull Area,Convexity,Convex Hull Center_0,Convex Hull Center_1,Object Area,Number of Defects,Radii of the object_0,Radii of the object_1,Variance of Intensity_0,Variance of Intensity_1,Variance of Intensity_2,Minimum intensity_0,Minimum intensity_1,Minimum intensity_2,Mean Intensity_0,Mean Intensity_1,Mean Intensity_2,Bounding Box Minimum_0,Bounding Box Minimum_1,Covariance of Channel Intensity_0,Covariance of Channel Intensity_1,Covariance of Channel Intensity_2,Covariance of Channel Intensity_3,Covariance of Channel Intensity_4,Covariance of Channel Intensity_5,Covariance of Channel Intensity_6,Covariance of Channel Intensity_7,Covariance of Channel Intensity_8,Size in pixels,PrincipalAxes_0,PrincipalAxes_1,PrincipalAxes_2,PrincipalAxes_3,PrincipalAxes_4,PrincipalAxes_5,PrincipalAxes_6,PrincipalAxes_7,PrincipalAxes_8,Bounding Box Maximum_0,Bounding Box Maximum_1,Center of the object_0,Center of the object_1,Kurtosis of Intensity_0,Kurtosis of Intensity_1,Kurtosis of Intensity_2,Principal components of the object_0,Principal components of the object_1,Principal components of the object_2,Principal components of the object_3,Total Intensity_0,Total Intensity_1,Total Intensity_2,Maximum intensity_0,Maximum intensity_1,Maximum intensity_2,Skewness of Intensity_0,Skewness of Intensity_1,Skewness of Intensity_2,Variance of Intensity in neighborhood_0,Variance of Intensity in neighborhood_1,Variance of Intensity in neighborhood_2,Mean Intensity in neighborhood_0,Mean Intensity in neighborhood_1,Mean Intensity in neighborhood_2,Minimum intensity in neighborhood_0,Minimum intensity in neighborhood_1,Minimum intensity in neighborhood_2,Covariance of Channel Intensity in neighborhood_0,Covariance of Channel Intensity in neighborhood_1,Covariance of Channel Intensity in neighborhood_2,Covariance of Channel Intensity in neighborhood_3,Covariance of Channel Intensity in neighborhood_4,Covariance of Channel Intensity in neighborhood_5,Covariance of Channel Intensity in neighborhood_6,Covariance of Channel Intensity in neighborhood_7,Covariance of Channel Intensity in neighborhood_8,Kurtosis of Intensity in neighborhood_0,Kurtosis of Intensity in neighborhood_1,Kurtosis of Intensity in neighborhood_2,Total Intensity in neighborhood_0,Total Intensity in neighborhood_1,Total Intensity in neighborhood_2,Maximum intensity in neighborhood_0,Maximum intensity in neighborhood_1,Maximum intensity in neighborhood_2,Skewness of Intensity in neighborhood_0,Skewness of Intensity in neighborhood_1,Skewness of Intensity in neighborhood_2,Euclidean Diameter,Average Branch Length,Center of the Skeleton_0,Center of the Skeleton_1,Number of Branches,Diameter,Length of the Skeleton,Number of Holes
0,0,1,0,nymph,0.0,0.291,0.50233334,0.0,0.19666666,0.01,1889.2169,180.29092,2224.75,1868.9094,185.41545,-1.7064939,74.72742,0.6325922,4669902.0,23808.0,0.6262181,1876.5,183.5,14909.0,4.0,46.98084,26.182804,136.05414,85.06922,45.36536,14.0,0.0,5.0,39.668655,21.72312,24.79925,1781.0,122.0,136.05414,100.40561,41.577724,100.40561,85.06922,38.70738,41.577724,38.70738,45.36536,14909.0,0.7511058,-0.35547197,-0.55630904,0.5924965,-0.008703569,0.805526,0.2911838,0.9346464,-0.20407858,1973.0,246.0,1868.9094,185.41545,1.6201587,2.0315013,4.0517755,0.9053979,0.4245641,0.4245641,-0.9053979,591420.0,323870.0,369732.0,91.0,69.0,67.0,1.1809957,1.2482448,1.4614186,1035.025,1389.4532,1643.5952,107.93659,94.79318,101.14538,24.0,9.0,9.0,1035.025,1186.5554,1208.1948,1186.5554,1389.4532,1440.6562,1208.1948,1440.6562,1643.5952,-1.264303,-1.4349322,-1.2901357,1913284.0,1680304.0,1792903.0,153.0,149.0,163.0,-0.42266202,-0.31661344,-0.26589832,201.75728,22.196146,1880.0,188.0,114.0,221.82338,2530.3608,0.0
1,0,2,0,larvae-nymph small,0.0,0.0,0.06,0.0,0.93,0.01,597.1663,281.26028,789.5,610.1447,270.5935,2.3233883,64.75047,1.4866586,873749.9,14833.0,0.6806445,606.0,274.0,10096.0,6.0,40.826866,20.10354,84.83181,75.66469,120.67343,31.0,6.0,6.0,51.75723,28.51139,29.562202,561.0,193.0,84.83181,73.41129,63.63926,73.41129,75.66469,72.82016,63.63926,72.82016,120.67343,10096.0,0.53830725,-0.6038355,-0.5878843,0.542542,-0.2854919,0.7900269,0.64488256,0.74422914,-0.17392376,652.0,356.0,610.1447,270.5935,-0.18095917,0.74050105,1.771866,0.21375111,-0.9768882,0.9768882,0.21375111,522541.0,287851.0,298460.0,84.0,70.0,78.0,0.70552564,0.9753187,1.344827,474.5235,745.21606,681.0258,115.815445,105.35001,116.73897,42.0,27.0,21.0,474.5235,588.0979,528.2687,588.0979,745.21606,667.8728,528.2687,667.8728,681.0258,-0.035729088,-0.46777984,-0.10442317,1721944.0,1566344.0,1735675.0,143.0,136.0,153.0,-1.0844326,-0.94459254,-0.9026051,152.01315,22.314043,614.0,274.0,88.0,179.39697,1963.6357,0.0
2,0,3,0,molt,0.0,0.0,0.0,0.0,0.01,0.99,715.11206,221.5972,81.57143,713.02905,220.47859,-1.867155,15.25312,0.63920695,8283.619,1225.0,0.53387755,714.0,221.0,654.0,7.0,8.793562,7.1743217,141.36212,166.71439,134.71779,70.0,58.0,70.0,87.46789,76.085625,88.59633,697.0,204.0,141.36212,150.45076,121.92587,150.45076,166.71439,133.83578,121.92587,133.83578,134.71779,654.0,0.5706117,-0.39260292,-0.72129416,0.62225914,-0.36646584,0.6917343,0.53590655,0.8435436,-0.035191074,732.0,239.0,713.02905,220.47859,2.5648348,2.7652855,0.23200095,0.18335426,-0.9830469,0.9830469,0.18335426,57204.0,49760.0,57942.0,129.0,124.0,122.0,1.5946289,1.695256,0.871518,180.27893,259.6244,230.49692,124.49807,116.96416,130.8089,73.0,61.0,72.0,180.27893,211.12167,180.54633,211.12167,259.6244,218.38773,180.54633,218.38773,230.49692,2.0065472,1.009822,1.4591746,774627.0,727751.0,813893.0,140.0,134.0,155.0,-1.695897,-1.4380177,-1.2843788,34.132095,20.977922,710.0,218.0,4.0,50.698486,119.88225,2.0
3,0,4,0,nymph,0.03,0.25,0.67,0.0,0.05,0.0,1544.25,414.08148,5491.5,1553.5867,378.10706,-1.7159985,132.66245,0.72476643,24135156.0,66444.0,0.6694058,1550.5,390.0,44478.0,4.0,84.83786,42.490093,85.77454,103.90256,82.50009,20.0,1.0,0.0,50.061985,23.839539,19.939318,1453.0,221.0,85.77454,78.56022,42.854744,78.56022,103.90256,64.84811,42.854744,64.84811,82.50009,44478.0,0.55716014,-0.5704759,-0.60343176,0.66625816,-0.12663706,0.73488986,0.49565378,0.8114926,-0.3095271,1649.0,560.0,1553.5867,378.10706,1.0132222,2.3135831,6.737719,0.3028938,-0.9530243,0.9530243,0.3028938,2226657.0,1060335.0,886861.0,96.0,78.0,94.0,0.9063068,1.3674659,1.9782087,820.1965,1142.2344,1404.925,119.01736,108.05239,115.23132,29.0,16.0,7.0,820.1965,957.6063,986.197,957.6063,1142.2344,1202.1826,986.197,1202.1826,1404.925,-0.6090652,-0.8160021,-0.6022358,3434841.0,3118392.0,3325576.0,155.0,147.0,165.0,-0.85114545,-0.78849894,-0.7546204,330.51022,33.959373,1555.0,387.0,200.0,389.43356,6791.875,0.0
4,0,5,0,larvae-nymph small,0.0,0.02,0.05,0.0,0.92,0.01,1784.3756,293.7803,973.0,1773.5991,279.23483,2.1766727,48.793438,1.443004,770470.7,10752.0,0.6380208,1777.5,284.5,6860.0,4.0,29.621967,19.233807,181.7262,119.96227,103.63333,23.0,6.0,8.0,47.82828,26.392128,28.186007,1722.0,237.0,181.7262,138.79883,90.80774,138.79883,119.96227,85.67079,90.80774,85.67079,103.63333,6860.0,0.69074804,-0.49124897,-0.5306049,0.57044464,-0.080734745,0.81735843,0.44436473,0.8672695,-0.22446297,1834.0,333.0,1773.5991,279.23483,0.60830957,1.825877,3.68459,0.9026088,-0.4304617,-0.4304617,-0.9026088,328102.0,181050.0,193356.0,102.0,91.0,81.0,1.0936021,1.316127,1.7051171,969.91974,1361.3698,1558.2084,108.66283,95.513985,103.48681,37.0,13.0,18.0,969.91974,1137.1903,1133.1255,1137.1903,1361.3698,1373.5867,1133.1255,1373.5867,1558.2084,-1.2089992,-1.398617,-1.2986966,1367413.0,1201948.0,1302278.0,155.0,146.0,165.0,-0.30394116,-0.22728828,-0.19391136,104.95713,17.809568,1773.0,279.0,71.0,140.81119,1264.4794,0.0
5,0,6,0,apterous adult,0.0,0.53,0.46,0.0,0.01,0.0,2249.5647,435.54636,3963.5,2245.065,417.85974,-1.8341469,153.34311,-0.5464246,10436814.0,74572.0,0.68110013,2246.5,423.5,50791.0,6.0,83.05189,49.652134,99.7231,69.10576,44.41377,9.0,0.0,5.0,34.343643,19.492056,25.549822,2144.0,243.0,99.7231,76.42702,36.410534,76.42702,69.10576,35.240097,36.410534,35.240097,44.41377,50791.0,0.7201159,-0.38600093,-0.57657295,0.60090756,-0.068513334,0.7963768,0.3469051,0.91995066,-0.18261333,2350.0,605.0,2245.065,417.85974,0.33507812,1.4503015,8.014574,-0.016073864,-0.99987084,0.99987084,-0.016073864,1744348.0,990021.0,1297701.0,106.0,85.0,83.0,0.6598003,1.0028666,1.9986684,1023.2904,1224.9244,1385.5447,114.1549,103.2822,111.28607,28.0,23.0,18.0,1023.2904,1108.6991,1070.6599,1108.6991,1224.9244,1215.7992,1070.6599,1215.7992,1385.5447,-0.986199,-1.1002585,-0.91375506,3393026.0,3069857.0,3307756.0,169.0,165.0,178.0,-0.63417715,-0.5614713,-0.49140054,330.13483,37.019367,2246.0,427.0,207.0,385.46805,7663.0093,0.0
6,0,7,0,molt,0.0,0.0,0.0,0.0,0.11,0.89,1865.556,252.9159,53.5,1863.5887,254.93549,1.4341679,9.077482,1.0188141,2811.0,462.0,0.5367965,1864.5,254.0,248.0,4.0,6.3538666,3.5050962,168.56992,179.24272,81.14613,60.0,37.0,41.0,80.6371,61.177418,60.782257,1854.0,244.0,168.56992,164.35068,60.727432,164.35068,179.24272,71.17976,60.727432,71.17976,81.14613,248.0,0.65786594,-0.30802256,-0.687266,0.6868402,-0.12899153,0.7152704,0.30897093,0.94259393,-0.12670314,1876.0,265.0,1863.5887,254.93549,1.8924026,3.280575,1.5522019,0.8134715,0.5816048,0.5816048,-0.8134715,19998.0,15172.0,15074.0,128.0,116.0,95.0,1.1877975,1.4945109,0.8647228,1374.6392,1766.1417,1724.3351,90.706665,77.03585,83.15078,25.0,8.0,10.0,1374.6392,1549.6461,1479.6952,1549.6461,1766.1417,1691.2007,1479.6952,1691.2007,1724.3351,-1.4751482,-1.4914021,-1.351531,430131.0,365304.0,394301.0,146.0,139.0,153.0,-0.022915417,0.05237567,0.02353227,20.248457,5.0607543,1863.0,255.0,19.0,28.970562,96.15433,0.0
7,0,8,0,larvae-nymph small,0.0,0.0,0.09,0.0,0.83,0.08,2103.6895,298.5607,788.75,2107.8293,294.8685,-5.9822707,33.509007,0.002640897,788434.94,7140.0,0.55812323,2106.0,296.5,3985.0,4.0,26.818735,12.0757265,70.57738,48.44309,69.95677,24.0,13.0,7.0,55.470764,32.932247,29.105394,2064.0,255.0,70.57738,49.98472,14.044235,49.98472,48.44309,24.936375,14.044235,24.936375,69.95677,3985.0,0.6709389,-0.46429303,-0.57816344,0.59145015,-0.1351963,0.7949268,0.44724455,0.8753022,-0.18389775,2149.0,339.0,2107.8293,294.8685,-0.43390596,-0.32314157,0.91223687,-0.684653,-0.7288692,0.7288692,-0.684653,221051.0,131235.0,115985.0,81.0,59.0,63.0,-0.06279387,0.2986384,0.7715472,1034.8,1352.9342,1628.8788,115.050476,102.75522,108.991196,34.0,22.0,13.0,1034.8,1174.6793,1227.6412,1174.6793,1352.9342,1425.4991,1227.6412,1425.4991,1628.8788,-1.0492966,-1.2073714,-1.1217625,1228624.0,1097323.0,1163917.0,155.0,147.0,167.0,-0.5982949,-0.5152668,-0.4134945,106.96261,14.922707,2106.0,297.0,66.0,118.92388,984.8986,0.0
8,0,9,0,molt,0.0,0.0,0.0,0.0,0.25,0.75,1930.6837,263.88034,23.4,1931.169,263.2968,-0.2503277,9.368622,-0.6410233,212.8,336.0,0.65178573,1931.0,263.5,219.0,5.0,4.7689023,3.8462844,170.47488,139.52536,52.928547,47.0,32.0,41.0,64.0,47.17808,52.086758,1921.0,256.0,170.47488,149.4475,64.438354,149.4475,139.52536,62.783638,64.438354,62.783638,52.928547,219.0,0.7051672,-0.33294958,-0.62600625,0.6402442,-0.0803765,0.7639548,0.30467463,0.9395127,-0.15649016,1942.0,272.0,1931.169,263.2968,2.0437186,4.8687,1.6305895,0.96912134,-0.24658434,-0.24658434,-0.96912134,14016.0,10332.0,11407.0,115.0,99.0,81.0,1.2706028,1.9640813,1.1532149,1184.7798,1525.6989,1441.332,96.71713,83.74804,90.335724,32.0,10.0,10.0,1184.7798,1337.4313,1249.996,1337.4313,1525.6989,1430.0134,1249.996,1430.0134,1441.332,-1.4731593,-1.4749534,-1.1138134,431842.0,373935.0,403349.0,145.0,138.0,154.0,-0.1164885,-0.077353284,-0.24721465,20.248457,5.125762,1931.0,264.0,16.0,22.485281,82.01219,0.0
9,0,10,0,nymph,0.0,0.22666666,0.7433333,0.0,0.03,0.0,1097.0098,389.9021,2494.3333,1101.1168,380.9925,-1.8331401,85.60366,0.90244526,11164615.0,38016.0,0.60632366,1099.5,384.5,23050.0,6.0,57.59435,32.987076,98.324135,64.32262,53.228405,11.0,0.0,2.0,34.554794,18.793102,23.046247,1001.0,289.0,98.324135,72.31752,41.25677,72.31752,64.32262,36.23577,41.25677,36.23577,53.228405,23050.0,0.71487236,-0.3805569,-0.58662933,0.5745193,-0.15857215,0.8029835,0.398604,0.9110606,-0.10527842,1199.0,481.0,1101.1168,380.9925,-0.16720504,0.47900137,6.3711314,0.718323,-0.69570976,-0.69570976,-0.718323,796488.0,433181.0,531216.0,73.0,68.0,73.0,0.5266489,0.8209417,1.9471259,830.7467,1109.594,1049.601,109.36887,98.7895,105.49323,31.0,18.0,23.0,830.7467,951.23535,862.07025,951.23535,1109.594,1014.8036,862.07025,1014.8036,1049.601,-0.8860992,-1.076149,-0.89656234,2269951.0,2050376.0,2189512.0,144.0,140.0,155.0,-0.7357259,-0.6311541,-0.4759197,200.83078,27.794077,1093.0,387.0,142.0,252.94827,3946.759,0.0
