object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of windget adult,Probability of apterous adult,Probability of nymph,Probability of larvae,Probability of larvae-nymph small,Probability of molt,Euclidean Diameter,Length of the Skeleton,Center of the Skeleton_0,Center of the Skeleton_1,Diameter,Number of Holes,Number of Branches,Average Branch Length,Convex Hull Area,Object Area,Convex Hull Center_0,Convex Hull Center_1,Defect Center_0,Defect Center_1,Kurtosis of Defect Area,Mean Defect Displacement,Mean Defect Area,Number of Defects,Variance of Defect Area,Skewness of Defect Area,Object Center_0,Object Center_1,Convexity,Covariance of Channel Intensity_0,Covariance of Channel Intensity_1,Covariance of Channel Intensity_2,Covariance of Channel Intensity_3,Covariance of Channel Intensity_4,Covariance of Channel Intensity_5,Covariance of Channel Intensity_6,Covariance of Channel Intensity_7,Covariance of Channel Intensity_8,Bounding Box Minimum_0,Bounding Box Minimum_1,Minimum intensity_0,Minimum intensity_1,Minimum intensity_2,Variance of Intensity_0,Variance of Intensity_1,Variance of Intensity_2,Size in pixels,Center of the object_0,Center of the object_1,Principal components of the object_0,Principal components of the object_1,Principal components of the object_2,Principal components of the object_3,PrincipalAxes_0,PrincipalAxes_1,PrincipalAxes_2,PrincipalAxes_3,PrincipalAxes_4,PrincipalAxes_5,PrincipalAxes_6,PrincipalAxes_7,PrincipalAxes_8,Bounding Box Maximum_0,Bounding Box Maximum_1,Skewness of Intensity_0,Skewness of Intensity_1,Skewness of Intensity_2,Mean Intensity_0,Mean Intensity_1,Mean Intensity_2,Radii of the object_0,Radii of the object_1,Kurtosis of Intensity_0,Kurtosis of Intensity_1,Kurtosis of Intensity_2,Total Intensity_0,Total Intensity_1,Total Intensity_2,Maximum intensity_0,Maximum intensity_1,Maximum intensity_2,Covariance of Channel Intensity in neighborhood_0,Covariance of Channel Intensity in neighborhood_1,Covariance of Channel Intensity in neighborhood_2,Covariance of Channel Intensity in neighborhood_3,Covariance of Channel Intensity in neighborhood_4,Covariance of Channel Intensity in neighborhood_5,Covariance of Channel Intensity in neighborhood_6,Covariance of Channel Intensity in neighborhood_7,Covariance of Channel Intensity in neighborhood_8,Minimum intensity in neighborhood_0,Minimum intensity in neighborhood_1,Minimum intensity in neighborhood_2,Variance of Intensity in neighborhood_0,Variance of Intensity in neighborhood_1,Variance of Intensity in neighborhood_2,Skewness of Intensity in neighborhood_0,Skewness of Intensity in neighborhood_1,Skewness of Intensity in neighborhood_2,Mean Intensity in neighborhood_0,Mean Intensity in neighborhood_1,Mean Intensity in neighborhood_2,Kurtosis of Intensity in neighborhood_0,Kurtosis of Intensity in neighborhood_1,Kurtosis of Intensity in neighborhood_2,Total Intensity in neighborhood_0,Total Intensity in neighborhood_1,Total Intensity in neighborhood_2,Maximum intensity in neighborhood_0,Maximum intensity in neighborhood_1,Maximum intensity in neighborhood_2
0,0,1,0,larvae-nymph small,0.0,0.11,0.09983334,0.0,0.7801666,0.01,150.03,1407.0358,1114.0,133.0,175.1249,0.0,84.0,16.750425,10780.0,6977.0,1112.5,133.5,1116.0654,135.92743,-2.835307,57.224525,760.6,5.0,394695.3,-0.42454877,1110.5565,132.17686,0.6472171,78.25121,77.71514,83.36273,77.71514,85.4785,88.495735,83.36273,88.495735,130.0302,1036.0,99.0,28.0,21.0,17.0,78.25121,85.4785,130.0302,6977.0,1110.5565,132.17686,0.9878346,0.15550824,0.15550824,-0.9878346,0.5154704,-0.48134163,-0.70894325,0.54293406,-0.45661512,0.7047874,0.6629577,0.74820644,-0.025965184,1190.0,169.0,1.1053209,1.104215,1.3781451,47.229755,36.955997,40.579044,37.243614,15.617369,1.4687667,1.0065624,1.8451033,329522.0,257842.0,283120.0,88.0,76.0,95.0,669.76794,722.7424,632.7945,722.7424,794.09106,694.1723,632.7945,694.1723,704.27625,30.0,23.0,33.0,669.76794,794.09106,704.27625,-0.9585884,-0.8626214,-0.762838,113.26943,105.15325,114.16513,-0.2179293,-0.48294967,-0.20877667,1573539.0,1460789.0,1585982.0,145.0,140.0,155.0
1,0,2,0,nymph,0.09,0.415,0.465,0.0,0.03,0.0,339.507,1543.6997,1323.0,281.0,428.93103,4.0,10.0,102.01291,88044.0,51270.0,1306.5,284.0,1295.6378,309.61197,3.7157571,138.60957,4596.75,8.0,52990620.0,1.919561,1314.291,265.62952,0.5823225,188.27481,169.98216,150.00844,169.98216,169.71294,154.39626,150.00844,154.39626,188.08214,1169.0,125.0,3.0,1.0,2.0,188.27481,169.71294,188.08214,51270.0,1314.291,265.62952,0.69309026,-0.7208508,0.7208508,0.69309026,0.5894718,-0.55909747,-0.5830377,0.5725437,-0.21998191,0.7898112,0.5698392,0.799386,-0.19043458,1445.0,444.0,1.4310191,1.6829778,2.0420184,32.804504,25.6024,31.048664,76.367714,56.14186,2.5304086,3.4779816,4.9431086,1681887.0,1312635.0,1591865.0,123.0,122.0,121.0,699.6014,741.2108,628.6065,741.2108,800.94885,681.4332,628.6065,681.4332,663.2246,19.0,16.0,14.0,699.6014,800.94885,663.2246,-1.0860996,-0.99249035,-0.8267569,114.19756,106.629486,113.60002,-0.027211783,-0.3180298,-0.24201767,3674535.0,3431017.0,3655308.0,148.0,145.0,151.0
2,0,3,0,molt,0.0,0.0,0.0,0.09,0.0,0.91,39.59798,98.15433,622.0,234.0,78.42641,0.0,3.0,32.71811,1188.0,578.0,610.5,235.0,610.22296,235.76558,1.3225613,13.441044,122.0,5.0,8981.5,0.590134,610.79236,234.19205,0.48653197,166.99307,163.09251,95.44545,163.09251,166.9247,96.14198,95.44545,96.14198,76.84369,593.0,219.0,82.0,71.0,88.0,166.99307,166.9247,76.84369,578.0,610.79236,234.19205,0.4533483,-0.89133346,0.89133346,0.4533483,0.6483085,-0.30467066,-0.6977621,0.6489138,-0.25826177,0.7156897,0.39825493,0.9167751,-0.030271687,629.0,252.0,-0.1443065,-0.0700627,-0.27291194,105.05882,96.39793,109.22145,8.827097,7.9634085,-1.2266614,-1.1259971,-0.8246535,60724.0,55718.0,63130.0,131.0,125.0,129.0,153.53467,166.96658,147.41258,166.96658,189.69173,164.70381,147.41258,164.70381,162.89116,80.0,72.0,90.0,153.53467,189.69173,162.89116,-1.3726186,-1.2733078,-1.088367,123.96886,117.57375,132.41199,0.9524769,0.670489,0.53909504,800095.0,758821.0,854587.0,140.0,134.0,155.0
3,0,4,0,larvae-nymph small,0.0,0.04,0.0,0.0,0.95,0.01,109.370926,1034.9747,1977.0,298.0,124.91169,0.0,66.0,15.681436,7056.0,4846.0,1977.5,297.0,1975.1389,295.31177,-4.6340294,44.279682,552.5,4.0,177357.67,0.23449855,1978.5768,297.76993,0.68679136,47.943798,54.235912,70.05221,54.235912,72.04083,96.48567,70.05221,96.48567,171.24887,1922.0,266.0,48.0,26.0,14.0,47.943798,72.04083,171.24887,4846.0,1978.5768,297.76993,0.96180606,-0.27373183,-0.27373183,-0.96180606,0.37526137,-0.6377224,-0.67267305,0.49524617,-0.47549698,0.7270721,0.78352416,0.6059808,-0.1373939,2034.0,329.0,0.46859655,0.6443267,1.0330021,66.09781,46.588116,41.07594,27.752422,13.970761,0.002756936,-0.13619189,0.77141225,320310.0,225766.0,199054.0,91.0,77.0,94.0,382.00937,449.31174,497.70367,449.31174,540.1535,603.8732,497.70367,603.8732,731.0555,50.0,27.0,33.0,382.00937,540.1535,731.0555,-1.1117239,-1.0648186,-1.0494384,125.42138,116.269485,126.47473,0.14159827,-0.058185253,0.050021794,1382269.0,1281406.0,1393878.0,152.0,145.0,161.0
4,0,5,0,apterous adult,0.1,0.67,0.23,0.0,0.0,0.0,329.67407,1078.8376,1599.0,392.0,421.1493,5.0,3.0,212.3479,95700.0,66993.0,1632.5,423.0,1588.4913,407.72528,5.07155,163.92493,2392.25,12.0,18587730.0,2.1913078,1651.358,429.54532,0.70003134,109.05029,96.652405,104.31533,96.652405,101.735176,111.59076,104.31533,111.59076,167.66388,1459.0,286.0,0.0,0.0,0.0,109.05029,101.735176,167.66388,66993.0,1651.358,429.54532,0.9623435,-0.27183637,-0.27183637,-0.9623435,0.5257064,-0.6343468,-0.56677765,0.52871406,-0.27830032,0.8018793,0.66640395,0.7212164,-0.18908378,1807.0,561.0,3.3798978,3.9668148,3.155406,22.052334,16.851297,25.451181,83.72201,65.42929,22.606762,28.673622,12.865348,1477352.0,1128919.0,1705051.0,136.0,130.0,126.0,874.0271,898.74945,780.6384,898.74945,941.86456,823.1527,780.6384,823.1527,810.89374,14.0,8.0,7.0,874.0271,941.86456,810.89374,-1.4065353,-1.2508863,-1.0971802,115.56983,108.28881,114.826706,0.8451915,0.36632732,0.5825661,3832758.0,3591290.0,3808113.0,147.0,139.0,151.0
5,0,6,0,molt,0.0,0.0,0.01,0.03,0.36,0.6,31.622776,255.10765,438.0,389.0,191.2376,0.0,4.0,63.776913,10332.0,5910.0,428.5,386.5,433.18387,396.75372,-0.72533715,46.712723,1105.5,4.0,530953.7,-0.55933845,424.99542,378.8279,0.57200927,131.18031,136.47195,153.9697,136.47195,151.37384,173.34665,153.9697,173.34665,297.56726,388.0,324.0,49.0,25.0,28.0,131.18031,151.37384,297.56726,5910.0,424.99542,378.8279,-0.052880507,-0.99860084,0.99860084,-0.052880507,0.46568832,-0.5406678,-0.7005803,0.512008,-0.4810896,0.7116183,0.72179097,0.69009507,-0.052788407,470.0,450.0,1.0965768,1.1622527,0.82285476,77.47462,64.34822,62.08274,32.087563,18.568953,1.387099,1.739505,0.11018542,457875.0,380298.0,366909.0,124.0,116.0,116.0,256.24792,299.88733,292.62988,299.88733,360.57977,351.15247,292.62988,351.15247,409.19986,55.0,35.0,54.0,256.24792,360.57977,409.19986,-0.9831263,-0.8858666,-0.6558781,118.036194,109.737236,119.59055,-0.027192168,-0.3171263,-0.4418623,1604584.0,1491768.0,1625714.0,139.0,133.0,152.0
6,0,7,0,molt,0.0,0.0,0.0,0.09,0.0,0.91,7.071068,98.63961,1494.0,374.0,28.384777,0.0,16.0,6.1649756,418.0,279.0,1494.0,373.5,1493.3165,373.6403,0.13918172,9.793976,27.8,5.0,240.7,0.38167363,1494.3405,373.4301,0.66746414,157.24957,184.54073,60.5604,184.54073,226.99074,70.87958,60.5604,70.87958,39.109287,1485.0,363.0,80.0,61.0,77.0,157.24957,226.99074,39.109287,279.0,1494.3405,373.4301,0.002154496,-0.9999977,0.9999977,0.002154496,0.6188812,-0.06373266,-0.78289473,0.74541444,-0.2666231,0.61095774,0.24767579,0.9616914,0.1175008,1504.0,385.0,1.0192441,0.9452146,0.4594556,99.394264,86.16487,89.469536,5.4760475,4.446673,0.1968539,-0.18298115,-0.63814765,27731.0,24040.0,24962.0,134.0,123.0,104.0,450.02707,466.7923,287.40985,466.7923,503.44662,311.25275,287.40985,311.25275,245.45557,26.0,29.0,62.0,450.02707,503.44662,245.45557,-1.9817752,-1.6066155,-0.8220582,121.6802,114.22227,121.167015,3.812721,1.9364796,0.1356926,581388.0,545754.0,578936.0,146.0,137.0,147.0
7,0,8,0,molt,0.0,0.0,0.0,0.05,0.02,0.93,50.159744,77.1127,1135.0,397.0,56.62742,0.0,4.0,19.278175,1122.0,578.0,1136.0,393.5,1140.1066,390.27573,3.5367072,18.217844,108.8,5.0,19424.7,1.8674625,1132.1349,396.5346,0.5151515,145.90631,133.45514,106.79355,133.45514,131.86766,103.22901,106.79355,103.22901,109.67387,1111.0,383.0,49.0,44.0,54.0,145.90631,131.86766,109.67387,578.0,1132.1349,396.5346,0.9936489,0.112524904,0.112524904,-0.9936489,0.62283295,-0.41807768,-0.6612792,0.5936671,-0.2979461,0.7475209,0.50954735,0.8581603,-0.06262833,1162.0,405.0,0.45332876,0.45780247,0.62070465,77.60727,68.45848,78.07786,12.18342,4.310089,-0.0016534326,0.1674105,-0.18065381,44857.0,39569.0,45129.0,120.0,111.0,106.0,919.2935,930.866,863.2086,930.866,953.7143,881.53064,863.2086,881.53064,870.9067,18.0,11.0,19.0,919.2935,953.7143,870.9067,-1.0525341,-0.9089815,-0.724014,106.02636,97.88351,102.05083,0.04194672,-0.29781315,-0.37316614,671677.0,620092.0,646492.0,142.0,136.0,145.0
8,0,9,0,apterous adult,0.06,0.564,0.366,0.0,0.01,0.0,338.21295,985.53107,1066.0,454.0,457.6884,2.0,4.0,232.6579,103474.0,69330.0,1087.0,546.5,1059.4943,560.18994,2.592982,168.09258,4268.0,8.0,34196400.0,1.5982317,1100.5461,539.7579,0.6700234,133.89418,123.47155,129.61136,123.47155,134.77853,143.41217,129.61136,143.41217,199.72134,893.0,414.0,2.0,0.0,0.0,133.89418,134.77853,199.72134,69330.0,1100.5461,539.7579,0.955337,0.29551864,0.29551864,-0.955337,0.5242261,-0.6406785,-0.5609973,0.54716504,-0.25137976,0.798385,0.6525315,0.7254924,-0.21877703,1282.0,680.0,2.8355303,3.184606,2.6118858,25.226944,17.734877,25.62615,93.45811,60.232525,13.334131,15.547528,8.120542,1748984.0,1229559.0,1776661.0,131.0,129.0,124.0,637.9276,680.7287,585.4841,680.7287,742.38824,641.99445,585.4841,641.99445,633.6602,16.0,12.0,10.0,637.9276,742.38824,633.6602,-1.4057827,-1.2943121,-1.0121857,116.297226,109.19438,115.366135,1.0045377,0.5454631,0.21683906,3998415.0,3754212.0,3966403.0,145.0,137.0,150.0
9,0,10,0,larvae-nymph small,0.0,0.0,0.0,0.0,1.0,0.0,107.70329,1126.1707,382.0,518.0,124.225395,0.0,77.0,14.625593,8066.0,5260.0,379.5,519.0,376.18604,529.58765,2.6906326,44.26904,701.5,4.0,351920.34,1.4522139,381.26788,513.3519,0.65212,84.41871,86.75513,99.0717,86.75513,98.85064,115.02259,99.0717,115.02259,185.12624,343.0,465.0,28.0,12.0,15.0,84.41871,98.85064,185.12624,5260.0,381.26788,513.3519,0.3325769,-0.94307613,0.94307613,0.3325769,0.46566492,-0.57796335,-0.67016006,0.5220037,-0.43211412,0.7353839,0.71461064,0.69226855,-0.100478634,417.0,574.0,0.94340014,1.1306367,1.0406578,55.94734,39.559505,39.986122,28.055387,15.620718,1.9502007,1.6798581,0.5201367,294283.0,208083.0,210327.0,100.0,86.0,91.0,401.20554,458.22214,425.48138,458.22214,534.62463,498.39743,425.48138,498.39743,544.43555,50.0,36.0,39.0,401.20554,534.62463,544.43555,-0.81251526,-0.6851878,-0.6028939,111.355446,102.02832,110.81228,-0.43467265,-0.72316957,-0.5765295,1309206.0,1199547.0,1302820.0,140.0,132.0,149.0
