object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of windget adult,Probability of apterous adult,Probability of nymph,Probability of larvae,Probability of larvae-nymph small,Probability of molt,Euclidean Diameter,Length of the Skeleton,Center of the Skeleton_0,Center of the Skeleton_1,Diameter,Number of Holes,Number of Branches,Average Branch Length,Convex Hull Area,Object Area,Convex Hull Center_0,Convex Hull Center_1,Defect Center_0,Defect Center_1,Kurtosis of Defect Area,Mean Defect Displacement,Mean Defect Area,Number of Defects,Variance of Defect Area,Skewness of Defect Area,Object Center_0,Object Center_1,Convexity,Covariance of Channel Intensity_0,Covariance of Channel Intensity_1,Covariance of Channel Intensity_2,Covariance of Channel Intensity_3,Covariance of Channel Intensity_4,Covariance of Channel Intensity_5,Covariance of Channel Intensity_6,Covariance of Channel Intensity_7,Covariance of Channel Intensity_8,Bounding Box Minimum_0,Bounding Box Minimum_1,Minimum intensity_0,Minimum intensity_1,Minimum intensity_2,Variance of Intensity_0,Variance of Intensity_1,Variance of Intensity_2,Size in pixels,Center of the object_0,Center of the object_1,Principal components of the object_0,Principal components of the object_1,Principal components of the object_2,Principal components of the object_3,PrincipalAxes_0,PrincipalAxes_1,PrincipalAxes_2,PrincipalAxes_3,PrincipalAxes_4,PrincipalAxes_5,PrincipalAxes_6,PrincipalAxes_7,PrincipalAxes_8,Bounding Box Maximum_0,Bounding Box Maximum_1,Skewness of Intensity_0,Skewness of Intensity_1,Skewness of Intensity_2,Mean Intensity_0,Mean Intensity_1,Mean Intensity_2,Radii of the object_0,Radii of the object_1,Kurtosis of Intensity_0,Kurtosis of Intensity_1,Kurtosis of Intensity_2,Total Intensity_0,Total Intensity_1,Total Intensity_2,Maximum intensity_0,Maximum intensity_1,Maximum intensity_2,Covariance of Channel Intensity in neighborhood_0,Covariance of Channel Intensity in neighborhood_1,Covariance of Channel Intensity in neighborhood_2,Covariance of Channel Intensity in neighborhood_3,Covariance of Channel Intensity in neighborhood_4,Covariance of Channel Intensity in neighborhood_5,Covariance of Channel Intensity in neighborhood_6,Covariance of Channel Intensity in neighborhood_7,Covariance of Channel Intensity in neighborhood_8,Minimum intensity in neighborhood_0,Minimum intensity in neighborhood_1,Minimum intensity in neighborhood_2,Variance of Intensity in neighborhood_0,Variance of Intensity in neighborhood_1,Variance of Intensity in neighborhood_2,Skewness of Intensity in neighborhood_0,Skewness of Intensity in neighborhood_1,Skewness of Intensity in neighborhood_2,Mean Intensity in neighborhood_0,Mean Intensity in neighborhood_1,Mean Intensity in neighborhood_2,Kurtosis of Intensity in neighborhood_0,Kurtosis of Intensity in neighborhood_1,Kurtosis of Intensity in neighborhood_2,Total Intensity in neighborhood_0,Total Intensity in neighborhood_1,Total Intensity in neighborhood_2,Maximum intensity in neighborhood_0,Maximum intensity in neighborhood_1,Maximum intensity in neighborhood_2
0,0,1,0,larvae-nymph small,0.0,0.04,0.03666667,0.0,0.9133333,0.01,111.89281,1154.7515,797.0,151.0,129.92389,0.0,73.0,15.818513,8874.0,4941.0,796.0,149.5,795.53723,148.59674,-3.2618666,39.155132,786.6,5.0,943298.3,0.60479295,796.36835,150.21898,0.5567951,51.519424,56.117996,89.12218,56.117996,69.21743,110.01557,89.12218,110.01557,230.31422,753.0,99.0,42.0,23.0,15.0,51.519424,69.21743,230.31422,4941.0,796.36835,150.21898,-0.6123881,-0.79055727,0.79055727,-0.6123881,0.35699564,-0.6223035,-0.69662935,0.43242744,-0.5509473,0.7137672,0.8279859,0.5560534,-0.072415315,840.0,201.0,0.9779735,0.97560626,0.9672949,62.604332,43.251163,46.18296,29.50087,13.405132,0.9424706,0.46013957,0.56695485,309328.0,213704.0,228190.0,94.0,77.0,113.0,345.70578,415.00064,370.42984,415.00064,509.94943,452.91785,370.42984,452.91785,483.43436,55.0,39.0,45.0,345.70578,509.94943,483.43436,-1.1096625,-0.9863592,-0.85483134,119.8706,110.392075,124.36672,0.14562793,-0.28744456,-0.05621416,1361730.0,1254054.0,1412806.0,144.0,137.0,158.0
1,0,2,0,larvae-nymph small,0.0,0.15,0.03,0.0,0.8,0.02,140.80128,1724.719,826.0,295.0,159.06602,0.0,91.0,18.952957,14632.0,8439.0,827.5,292.5,826.4237,292.42532,-5.862718,51.274784,1548.25,4.0,2361415.0,-0.0069231214,828.28986,292.5548,0.57674956,66.340164,65.7142,68.438,65.7142,77.22897,70.40114,68.438,70.40114,121.77167,769.0,231.0,28.0,9.0,12.0,66.340164,77.22897,121.77167,8439.0,828.28986,292.5548,-0.6546427,-0.7559385,0.7559385,-0.6546427,0.50386494,-0.40187448,-0.7646025,0.53532183,-0.5494125,0.6415422,0.6779016,0.7325591,0.061697505,887.0,355.0,0.9417248,1.1593045,0.84284216,47.400757,28.854485,37.079155,37.790783,18.029228,0.8989812,1.6358511,0.49849153,400015.0,243503.0,312911.0,92.0,79.0,81.0,634.515,751.8133,602.8818,751.8133,904.80914,721.1118,602.8818,721.1118,668.7128,45.0,22.0,34.0,634.515,904.80914,668.7128,-0.876649,-0.7842027,-0.73134255,113.17979,103.003105,117.60602,-0.62669855,-0.8458522,-0.49391317,1565616.0,1424842.0,1626844.0,142.0,137.0,157.0
2,0,3,0,larvae-nymph small,0.0,0.215,0.18,0.0,0.605,0.0,178.31433,2010.1455,1446.0,327.0,195.82338,0.0,92.0,21.849407,18144.0,11755.0,1449.5,327.5,1453.7694,337.3722,-1.2728217,63.885937,1277.8,5.0,2316973.2,0.9062529,1447.1794,322.13434,0.64787257,84.076614,70.80674,65.027954,70.80674,71.35638,66.066505,65.027954,66.066505,99.52031,1396.0,244.0,24.0,8.0,9.0,84.076614,71.35638,99.52031,11755.0,1447.1794,322.13434,-0.3826669,-0.9238864,0.9238864,-0.3826669,0.57557935,-0.5594412,-0.59643435,0.54510146,-0.28120312,0.78980327,0.6095677,0.77971166,-0.14309752,1504.0,412.0,0.76995176,1.0299995,1.2354609,47.0832,26.827988,32.969715,43.659184,22.025822,0.13269916,1.572526,2.1736836,553463.0,315363.0,387559.0,92.0,80.0,88.0,698.5333,830.0751,732.3465,830.0751,1006.434,893.7945,732.3465,893.7945,907.7741,46.0,27.0,36.0,698.5333,1006.434,907.7741,-0.74104375,-0.6540212,-0.65138066,115.63322,104.62155,119.20231,-0.8389758,-1.0485619,-0.664623,1842731.0,1667249.0,1899608.0,147.0,142.0,164.0
3,0,4,0,larvae-nymph small,0.0,0.17,0.09,0.0,0.725,0.015,162.37303,1970.2561,1219.0,335.0,174.01219,0.0,93.0,21.185549,15252.0,10951.0,1217.5,334.0,1227.2257,333.16974,-4.4770536,66.21041,1075.25,4.0,199396.25,-0.15418395,1213.6802,334.32608,0.71800417,71.8266,63.022842,64.994896,63.022842,67.667915,64.50652,64.994896,64.50652,90.88433,1136.0,288.0,20.0,5.0,9.0,71.8266,67.667915,90.88433,10951.0,1213.6802,334.32608,0.9991891,-0.040264662,-0.040264662,-0.9991891,0.5594743,-0.50251204,-0.6591435,0.5463933,-0.3743848,0.7491932,0.6232519,0.77930593,-0.0651105,1300.0,381.0,0.8223933,1.0408145,0.98196375,44.820473,24.911058,31.683681,41.344254,21.506966,0.42170975,1.6880319,1.3396689,490829.0,272801.0,346968.0,80.0,65.0,76.0,728.23065,873.5529,777.19635,873.5529,1065.158,942.5944,777.19635,942.5944,907.4997,42.0,22.0,31.0,728.23065,1065.158,907.4997,-0.7820206,-0.672206,-0.69138414,113.34439,101.78369,116.14425,-0.7825448,-1.0079932,-0.63416994,1731789.0,1555153.0,1774568.0,146.0,140.0,159.0
4,0,5,0,nymph,0.0,0.355,0.515,0.0,0.13,0.0,207.06763,2618.4856,951.0,437.0,228.17871,0.0,118.0,22.190556,24510.0,13913.0,953.5,436.0,947.2919,437.1069,-3.200733,65.24494,2119.4,5.0,7456151.0,0.621015,958.2285,435.1569,0.56764585,116.45748,103.70494,148.27528,103.70494,105.12558,148.00624,148.27528,148.00624,248.30507,859.0,372.0,10.0,0.0,5.0,116.45748,105.12558,248.30507,13913.0,958.2285,435.1569,0.8869146,-0.4619334,-0.4619334,-0.8869146,0.48597735,-0.682259,-0.54621303,0.47301784,-0.32020095,0.8208078,0.7349014,0.6572625,-0.16711028,1049.0,501.0,1.3321251,1.8251827,1.7359381,34.002228,20.326242,33.579456,51.374332,21.922071,2.7800615,4.907766,3.0495234,473073.0,282799.0,467191.0,102.0,89.0,111.0,728.61096,840.7729,666.51355,840.7729,988.4218,782.9326,666.51355,782.9326,749.21466,33.0,15.0,28.0,728.61096,988.4218,749.21466,-0.8732682,-0.7842006,-0.63833797,113.23651,103.21074,116.99865,-0.5798406,-0.807475,-0.43098456,2012326.0,1834158.0,2079183.0,146.0,139.0,159.0
5,0,6,0,molt,0.0,0.0,0.0,0.01,0.02,0.97,37.735924,187.65181,848.0,420.0,44.62742,0.0,23.0,8.158774,1122.0,607.0,845.5,420.0,846.27185,421.66214,-0.98490596,14.605226,103.0,5.0,11235.5,0.8637719,844.84515,418.58978,0.5409982,28.930614,30.300926,18.650024,30.300926,40.965397,20.758936,18.650024,20.758936,35.864426,829.0,404.0,88.0,64.0,84.0,28.930614,40.965397,35.864426,607.0,844.84515,418.58978,0.8486638,0.52893263,0.52893263,-0.8486638,0.55085593,-0.27110934,-0.7893399,0.6581928,-0.44040418,0.6105951,0.5131666,0.8558878,0.06415704,863.0,437.0,-0.9113547,-0.6316714,0.3158234,109.240524,90.6804,100.359146,9.441093,5.8329024,1.2746713,1.7337524,0.09629342,66309.0,55043.0,60918.0,125.0,112.0,120.0,541.9662,640.75586,525.8421,640.75586,777.7408,634.6653,525.8421,634.6653,653.3317,32.0,18.0,30.0,541.9662,777.7408,653.3317,-1.1213315,-0.863958,-1.1869082,114.03651,102.77413,116.84131,0.63898265,-0.17164916,1.075146,684105.0,616542.0,700931.0,143.0,137.0,158.0
6,0,7,0,nymph,0.01,0.17,0.5516666,0.0,0.26833335,0.0,223.60008,2903.826,1092.0,512.0,243.53406,0.0,133.0,21.833277,32574.0,17435.0,1093.0,511.5,1099.8964,508.0346,-5.837079,75.027725,3784.75,4.0,14223825.0,0.024632044,1087.0118,514.50903,0.53524286,123.73452,93.82843,82.85096,93.82843,84.48498,73.72019,82.85096,73.72019,99.35767,1002.0,423.0,14.0,1.0,4.0,123.73452,84.48498,99.35767,17435.0,1087.0118,514.50903,0.71298844,-0.7011758,-0.7011758,-0.71298844,0.64589685,-0.5386594,-0.5409837,0.53796655,-0.18164802,0.8231622,0.54167265,0.82270896,-0.17245486,1185.0,601.0,0.6368625,0.8923123,1.4846045,41.362144,21.09349,28.560425,55.949284,25.636559,-0.17588127,0.58981466,2.9383829,721149.0,367765.0,497951.0,84.0,65.0,88.0,776.0263,951.7341,820.5878,951.7341,1187.5183,1022.14966,820.5878,1022.14966,969.0077,37.0,20.0,22.0,776.0263,1187.5183,969.0077,-0.82247746,-0.75742376,-0.7063868,114.21947,102.860535,116.900894,-0.83018225,-0.99470526,-0.5785957,2235846.0,2013495.0,2288335.0,146.0,139.0,160.0
7,0,8,0,larvae-nymph small,0.0,0.3,0.3,0.0,0.4,0.0,188.67963,2440.4126,390.0,547.0,207.92389,0.0,100.0,24.404125,19110.0,13280.0,385.0,547.5,376.58508,534.5549,1.7029538,71.808945,1166.0,5.0,1965111.5,1.4590607,388.6942,553.183,0.6949241,89.42152,74.660515,105.71772,74.660515,73.30369,102.42122,105.71772,102.42122,187.46054,333.0,457.0,14.0,0.0,6.0,89.42152,73.30369,187.46054,13280.0,388.6942,553.183,-0.2983976,-0.95444167,0.95444167,-0.2983976,0.4888378,-0.6751131,-0.55250335,0.4566869,-0.3415758,0.8214396,0.7432864,0.6538718,-0.14134014,438.0,639.0,0.69724953,1.3646535,1.5629567,39.31958,18.786371,32.60196,46.97647,22.98033,1.3543005,4.31931,2.5328853,522164.0,249483.0,432954.0,106.0,92.0,109.0,601.94525,722.26074,582.94556,722.26074,877.73315,705.3286,582.94556,705.3286,635.8483,34.0,22.0,32.0,601.94525,877.73315,635.8483,-1.1670054,-1.1140369,-0.88476247,114.55127,104.89495,120.92845,0.056676727,-0.12324381,-0.18059039,1914839.0,1753424.0,2021440.0,142.0,136.0,155.0
8,0,9,0,nymph,0.02,0.13,0.83,0.0,0.02,0.0,258.79916,4756.5674,611.0,572.0,295.17368,0.0,127.0,37.453285,47088.0,27638.0,616.5,565.5,607.75543,572.0077,-3.2454083,92.87582,3890.0,5.0,22872270.0,0.6030155,622.65393,560.9202,0.58694357,129.31229,91.15174,123.35066,91.15174,79.04824,105.125565,123.35066,105.125565,182.18864,509.0,457.0,6.0,0.0,4.0,129.31229,79.04824,182.18864,27638.0,622.65393,560.9202,-0.67334694,-0.73932666,0.73932666,-0.67334694,0.5656051,-0.7054816,-0.42706743,0.45322543,-0.16672505,0.8756651,0.6889685,0.6888385,-0.22544166,725.0,675.0,1.1373744,2.3287024,2.2412066,31.716585,16.664085,29.037739,66.05165,34.28285,3.0863256,13.836885,6.1437798,876583.0,460562.0,802545.0,127.0,121.0,115.0,792.3683,906.50507,686.1564,906.50507,1055.0634,791.08777,686.1564,791.08777,714.3343,15.0,4.0,30.0,792.3683,1055.0634,714.3343,-0.97169703,-0.86449474,-0.704296,110.17038,100.4033,114.592255,-0.32729268,-0.6452194,-0.34607714,2574131.0,2345923.0,2677448.0,142.0,137.0,154.0
9,0,10,0,nymph,0.0,0.125,0.575,0.0,0.3,0.0,210.43051,2580.2551,1514.0,545.0,225.9777,0.0,117.0,22.053463,23711.0,14085.0,1515.0,543.0,1522.1628,543.9655,-0.7116771,65.84251,1375.1428,7.0,4941442.5,1.2445211,1510.1047,542.34015,0.5940281,87.312935,65.93921,61.010845,65.93921,65.76196,64.7255,61.010845,64.7255,113.55408,1425.0,478.0,28.0,3.0,0.0,87.312935,65.76196,113.55408,14085.0,1510.1047,542.34015,0.86394995,0.50357765,0.50357765,-0.86394995,0.5612808,-0.63479686,-0.53103375,0.5169041,-0.23222166,0.82394373,0.64635444,0.7369573,-0.19778755,1606.0,609.0,1.0589684,1.1320679,1.8532671,48.326374,21.265886,25.429464,49.823128,23.090683,0.7056917,2.2727141,4.693169,680677.0,299530.0,358174.0,90.0,68.0,86.0,760.32526,943.40594,873.5827,943.40594,1193.3253,1105.2516,873.5827,1105.2516,1118.8423,38.0,20.0,23.0,760.32526,1193.3253,1118.8423,-0.88632673,-0.8171433,-0.8335489,116.28524,104.19501,117.47714,-0.5568053,-0.7655666,-0.33151522,2063249.0,1848732.0,2084397.0,148.0,142.0,162.0
