object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of windget adult,Probability of apterous adult,Probability of nymph,Probability of larvae,Probability of larvae-nymph small,Probability of molt,Euclidean Diameter,Length of the Skeleton,Center of the Skeleton_0,Center of the Skeleton_1,Diameter,Number of Holes,Number of Branches,Average Branch Length,Convex Hull Area,Object Area,Convex Hull Center_0,Convex Hull Center_1,Defect Center_0,Defect Center_1,Kurtosis of Defect Area,Mean Defect Displacement,Mean Defect Area,Number of Defects,Variance of Defect Area,Skewness of Defect Area,Object Center_0,Object Center_1,Convexity,Covariance of Channel Intensity_0,Covariance of Channel Intensity_1,Covariance of Channel Intensity_2,Covariance of Channel Intensity_3,Covariance of Channel Intensity_4,Covariance of Channel Intensity_5,Covariance of Channel Intensity_6,Covariance of Channel Intensity_7,Covariance of Channel Intensity_8,Bounding Box Minimum_0,Bounding Box Minimum_1,Minimum intensity_0,Minimum intensity_1,Minimum intensity_2,Variance of Intensity_0,Variance of Intensity_1,Variance of Intensity_2,Size in pixels,Center of the object_0,Center of the object_1,Principal components of the object_0,Principal components of the object_1,Principal components of the object_2,Principal components of the object_3,PrincipalAxes_0,PrincipalAxes_1,PrincipalAxes_2,PrincipalAxes_3,PrincipalAxes_4,PrincipalAxes_5,PrincipalAxes_6,PrincipalAxes_7,PrincipalAxes_8,Bounding Box Maximum_0,Bounding Box Maximum_1,Skewness of Intensity_0,Skewness of Intensity_1,Skewness of Intensity_2,Mean Intensity_0,Mean Intensity_1,Mean Intensity_2,Radii of the object_0,Radii of the object_1,Kurtosis of Intensity_0,Kurtosis of Intensity_1,Kurtosis of Intensity_2,Total Intensity_0,Total Intensity_1,Total Intensity_2,Maximum intensity_0,Maximum intensity_1,Maximum intensity_2,Covariance of Channel Intensity in neighborhood_0,Covariance of Channel Intensity in neighborhood_1,Covariance of Channel Intensity in neighborhood_2,Covariance of Channel Intensity in neighborhood_3,Covariance of Channel Intensity in neighborhood_4,Covariance of Channel Intensity in neighborhood_5,Covariance of Channel Intensity in neighborhood_6,Covariance of Channel Intensity in neighborhood_7,Covariance of Channel Intensity in neighborhood_8,Minimum intensity in neighborhood_0,Minimum intensity in neighborhood_1,Minimum intensity in neighborhood_2,Variance of Intensity in neighborhood_0,Variance of Intensity in neighborhood_1,Variance of Intensity in neighborhood_2,Skewness of Intensity in neighborhood_0,Skewness of Intensity in neighborhood_1,Skewness of Intensity in neighborhood_2,Mean Intensity in neighborhood_0,Mean Intensity in neighborhood_1,Mean Intensity in neighborhood_2,Kurtosis of Intensity in neighborhood_0,Kurtosis of Intensity in neighborhood_1,Kurtosis of Intensity in neighborhood_2,Total Intensity in neighborhood_0,Total Intensity in neighborhood_1,Total Intensity in neighborhood_2,Maximum intensity in neighborhood_0,Maximum intensity in neighborhood_1,Maximum intensity in neighborhood_2
0,0,1,0,larvae-nymph small,0.0,0.04,0.01,0.03,0.68,0.24,98.67117,627.9971,2034.0,86.0,109.74011,0.0,56.0,11.214232,5035.0,2338.0,2035.0,86.0,2032.8773,86.3934,-5.924146,28.387001,674.25,4.0,519236.25,0.012068496,2037.4487,85.546196,0.46434957,118.57489,121.46167,99.22098,121.46167,131.16515,113.82874,99.22098,113.82874,169.6452,1988.0,60.0,38.0,22.0,24.0,118.57489,131.16515,169.6452,2338.0,2037.4487,85.546196,0.9110767,-0.41223678,-0.41223678,-0.9110767,0.5356235,-0.49469888,-0.6843833,0.5799892,-0.37354314,0.7239324,0.6137752,0.7846901,-0.08684151,2083.0,113.0,0.7532468,0.6381766,0.5399977,67.85244,49.905476,50.500427,25.834959,7.6317964,0.6541401,0.114183694,-0.15645799,158639.0,116679.0,118070.0,107.0,88.0,96.0,486.97385,558.6474,591.7606,558.6474,653.146,703.1833,591.7606,703.1833,837.9363,43.0,26.0,47.0,486.97385,653.146,837.9363,-1.2698923,-1.184304,-0.97527647,132.2624,122.892975,136.761,0.51562196,0.13134384,-0.33220625,1282813.0,1191939.0,1326445.0,157.0,149.0,172.0
1,0,2,0,molt,0.0,0.0,0.0,0.18,0.01,0.81,20.248457,102.56854,2053.0,116.0,29.556349,0.0,21.0,4.8842163,460.0,232.0,2055.5,118.0,2056.7148,119.49561,2.7717268,9.009877,57.0,4.0,3424.0,1.4770567,2054.3062,116.530174,0.5043478,63.289463,74.49896,49.646107,74.49896,95.31005,61.072533,49.646107,61.072533,67.21581,2046.0,107.0,94.0,78.0,83.0,63.289463,95.31005,67.21581,232.0,2054.3062,116.530174,-0.5055602,-0.8627913,0.8627913,-0.5055602,0.5427503,-0.3087845,-0.7810725,0.67082447,-0.40021273,0.6243591,0.5053876,0.8628336,0.010075371,2066.0,130.0,0.47743893,0.68282306,0.32422104,109.56035,95.01724,98.793106,6.5688634,3.6307285,-0.38584992,-0.056501694,-0.912126,25418.0,22044.0,22920.0,131.0,124.0,116.0,767.8258,882.65314,1044.8403,882.65314,1025.4069,1216.7026,1044.8403,1216.7026,1518.2126,51.0,30.0,24.0,767.8258,1025.4069,1518.2126,-0.6597711,-0.5834185,-0.6135646,120.44242,108.858246,118.129814,-0.752541,-0.9184618,-0.90000397,575233.0,519907.0,564188.0,157.0,150.0,169.0
2,0,3,0,larvae-nymph small,0.0,0.06,0.03,0.01,0.75333333,0.14666666,129.86917,1150.9575,317.0,219.0,149.05382,0.0,73.0,15.7665415,8777.0,5748.0,317.0,214.0,314.24298,212.54704,-2.6945183,44.710835,605.8,5.0,414738.7,0.5916483,318.45285,214.76566,0.65489346,165.85966,162.0095,163.16393,162.0095,170.09761,168.14381,163.16393,168.14381,213.01208,252.0,181.0,18.0,14.0,24.0,165.85966,170.09761,213.01208,5748.0,318.45285,214.76566,0.97617376,0.21699037,0.21699037,-0.97617376,0.5518982,-0.47763327,-0.68357503,0.5626017,-0.39180174,0.72799087,0.61553854,0.78635734,-0.05248262,383.0,248.0,0.89988863,0.9275791,0.8377372,44.679714,38.653793,53.11691,33.75089,14.047267,0.32348642,0.17602286,0.015496361,256819.0,222182.0,305316.0,97.0,88.0,106.0,610.2742,640.82135,505.86508,640.82135,683.89624,537.8232,505.86508,537.8232,493.97894,28.0,17.0,48.0,610.2742,683.89624,493.97894,-0.9044738,-0.8377187,-0.61999816,112.62842,104.63532,119.42273,-0.36232406,-0.5469484,-0.5492444,1418217.0,1317568.0,1503771.0,147.0,141.0,160.0
3,0,4,0,molt,0.0,0.0,0.0,0.16,0.03,0.81,31.016125,134.05382,316.0,266.0,37.31371,0.0,19.0,7.0554643,714.0,450.0,316.5,267.0,317.21213,268.60226,0.40226004,12.478763,66.0,4.0,2334.0,0.9570853,316.0822,266.06,0.6302521,132.58778,139.78036,20.398518,139.78036,158.81882,19.437738,20.398518,19.437738,25.742203,300.0,257.0,64.0,52.0,78.0,132.58778,158.81882,25.742203,450.0,316.0822,266.06,0.9854537,-0.1699439,-0.1699439,-0.9854537,0.670018,0.011524586,-0.7422554,0.7347199,-0.15323739,0.66083664,0.1061254,0.9881222,0.11113915,334.0,278.0,0.7046119,0.8291288,0.3345648,88.166664,76.73111,93.115555,8.725335,4.245304,1.1398675,1.1591804,0.39637017,39675.0,34529.0,41902.0,127.0,122.0,110.0,1101.871,1087.7875,932.35675,1087.7875,1091.3772,913.7539,932.35675,913.7539,867.6936,21.0,18.0,39.0,1101.871,1091.3772,867.6936,-0.6742688,-0.54420346,-0.65430874,106.709854,99.99033,117.13792,-0.89033633,-1.1708024,-0.66721386,574099.0,537948.0,630202.0,146.0,139.0,159.0
4,0,5,0,apterous adult,0.0,0.47,0.38,0.0,0.15,0.0,182.01373,3498.8308,786.0,448.0,223.99495,0.0,132.0,26.506294,26462.0,18845.0,788.5,439.0,814.5418,423.63766,3.962031,86.597206,1904.25,4.0,3371865.0,1.98845,777.9741,445.20935,0.71215326,105.86039,73.75893,52.396725,73.75893,65.85806,49.345314,52.396725,49.345314,61.331303,688.0,374.0,9.0,1.0,5.0,105.86039,65.85806,61.331303,18845.0,777.9741,445.20935,0.9747913,0.22311863,0.22311863,-0.9747913,0.6939104,-0.56153774,-0.45073685,0.55327106,0.015169868,0.83286315,0.46084648,0.82731205,-0.32120913,890.0,505.0,0.3897801,0.7618408,1.5489255,34.61884,19.12571,25.245476,51.26678,30.277657,-0.42193037,0.47941676,3.59958,652392.0,360424.0,475751.0,75.0,60.0,72.0,763.35803,877.10974,816.4627,877.10974,1026.3994,965.35986,816.4627,965.35986,981.4406,34.0,15.0,17.0,763.35803,1026.3994,981.4406,-0.8862611,-0.7962788,-0.7248858,110.68389,100.62668,110.08728,-0.6742767,-0.8633625,-0.57463634,2075987.0,1887354.0,2064797.0,142.0,136.0,155.0
5,0,6,0,larvae-nymph small,0.0,0.05,0.04,0.01,0.87,0.03,70.83079,969.1169,2028.0,428.0,114.59798,0.0,61.0,15.887162,7140.0,4565.0,2019.0,419.5,2005.737,408.95416,3.8048127,43.297413,429.16666,6.0,365277.38,1.9148337,2026.4813,425.44864,0.6393557,72.45641,66.526505,68.3572,66.526505,69.47232,68.68874,68.3572,68.68874,97.6009,1977.0,378.0,27.0,13.0,16.0,72.45641,69.47232,97.6009,4565.0,2026.4813,425.44864,0.77253306,-0.63497454,-0.63497454,-0.77253306,0.5514543,-0.5007342,-0.6672057,0.54472905,-0.38960007,0.7426184,0.6317978,0.7729664,-0.057917833,2062.0,462.0,1.2338191,1.6741004,2.0300431,45.63702,29.653889,33.733624,21.26478,18.582527,1.5397514,3.1111114,5.8049736,208333.0,135370.0,153994.0,82.0,70.0,93.0,911.5402,1052.7422,1077.1713,1052.7422,1234.9545,1272.9132,1077.1713,1272.9132,1452.1965,39.0,21.0,18.0,911.5402,1234.9545,1452.1965,-0.2548072,-0.18610539,-0.20605391,112.16118,99.76518,108.097786,-1.2802737,-1.3617411,-1.1265079,1226146.0,1090633.0,1181725.0,159.0,152.0,170.0
6,0,7,0,larvae-nymph small,0.0,0.0,0.0,0.0,1.0,0.0,125.028,1207.857,1487.0,464.0,148.1249,0.0,68.0,17.762604,9159.0,6187.0,1484.0,462.0,1484.8375,468.30585,-1.5330753,45.99642,495.33334,6.0,378951.47,0.8528408,1483.5977,458.97092,0.6755104,158.0646,151.14821,123.62495,151.14821,158.70714,124.182045,123.62495,124.182045,121.7352,1449.0,398.0,21.0,10.0,10.0,158.0646,158.70714,121.7352,6187.0,1483.5977,458.97092,-0.2087517,-0.9779687,0.9779687,-0.2087517,0.60586786,-0.375895,-0.70116127,0.607528,-0.35042083,0.7128219,0.5136477,0.8578509,-0.016057994,1520.0,527.0,1.2689869,1.4058985,1.0498462,46.486988,33.64587,37.466137,33.084297,15.615625,1.1067123,1.454117,0.883203,287615.0,208167.0,231803.0,94.0,82.0,83.0,858.3342,981.8342,917.6467,981.8342,1138.4679,1063.79,917.6467,1063.79,1095.846,31.0,17.0,27.0,858.3342,1138.4679,1095.846,-0.8508863,-0.75834155,-0.66660213,115.994965,105.95549,116.54071,-0.5608928,-0.8106798,-0.6193823,1451677.0,1326033.0,1458507.0,151.0,143.0,164.0
7,0,8,0,larvae-nymph small,0.0,0.02,0.01,0.0,0.935,0.035,85.95929,754.394,2119.0,448.0,98.98276,0.0,59.0,12.786339,5929.0,3425.0,2119.0,449.0,2119.4446,445.94647,-4.9326997,34.12643,626.0,4.0,274775.34,0.02798554,2118.675,451.23242,0.5776691,58.449306,61.188385,50.473133,61.188385,80.78002,70.957825,50.473133,70.957825,108.016396,2081.0,411.0,41.0,17.0,11.0,58.449306,80.78002,108.016396,3425.0,2118.675,451.23242,-0.65126824,-0.7588476,0.7588476,-0.65126824,0.4654217,-0.5620046,-0.68376416,0.59232986,-0.37625927,0.71244246,0.65766853,0.73660016,-0.15777288,2158.0,488.0,0.9664153,1.0466372,0.9896399,60.377518,37.597664,35.4946,21.881779,13.130922,1.7198867,1.4323049,1.0438143,206793.0,128772.0,121569.0,97.0,77.0,82.0,762.73975,890.15045,949.60315,890.15045,1055.5651,1133.0621,949.60315,1133.0621,1331.814,38.0,21.0,20.0,762.73975,1055.5651,1331.814,-0.34241006,-0.25220284,-0.20658989,110.675095,97.75708,102.76931,-1.1942017,-1.3128008,-1.2532904,1094798.0,967013.0,1016594.0,153.0,146.0,164.0
8,0,9,0,molt,0.0,0.0,0.0,0.09,0.0,0.91,34.669872,65.941124,20.0,469.0,42.04163,0.0,5.0,13.188225,660.0,312.0,21.5,469.5,23.479885,470.13507,0.0,10.677217,116.0,3.0,3853.0,1.5870434,19.291666,468.79166,0.47272727,43.64,53.136753,28.95934,53.136753,73.61966,40.94605,28.95934,40.94605,40.578884,7.0,459.0,95.0,76.0,94.0,43.64,73.61966,40.578884,312.0,19.291666,468.79166,0.94828683,-0.31741476,-0.31741476,-0.94828683,0.53379357,-0.36792174,-0.761379,0.71416384,-0.2859886,0.6388901,0.45280728,0.88478476,-0.11009754,37.0,481.0,-0.17021653,-0.07095607,0.36540297,111.46795,97.166664,106.88141,7.5646787,4.7501407,-0.59770113,-0.57243186,-0.6377547,34778.0,30316.0,33347.0,127.0,117.0,124.0,88.71299,104.02735,71.30421,104.02735,132.59308,90.966705,71.30421,90.966705,95.53671,88.0,74.0,100.0,88.71299,132.59308,95.53671,-0.89149976,-0.86199105,-0.45464426,122.40943,113.22417,129.43813,0.42525935,0.34118566,-0.2811418,503470.0,465691.0,532379.0,140.0,132.0,153.0
9,0,10,0,larvae-nymph small,0.0,0.03,0.0,0.0,0.51,0.46,66.48308,436.8894,1976.0,512.0,76.52691,0.0,40.0,10.922235,2484.0,1632.0,1979.5,513.0,1981.5211,514.77936,-0.42690814,26.345654,213.0,4.0,18212.0,1.0172,1978.4448,512.0711,0.65700483,77.679634,81.96949,63.044144,81.96949,94.59506,77.296074,63.044144,77.296074,127.9598,1962.0,479.0,47.0,26.0,23.0,77.679634,94.59506,127.9598,1632.0,1978.4448,512.0711,-0.19192065,-0.98141044,0.98141044,-0.19192065,0.5091452,-0.48856553,-0.70857245,0.58343065,-0.40933624,0.7014646,0.6327558,0.7705502,-0.07663253,1998.0,548.0,0.8437229,0.5263254,0.59927255,63.458332,46.554535,48.846203,17.281527,7.7383723,0.36038288,-0.23543176,-0.047720052,103564.0,75977.0,79717.0,96.0,76.0,84.0,867.3459,954.5175,959.64545,954.5175,1069.841,1084.0605,959.64545,1084.0605,1218.3451,25.0,16.0,14.0,867.3459,1069.841,1218.3451,-0.4828977,-0.26447472,-0.14864482,107.094086,94.624565,100.00167,-0.63041866,-0.9379744,-0.7818814,834370.0,737220.0,779113.0,152.0,147.0,166.0
