object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of windget adult,Probability of apterous adult,Probability of nymph,Probability of larvae,Probability of larvae-nymph small,Probability of molt,Euclidean Diameter,Length of the Skeleton,Center of the Skeleton_0,Center of the Skeleton_1,Diameter,Number of Holes,Number of Branches,Average Branch Length,Convex Hull Area,Object Area,Convex Hull Center_0,Convex Hull Center_1,Defect Center_0,Defect Center_1,Kurtosis of Defect Area,Mean Defect Displacement,Mean Defect Area,Number of Defects,Variance of Defect Area,Skewness of Defect Area,Object Center_0,Object Center_1,Convexity,Covariance of Channel Intensity_0,Covariance of Channel Intensity_1,Covariance of Channel Intensity_2,Covariance of Channel Intensity_3,Covariance of Channel Intensity_4,Covariance of Channel Intensity_5,Covariance of Channel Intensity_6,Covariance of Channel Intensity_7,Covariance of Channel Intensity_8,Bounding Box Minimum_0,Bounding Box Minimum_1,Minimum intensity_0,Minimum intensity_1,Minimum intensity_2,Variance of Intensity_0,Variance of Intensity_1,Variance of Intensity_2,Size in pixels,Center of the object_0,Center of the object_1,Principal components of the object_0,Principal components of the object_1,Principal components of the object_2,Principal components of the object_3,PrincipalAxes_0,PrincipalAxes_1,PrincipalAxes_2,PrincipalAxes_3,PrincipalAxes_4,PrincipalAxes_5,PrincipalAxes_6,PrincipalAxes_7,PrincipalAxes_8,Bounding Box Maximum_0,Bounding Box Maximum_1,Skewness of Intensity_0,Skewness of Intensity_1,Skewness of Intensity_2,Mean Intensity_0,Mean Intensity_1,Mean Intensity_2,Radii of the object_0,Radii of the object_1,Kurtosis of Intensity_0,Kurtosis of Intensity_1,Kurtosis of Intensity_2,Total Intensity_0,Total Intensity_1,Total Intensity_2,Maximum intensity_0,Maximum intensity_1,Maximum intensity_2,Covariance of Channel Intensity in neighborhood_0,Covariance of Channel Intensity in neighborhood_1,Covariance of Channel Intensity in neighborhood_2,Covariance of Channel Intensity in neighborhood_3,Covariance of Channel Intensity in neighborhood_4,Covariance of Channel Intensity in neighborhood_5,Covariance of Channel Intensity in neighborhood_6,Covariance of Channel Intensity in neighborhood_7,Covariance of Channel Intensity in neighborhood_8,Minimum intensity in neighborhood_0,Minimum intensity in neighborhood_1,Minimum intensity in neighborhood_2,Variance of Intensity in neighborhood_0,Variance of Intensity in neighborhood_1,Variance of Intensity in neighborhood_2,Skewness of Intensity in neighborhood_0,Skewness of Intensity in neighborhood_1,Skewness of Intensity in neighborhood_2,Mean Intensity in neighborhood_0,Mean Intensity in neighborhood_1,Mean Intensity in neighborhood_2,Kurtosis of Intensity in neighborhood_0,Kurtosis of Intensity in neighborhood_1,Kurtosis of Intensity in neighborhood_2,Total Intensity in neighborhood_0,Total Intensity in neighborhood_1,Total Intensity in neighborhood_2,Maximum intensity in neighborhood_0,Maximum intensity in neighborhood_1,Maximum intensity in neighborhood_2
27,0,28,0,molt,0.0,0.0,0.0,0.18,0.17,0.65,17.029387,82.18377,1955.0,782.0,25.071068,0.0,16.0,5.1364856,384.0,216.0,1954.5,783.5,1953.1072,785.5,2.30941,9.116177,42.0,4.0,1409.3334,1.3064209,1955.5834,781.94446,0.5625,26.53978,22.501543,23.45319,22.501543,22.57639,21.386574,23.45319,21.386574,32.397377,1943.0,776.0,92.0,72.0,57.0,26.53978,22.57639,32.397377,216.0,1955.5834,781.94446,0.9782731,0.2073203,0.2073203,-0.9782731,0.5778774,-0.45179427,-0.67966145,0.52840894,-0.42754316,0.7334786,0.621966,0.7829999,0.0083354125,1967.0,792.0,0.045639753,0.22223298,0.112835996,103.18519,82.916664,69.52778,6.089564,3.32913,-0.80274785,-0.47924662,-0.5712486,22288.0,17910.0,15018.0,115.0,95.0,82.0,747.645,808.869,953.2519,808.869,887.7194,1045.2854,953.2519,1045.2854,1330.5024,63.0,44.0,45.0,747.645,887.7194,1330.5024,1.309708,1.418457,1.144452,117.10528,98.0387,93.457634,1.2689935,1.5708989,0.6328229,541729.0,453527.0,432335.0,209.0,199.0,215.0
28,0,29,0,larvae-nymph small,0.0,0.08833334,0.04,0.02,0.6016666,0.25,57.31492,707.5534,2081.0,817.0,76.74011,1.0,46.0,15.329113,3596.0,2840.0,2078.5,818.5,2072.9895,821.9167,-3.168591,31.843182,126.0,6.0,13867.2,-0.032586507,2079.9668,817.5905,0.78976643,65.15243,53.122528,44.49789,53.122528,52.31575,45.3695,44.49789,45.3695,77.52844,2048.0,790.0,40.0,29.0,38.0,65.15243,52.31575,77.52844,2840.0,2079.9668,817.5905,0.8753869,-0.483423,-0.483423,-0.8753869,0.5831354,-0.54550654,-0.6019765,0.54005176,-0.29325077,0.7888904,0.60687494,0.7851284,-0.12359685,2110.0,848.0,1.1906531,1.2515293,1.2471942,56.115845,43.60493,54.17324,16.058086,14.3819275,1.6002464,1.7738041,1.7842482,159369.0,123838.0,153852.0,95.0,79.0,94.0,3459.7239,3557.5693,3561.1262,3557.5693,3686.516,3711.7952,3561.1262,3711.7952,3965.4814,31.0,24.0,32.0,3459.7239,3686.516,3965.4814,-0.0965148,-0.040668346,-0.1231109,130.6809,119.53215,136.96236,-1.5767043,-1.6196765,-1.5333302,1142151.0,1044711.0,1197051.0,218.0,209.0,235.0
29,0,30,0,molt,0.0,0.03,0.0,0.12,0.24,0.61,29.15476,89.669044,1938.0,837.0,43.79899,1.0,4.0,17.338835,837.0,414.0,1936.0,833.0,1935.2104,831.1111,1.586316,11.79231,84.6,5.0,11798.8,1.4825048,1936.8068,834.92993,0.49462366,53.351707,43.19442,33.43221,43.19442,39.54732,29.841473,33.43221,29.841473,30.450169,1921.0,820.0,81.0,61.0,49.0,53.351707,39.54732,30.450169,414.0,1936.8068,834.92993,0.84658736,-0.5322498,-0.5322498,-0.84658736,0.6680389,-0.49299628,-0.55738556,0.575385,-0.13276067,0.80703574,0.47186452,0.8598426,-0.19497336,1952.0,847.0,0.563593,0.46129122,0.45248786,94.34541,72.9686,58.413044,9.16569,4.3303833,-0.5065243,-0.5436588,-0.6949997,39059.0,30209.0,24183.0,114.0,91.0,74.0,1040.1693,1121.3481,1352.8306,1121.3481,1224.0898,1479.5192,1352.8306,1479.5192,1936.4769,78.0,59.0,44.0,1040.1693,1224.0898,1936.4769,0.99200284,1.1412358,0.8130414,124.597694,105.1459,100.9989,0.14939423,0.4238269,-0.50711244,679805.0,573676.0,551050.0,211.0,201.0,215.0
30,0,31,0,molt,0.0,0.0225,0.03666667,0.06,0.42083332,0.46,141.20906,210.68124,493.0,850.0,157.98276,1.0,3.0,66.39865,7645.0,5417.0,495.0,850.0,488.9897,851.2774,-1.0184177,53.04893,371.33334,6.0,165427.06,0.78978544,497.47205,849.4746,0.7085677,73.63732,65.36929,70.680664,65.36929,64.17333,62.464787,70.680664,62.464787,108.82689,426.0,823.0,55.0,42.0,37.0,73.63732,64.17333,108.82689,5417.0,497.47205,849.4746,0.9920421,-0.12590621,-0.12590621,-0.9920421,0.55647945,-0.42766365,-0.7123443,0.5075305,-0.5038426,0.6989674,0.6578323,0.75049746,0.06332568,565.0,878.0,1.4340355,1.4700551,0.7198792,71.709984,57.222446,57.939636,34.18492,12.890579,2.9675596,3.4330192,-0.14371078,388453.0,309974.0,313859.0,115.0,100.0,96.0,1472.6729,1600.6973,1453.6428,1600.6973,1752.901,1587.0784,1453.6428,1587.0784,1655.633,59.0,38.0,53.0,1472.6729,1752.901,1655.633,-0.20251761,-0.1406583,-0.11953272,140.4985,127.16281,141.45305,-1.3766326,-1.4267225,-1.1668159,1786298.0,1616748.0,1798434.0,195.0,188.0,217.0
31,0,32,0,larvae-nymph small,0.0,0.23633333,0.19916666,0.01,0.5045,0.05,212.89668,2955.7456,1340.0,946.0,245.2254,0.0,133.0,22.22365,23968.0,16503.0,1343.0,942.5,1341.3419,957.91656,-5.3514137,83.63262,1866.25,4.0,946654.94,0.039693985,1343.75,935.5264,0.6885431,156.02043,139.75395,124.067894,139.75395,133.7935,116.82911,124.067894,116.82911,132.69359,1290.0,831.0,22.0,16.0,24.0,156.02043,133.7935,132.69359,16503.0,1343.75,935.5264,0.008870469,-0.99996066,0.99996066,0.008870469,0.61485696,-0.45137942,-0.6466897,0.5710149,-0.31079257,0.75983554,0.54396045,0.8364596,-0.0666514,1397.0,1055.0,0.8839528,0.9455339,0.9837726,48.78798,39.069565,48.63516,56.259033,24.661919,0.3418249,0.35059944,0.30222863,805148.0,644765.0,802626.0,104.0,91.0,94.0,2268.4697,2387.9268,1912.103,2387.9268,2542.019,2033.3702,1912.103,2033.3702,1883.9375,45.0,31.0,48.0,2268.4697,2542.019,1883.9375,-0.094711244,-0.04792417,-0.11403122,138.9428,128.9332,148.51624,-1.5738068,-1.6234568,-1.2494153,2720222.0,2524254.0,2907651.0,208.0,202.0,223.0
32,0,33,0,molt,0.0,0.01,0.0,0.12,0.28,0.59,28.071337,143.2254,204.0,858.0,65.69849,1.0,4.0,27.167261,1960.0,1023.0,207.0,856.5,205.88367,855.8634,-1.6946537,19.606827,156.16667,6.0,22128.566,0.82806134,208.02248,857.08307,0.5219388,49.56541,43.840714,30.721033,43.840714,44.66932,24.450592,30.721033,24.450592,54.178604,183.0,837.0,67.0,52.0,53.0,49.56541,44.66932,54.178604,1023.0,208.02248,857.08307,0.86742747,0.49756366,0.49756366,-0.86742747,0.6241621,-0.3155332,-0.71474504,0.56838083,-0.4442997,0.69248897,0.53606427,0.8384728,0.097972,232.0,877.0,0.49127385,0.7168046,0.5672413,81.75465,65.147606,68.18573,12.894377,7.3966904,0.47407505,0.85330147,0.031017488,83635.0,66646.0,69754.0,112.0,98.0,96.0,1628.0609,1737.7949,1778.3556,1737.7949,1867.8517,1892.9054,1778.3556,1892.9054,2131.3862,59.0,40.0,42.0,1628.0609,1867.8517,2131.3862,0.20196562,0.24247631,0.03783488,127.35479,113.1918,125.286125,-1.5385333,-1.5334718,-1.4011271,888427.0,789626.0,873996.0,192.0,184.0,210.0
33,0,34,0,molt,0.0,0.03,0.0,0.08,0.43,0.46,90.44335,994.1879,276.0,894.0,121.98276,1.0,68.0,14.114753,6930.0,4290.0,275.0,892.5,276.3034,893.6731,-1.82543,39.509415,440.0,6.0,213825.2,0.60307425,274.1979,891.7781,0.61904764,115.8686,98.04381,91.58247,98.04381,88.693535,81.36877,91.58247,81.36877,102.1652,226.0,858.0,50.0,38.0,33.0,115.8686,88.693535,102.1652,4290.0,274.1979,891.7781,0.93789047,0.34693143,0.34693143,-0.93789047,0.62365353,-0.4610918,-0.63122946,0.5463785,-0.32037252,0.77384233,0.5590409,0.82749975,-0.05212918,325.0,928.0,0.16962478,0.01483282,0.41481766,74.29277,58.346386,56.14266,23.875937,14.653615,-0.5657656,-0.7137017,-0.29470372,318716.0,250306.0,240852.0,106.0,85.0,92.0,1400.0377,1502.532,1471.1339,1502.532,1625.1769,1578.2965,1471.1339,1578.2965,1752.6635,67.0,54.0,55.0,1400.0377,1625.1769,1752.6635,0.14003253,0.20183545,-0.04344362,133.99579,119.941055,132.25775,-1.4220222,-1.4255534,-1.244239,1463904.0,1310356.0,1444916.0,199.0,188.0,218.0
34,0,35,0,larvae-nymph small,0.0,0.17083332,0.07,0.01,0.57916665,0.17,106.66771,204.13708,1977.0,969.0,131.88225,1.0,3.0,61.550602,9776.0,5711.0,1980.5,970.5,1985.2336,972.4467,-0.64543223,43.759144,813.0,5.0,796395.5,0.8429743,1977.1306,969.1143,0.5841858,79.89748,66.107285,60.930336,66.107285,62.335854,59.15631,60.930336,59.15631,94.32298,1929.0,924.0,41.0,26.0,29.0,79.89748,62.335854,94.32298,5711.0,1977.1306,969.1143,0.72870415,-0.68482864,-0.68482864,-0.72870415,0.58528215,-0.54915106,-0.59655505,0.53048474,-0.2970795,0.7939331,0.6132135,0.7811382,-0.117440894,2033.0,1018.0,1.8471357,1.6464603,1.3224058,57.430923,41.371914,46.627735,28.838882,16.454996,3.745667,3.0535438,1.8504146,327988.0,236275.0,266291.0,104.0,80.0,91.0,2362.569,2571.6614,2593.577,2571.6614,2825.3748,2870.214,2593.577,2870.214,3144.679,56.0,40.0,42.0,2362.569,2825.3748,3144.679,-0.49188703,-0.45267582,-0.48021463,161.83241,148.767,167.87666,-1.0394664,-1.1581161,-0.87473154,1941989.0,1785204.0,2014520.0,247.0,239.0,255.0
35,0,36,0,molt,0.0,0.040833335,0.016666668,0.06,0.4325,0.45,124.61942,1228.2957,805.0,986.0,150.61017,0.0,83.0,14.798742,9906.0,4993.0,810.5,989.0,812.4637,991.9184,-4.625213,38.413074,1228.25,4.0,1823242.2,0.24098209,808.5678,986.12836,0.504038,72.48601,64.389915,53.049572,64.389915,65.23527,51.64717,53.049572,51.64717,106.227936,772.0,926.0,54.0,38.0,33.0,72.48601,65.23527,106.227936,4993.0,808.5678,986.12836,-0.38919052,-0.9211573,0.9211573,-0.38919052,0.55571556,-0.47953492,-0.6791366,0.5303449,-0.4246147,0.7337824,0.6402457,0.76795095,-0.01835391,850.0,1053.0,0.2574528,0.3268756,0.5840964,74.32806,58.56419,56.66513,35.685802,11.559627,-0.5144318,-0.09870594,-0.07834363,371120.0,292411.0,282929.0,101.0,86.0,93.0,1787.3544,1928.6025,1825.2635,1928.6025,2103.1206,1987.2343,1825.2635,1987.2343,2137.4583,42.0,30.0,39.0,1787.3544,2103.1206,2137.4583,-0.280381,-0.16622034,-0.08878349,141.60979,128.81348,141.60954,-1.252342,-1.4302382,-1.2523489,1774229.0,1613904.0,1774226.0,200.0,190.0,218.0
36,0,37,0,larvae-nymph small,0.0,0.10083334,0.090333335,0.01,0.61883336,0.18,178.71765,443.25693,925.0,1022.0,209.7645,2.0,4.0,72.419044,19320.0,8541.0,926.5,1018.0,928.9394,1015.12146,-1.093627,51.38656,1796.5,6.0,7652262.5,1.0983269,923.4214,1021.6328,0.44208074,92.95425,93.04684,108.93216,93.04684,107.11291,123.544044,108.93216,123.544044,171.83496,867.0,938.0,31.0,18.0,26.0,92.95425,107.11291,171.83496,8541.0,923.4214,1021.6328,0.5805279,-0.8142404,0.8142404,0.5805279,0.4900205,-0.6330727,-0.5992486,0.5407707,-0.31840518,0.77857894,0.6837009,0.70557576,-0.18632208,987.0,1099.0,1.1237644,0.9462533,0.8924752,52.549583,42.19705,53.03524,45.788467,15.204443,1.607454,0.5442271,0.23236775,448826.0,360405.0,452974.0,108.0,90.0,109.0,1817.179,1904.381,1658.9956,1904.381,2023.9415,1768.3231,1658.9956,1768.3231,1803.7681,46.0,35.0,42.0,1817.179,2023.9415,1803.7681,-0.06417784,0.017260801,-0.0528984,135.11752,123.65688,138.28342,-1.3826289,-1.4156116,-1.1836689,2154449.0,1971709.0,2204929.0,203.0,195.0,215.0
37,0,38,0,larvae-nymph small,0.0,0.18400002,0.17133333,0.0,0.6346667,0.01,159.41142,1940.5597,451.0,1024.0,180.16652,1.0,105.0,18.132408,15504.0,8365.0,448.5,1023.5,446.24863,1020.3876,-1.4212942,53.27438,1189.8334,6.0,2650362.5,1.0072674,450.4214,1026.1562,0.5395382,76.50641,62.03825,69.15449,62.03825,58.589363,68.24549,69.15449,68.24549,141.29759,398.0,948.0,38.0,22.0,22.0,76.50641,58.589363,141.29759,8365.0,450.4214,1026.1562,-0.45229778,-0.891867,0.891867,-0.45229778,0.50554276,-0.6286135,-0.59099203,0.4644338,-0.379002,0.8004116,0.72713673,0.67911893,-0.100347646,500.0,1100.0,1.1034603,1.2802118,1.2800883,60.290497,39.090137,45.138554,40.88318,16.642952,1.2706251,1.8514435,1.4274282,504330.0,326989.0,377584.0,99.0,74.0,97.0,1610.2845,1833.6986,1520.0483,1833.6986,2106.1516,1736.752,1520.0483,1736.752,1602.3317,54.0,37.0,53.0,1610.2845,2106.1516,1602.3317,-0.7020547,-0.65778035,-0.6675575,150.72728,137.27538,158.23782,-1.0151906,-1.1331133,-0.67716706,2215088.0,2017399.0,2325463.0,194.0,186.0,216.0
38,0,39,0,larvae-nymph small,0.0,0.17333332,0.108,0.01,0.66866666,0.04,166.37308,418.97266,186.0,1046.0,217.17871,2.0,3.0,90.316086,23392.0,12527.0,191.5,1048.5,196.79678,1048.8877,0.28778508,64.07919,1358.125,8.0,5184394.0,1.462891,186.90596,1048.1637,0.53552496,137.85059,121.25402,125.72839,121.25402,115.0506,117.6296,125.72839,117.6296,153.66702,106.0,981.0,23.0,16.0,24.0,137.85059,115.0506,153.66702,12527.0,186.90596,1048.1637,0.8275948,-0.56132597,-0.56132597,-0.8275948,0.5854953,-0.5156309,-0.6255558,0.53815377,-0.32988513,0.77560705,0.6062885,0.7907595,-0.08434253,278.0,1117.0,0.6256752,0.863168,1.3001164,51.014767,37.71829,47.575237,47.87339,21.37004,-0.09723727,0.1921185,1.2238991,639062.0,472497.0,595975.0,96.0,78.0,99.0,1653.7866,1757.2444,1474.392,1757.2444,1882.3064,1562.7261,1474.392,1562.7261,1469.3164,56.0,40.0,48.0,1653.7866,1882.3064,1469.3164,-0.49751446,-0.44732615,-0.51971054,144.2729,132.36449,151.7432,-1.2309661,-1.3070141,-0.8190794,2471972.0,2267933.0,2599968.0,196.0,187.0,213.0
39,0,40,0,larvae-nymph small,0.0,0.0925,0.09333334,0.01,0.6941667,0.11,139.56003,1683.3932,609.0,1077.0,167.30865,1.0,87.0,18.642958,13662.0,7559.0,610.0,1077.5,608.17303,1082.9996,-1.7886786,48.855988,1017.1667,6.0,2173777.0,0.97609305,611.47504,1073.0597,0.5532865,89.80437,77.64789,80.58354,77.64789,76.05971,79.3075,80.58354,79.3075,147.07892,561.0,1009.0,45.0,28.0,25.0,89.80437,76.05971,147.07892,7559.0,611.47504,1073.0597,-0.50792414,-0.8614018,0.8614018,-0.50792414,0.5299273,-0.5597806,-0.6370421,0.4995772,-0.40094706,0.7678959,0.6852734,0.72518075,-0.06718083,660.0,1147.0,1.1185367,0.8293346,0.920356,64.616486,48.876305,50.00794,38.84482,15.977091,2.089709,0.6799045,0.36149573,488436.0,369456.0,378010.0,118.0,91.0,98.0,1420.5446,1557.735,1313.1954,1557.735,1729.6023,1447.8153,1313.1954,1447.8153,1390.5072,60.0,42.0,57.0,1420.5446,1729.6023,1390.5072,-0.8278055,-0.73606646,-0.65451956,154.75935,142.32399,159.37039,-0.7330102,-0.9106647,-0.6327283,2157655.0,1984281.0,2221942.0,197.0,189.0,215.0
40,0,41,0,larvae-nymph small,0.0,0.07333334,0.07466667,0.04,0.45200002,0.36,181.1077,328.89444,1193.0,1053.0,205.39697,1.0,2.0,102.69849,14800.0,9657.0,1198.0,1055.5,1188.8557,1061.6464,-0.30339217,72.46062,642.875,8.0,594943.0,0.8547299,1202.87,1052.2267,0.6525,168.23396,167.45752,152.39575,167.45752,175.7691,156.4605,152.39575,156.4605,176.22583,1106.0,1016.0,40.0,28.0,29.0,168.23396,175.7691,176.22583,9657.0,1202.87,1052.2267,0.99944663,0.033263717,0.033263717,-0.99944663,0.574052,-0.4106128,-0.7084218,0.58781266,-0.395652,0.7056456,0.57003564,0.82149655,-0.014238602,1291.0,1096.0,1.1750878,1.1873388,0.7534875,63.880604,50.85016,56.847984,42.53677,18.464546,1.801354,1.8166138,0.31722087,616895.0,491060.0,548981.0,126.0,115.0,111.0,1738.7208,1850.4982,1700.7448,1850.4982,1987.1342,1817.2452,1700.7448,1817.2452,1881.5565,52.0,37.0,50.0,1738.7208,1987.1342,1881.5565,0.2574079,0.29683694,0.21668118,134.10408,122.08352,136.81444,-1.3903075,-1.3865467,-1.2894894,2113078.0,1923670.0,2155785.0,206.0,198.0,221.0
41,0,42,0,molt,0.0,0.01,0.0,0.1,0.28,0.61,79.762146,196.16652,1932.0,1117.0,126.81118,2.0,3.0,48.765488,6060.0,2509.0,1929.5,1119.0,1930.3566,1125.5813,0.117521726,33.158535,591.8333,6.0,793492.94,1.2949774,1928.2877,1109.6855,0.4140264,132.93613,120.81711,102.28833,120.81711,115.30068,95.50945,102.28833,95.50945,100.10594,1900.0,1069.0,55.0,39.0,40.0,132.93613,115.30068,100.10594,2509.0,1928.2877,1109.6855,0.46257064,-0.88658243,0.88658243,0.46257064,0.6255058,-0.39498815,-0.6728498,0.58217525,-0.33785444,0.7395447,0.51943666,0.854306,-0.018622423,1960.0,1170.0,0.36476704,0.51740324,0.6098181,83.68992,66.22639,60.712635,25.353266,9.58746,-0.12006541,0.019521717,-0.38348362,209978.0,166162.0,152328.0,120.0,103.0,93.0,1530.5538,1678.0134,1797.0643,1678.0134,1860.6246,2000.6178,1797.0643,2000.6178,2320.3115,72.0,50.0,42.0,1530.5538,1860.6246,2320.3115,-0.001872991,0.073827244,-0.0103982575,145.67255,130.5035,138.64935,-1.3482322,-1.3620948,-1.2154415,1545003.0,1384120.0,1470515.0,216.0,207.0,235.0
42,0,43,0,molt,0.0,0.0,0.0,0.06,0.05,0.89,81.939,157.78175,1162.0,1115.0,116.81118,0.0,4.0,39.44544,5451.0,1953.0,1162.0,1111.0,1163.4259,1106.8619,-1.3564396,28.155554,874.5,4.0,932999.0,0.8364904,1159.4459,1118.4116,0.3582829,202.09602,198.86668,136.18706,198.86668,203.50394,136.6242,136.18706,136.6242,121.63384,1123.0,1077.0,67.0,54.0,69.0,202.09602,203.50394,121.63384,1953.0,1159.4459,1118.4116,0.68819976,-0.72552127,0.72552127,0.68819976,0.6288665,-0.31954437,-0.70881474,0.63105464,-0.32278496,0.70539343,0.45419922,0.8908991,0.0013386867,1202.0,1146.0,-0.11956524,-0.09787878,0.5226391,103.43318,88.690735,94.47363,23.703915,9.828392,-0.7544433,-0.7221158,-0.21562257,202005.0,173213.0,184507.0,133.0,119.0,128.0,1159.8562,1190.7715,1235.6658,1190.7715,1237.2678,1281.3054,1235.6658,1281.3054,1430.6945,48.0,33.0,45.0,1159.8562,1237.2678,1430.6945,0.22064973,0.35977566,0.4911016,123.73922,110.710785,120.21745,-0.55953395,-0.4177823,-0.5478075,1253602.0,1121611.0,1217923.0,205.0,197.0,215.0
43,0,44,0,molt,0.0,0.0,0.0,0.13,0.1,0.77,38.013157,99.01219,1107.0,1118.0,43.62742,1.0,7.0,13.799711,1088.0,482.0,1108.5,1114.5,1108.4456,1112.9719,-1.088997,13.87943,121.2,5.0,14295.7,0.5964465,1108.5685,1116.4211,0.4430147,72.34118,82.88031,41.022415,82.88031,101.24924,52.106163,41.022415,52.106163,52.20578,1093.0,1098.0,99.0,81.0,88.0,72.34118,101.24924,52.20578,482.0,1108.5685,1116.4211,0.72215676,0.6917294,0.6917294,-0.72215676,0.5841396,-0.33524263,-0.7391842,0.7016535,-0.24922217,0.66751087,0.4079992,0.9085707,-0.089643605,1125.0,1132.0,-0.1419102,0.13575009,0.91463155,119.489624,101.06224,102.36099,9.170991,5.023624,-0.6093465,-0.54326934,0.94884264,57594.0,48712.0,49338.0,138.0,126.0,127.0,1010.832,1081.012,1116.9984,1081.012,1173.3364,1208.1306,1116.9984,1208.1306,1351.3438,75.0,60.0,78.0,1010.832,1173.3364,1351.3438,0.26372686,0.38645774,0.49770936,145.65645,132.0514,141.85013,-0.9741047,-0.97832024,-0.9473091,841603.0,762993.0,819610.0,205.0,197.0,222.0
44,0,45,0,larvae-nymph small,0.0,0.1425,0.075,0.01,0.5625,0.21,149.27156,1655.1729,1812.0,1145.0,170.1249,2.0,77.0,21.200583,11934.0,7613.0,1813.0,1140.5,1802.8274,1136.4407,1.858878,55.998436,720.1667,6.0,889327.75,1.5224886,1818.7738,1142.8041,0.63792527,69.625984,63.63467,51.64086,63.63467,68.99445,58.196423,51.64086,58.196423,97.49935,1737.0,1102.0,44.0,27.0,27.0,69.625984,68.99445,97.49935,7613.0,1818.7738,1142.8041,0.9675313,-0.2527512,-0.2527512,-0.9675313,0.54274476,-0.5267544,-0.65418494,0.56250614,-0.35043326,0.7488547,0.62371063,0.77442,-0.10610674,1890.0,1180.0,0.2737788,0.40746844,1.0110961,70.89045,51.348614,47.37515,38.922848,15.92203,-0.11039026,0.08857915,0.71497136,539689.0,390917.0,360667.0,103.0,88.0,84.0,2066.6138,2270.8508,2261.3635,2270.8508,2520.3877,2516.5703,2261.3635,2516.5703,2723.91,62.0,47.0,45.0,2066.6138,2520.3877,2723.91,-0.1638338,-0.11479481,-0.13107446,154.16855,140.31006,155.97752,-1.3643771,-1.4211199,-1.1543425,2133076.0,1941330.0,2158105.0,227.0,219.0,253.0
45,0,46,0,molt,0.0,0.075,0.01,0.05,0.305,0.56,43.416588,89.2132,664.0,1214.0,171.4264,1.0,1.0,85.79899,8560.0,5433.0,684.0,1213.5,687.9699,1217.4042,-2.1258948,44.791393,390.875,8.0,223768.7,0.5543525,681.7151,1211.2529,0.63469625,162.1166,148.83746,129.52129,148.83746,143.36504,121.846535,129.52129,121.846535,133.35574,631.0,1174.0,42.0,34.0,36.0,162.1166,143.36504,133.35574,5433.0,681.7151,1211.2529,0.9685597,0.24878126,0.24878126,-0.9685597,0.61588365,-0.39535066,-0.6814581,0.5786039,-0.3600715,0.73182374,0.53470063,0.84501266,-0.0069892863,738.0,1254.0,0.34659654,0.3127019,0.034073647,65.93558,56.073994,62.80048,26.036629,18.170166,-0.92106104,-0.9361512,-0.96973366,358228.0,304650.0,341195.0,108.0,93.0,90.0,1943.693,2020.5516,1843.9231,2020.5516,2114.6807,1917.5366,1843.9231,1917.5366,2004.158,51.0,40.0,43.0,1943.693,2114.6807,2004.158,0.22806959,0.25835943,-0.051780574,127.97097,117.21275,134.06639,-1.5435631,-1.5431504,-1.3786447,1565085.0,1433512.0,1639632.0,197.0,189.0,212.0
46,0,47,0,larvae-nymph small,0.0,0.11583334,0.02,0.02,0.6175,0.22666667,105.68822,1094.5728,276.0,1238.0,138.46803,0.0,77.0,14.21523,8740.0,5625.0,280.5,1237.0,287.20224,1226.756,1.4339995,46.24752,778.75,4.0,327060.25,1.0508927,276.78845,1242.6729,0.64359266,156.66235,127.9618,93.27945,127.9618,117.655426,86.05304,93.27945,86.05304,113.49819,243.0,1180.0,31.0,21.0,29.0,156.66235,117.655426,113.49819,5625.0,276.78845,1242.6729,0.113685936,-0.99351674,0.99351674,0.113685936,0.65614784,-0.44407174,-0.6101396,0.57251495,-0.23380218,0.7858519,0.4916266,0.86494905,-0.1008289,319.0,1295.0,1.1558685,1.1592498,1.0018221,54.403378,39.087643,50.826843,28.671703,17.236095,1.1114142,0.9564109,0.5241216,306019.0,219868.0,285901.0,106.0,82.0,96.0,1583.1919,1768.6136,1512.7065,1768.6136,1996.8093,1696.4436,1512.7065,1696.4436,1650.3772,48.0,33.0,44.0,1583.1919,1996.8093,1650.3772,-0.5277737,-0.42298606,-0.4051128,145.05075,130.4273,149.05003,-1.0578972,-1.259895,-0.9272104,1788911.0,1608560.0,1838234.0,201.0,192.0,214.0
