object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of windget adult,Probability of apterous adult,Probability of nymph,Probability of larvae,Probability of larvae-nymph small,Probability of molt,Euclidean Diameter,Length of the Skeleton,Center of the Skeleton_0,Center of the Skeleton_1,Diameter,Number of Holes,Number of Branches,Average Branch Length,Convex Hull Area,Object Area,Convex Hull Center_0,Convex Hull Center_1,Defect Center_0,Defect Center_1,Kurtosis of Defect Area,Mean Defect Displacement,Mean Defect Area,Number of Defects,Variance of Defect Area,Skewness of Defect Area,Object Center_0,Object Center_1,Convexity,Covariance of Channel Intensity_0,Covariance of Channel Intensity_1,Covariance of Channel Intensity_2,Covariance of Channel Intensity_3,Covariance of Channel Intensity_4,Covariance of Channel Intensity_5,Covariance of Channel Intensity_6,Covariance of Channel Intensity_7,Covariance of Channel Intensity_8,Bounding Box Minimum_0,Bounding Box Minimum_1,Minimum intensity_0,Minimum intensity_1,Minimum intensity_2,Variance of Intensity_0,Variance of Intensity_1,Variance of Intensity_2,Size in pixels,Center of the object_0,Center of the object_1,Principal components of the object_0,Principal components of the object_1,Principal components of the object_2,Principal components of the object_3,PrincipalAxes_0,PrincipalAxes_1,PrincipalAxes_2,PrincipalAxes_3,PrincipalAxes_4,PrincipalAxes_5,PrincipalAxes_6,PrincipalAxes_7,PrincipalAxes_8,Bounding Box Maximum_0,Bounding Box Maximum_1,Skewness of Intensity_0,Skewness of Intensity_1,Skewness of Intensity_2,Mean Intensity_0,Mean Intensity_1,Mean Intensity_2,Radii of the object_0,Radii of the object_1,Kurtosis of Intensity_0,Kurtosis of Intensity_1,Kurtosis of Intensity_2,Total Intensity_0,Total Intensity_1,Total Intensity_2,Maximum intensity_0,Maximum intensity_1,Maximum intensity_2,Covariance of Channel Intensity in neighborhood_0,Covariance of Channel Intensity in neighborhood_1,Covariance of Channel Intensity in neighborhood_2,Covariance of Channel Intensity in neighborhood_3,Covariance of Channel Intensity in neighborhood_4,Covariance of Channel Intensity in neighborhood_5,Covariance of Channel Intensity in neighborhood_6,Covariance of Channel Intensity in neighborhood_7,Covariance of Channel Intensity in neighborhood_8,Minimum intensity in neighborhood_0,Minimum intensity in neighborhood_1,Minimum intensity in neighborhood_2,Variance of Intensity in neighborhood_0,Variance of Intensity in neighborhood_1,Variance of Intensity in neighborhood_2,Skewness of Intensity in neighborhood_0,Skewness of Intensity in neighborhood_1,Skewness of Intensity in neighborhood_2,Mean Intensity in neighborhood_0,Mean Intensity in neighborhood_1,Mean Intensity in neighborhood_2,Kurtosis of Intensity in neighborhood_0,Kurtosis of Intensity in neighborhood_1,Kurtosis of Intensity in neighborhood_2,Total Intensity in neighborhood_0,Total Intensity in neighborhood_1,Total Intensity in neighborhood_2,Maximum intensity in neighborhood_0,Maximum intensity in neighborhood_1,Maximum intensity in neighborhood_2
0,0,1,0,molt,0.0,0.0,0.01,0.06,0.34,0.59,21.260292,153.26703,1486.0,33.0,34.72792,0.0,25.0,6.130681,756.0,392.0,1488.5,32.0,1489.8407,30.442308,1.7789965,12.793658,91.0,4.0,2216.6667,0.74623454,1487.2551,33.44643,0.5185185,30.002232,26.547285,31.5958,26.547285,30.478941,35.125298,31.5958,35.125298,71.88884,1475.0,19.0,66.0,47.0,42.0,30.002232,30.478941,71.88884,392.0,1487.2551,33.44643,0.968558,0.24878788,0.24878788,-0.968558,0.44517034,-0.6132483,-0.65249515,0.47194874,-0.4585705,0.75297904,0.76097816,0.6431482,-0.085279755,1503.0,46.0,0.4841254,0.36337304,0.35320482,78.55357,59.97449,61.711735,6.20649,5.8596077,0.10308425,-0.32844493,-0.3174618,30793.0,23510.0,24191.0,96.0,75.0,86.0,482.95312,567.0748,574.34784,567.0748,675.45715,685.14124,574.34784,685.14124,755.80066,62.0,42.0,42.0,482.95312,675.45715,755.80066,-1.1449745,-1.1088972,-1.044516,124.62805,114.37825,127.319305,0.06671399,-0.06488086,0.09724478,613170.0,562741.0,626411.0,152.0,147.0,176.0
1,0,2,0,molt,0.0,0.0,0.0,0.09,0.0,0.91,15.231546,44.62742,1708.0,121.0,44.62742,0.0,2.0,22.31371,720.0,334.0,1709.5,123.5,1710.4792,125.27461,1.7639874,11.912533,96.5,4.0,2673.6667,-1.4519925,1708.3683,121.449104,0.46388888,171.37668,195.62659,134.79085,195.62659,231.64462,153.61838,134.79085,153.61838,129.74219,1698.0,109.0,81.0,64.0,81.0,171.37668,231.64462,129.74219,334.0,1708.3683,121.449104,0.3458033,-0.93830705,0.93830705,0.3458033,0.5749252,-0.21372588,-0.78979886,0.66696376,-0.43671578,0.6036875,0.4739413,0.8738424,0.10853148,1722.0,139.0,-0.774884,-0.8012121,-0.13744268,113.02395,101.08982,102.98203,7.701525,4.733507,-0.57007587,-0.42213282,-1.3548968,37750.0,33764.0,34396.0,131.0,122.0,127.0,660.40894,737.6226,782.8039,737.6226,836.03235,887.49677,782.8039,887.49677,1032.1565,36.0,21.0,14.0,660.40894,836.03235,1032.1565,-1.3123556,-1.1224928,-1.0760963,112.690315,101.44631,107.01755,0.64855117,0.09454596,0.12890911,597146.0,537564.0,567086.0,141.0,133.0,150.0
2,0,3,0,larvae-nymph small,0.0,0.028333334,0.0,0.03,0.6416667,0.3,80.454956,854.35236,1818.0,168.0,112.941124,0.0,60.0,14.239206,5888.0,3775.0,1812.5,174.5,1806.7146,183.75627,0.6323818,36.9166,422.6,5.0,201778.3,1.1642878,1815.7383,169.31894,0.6411345,62.535313,59.559063,55.13166,59.559063,64.72289,58.927406,55.13166,58.927406,131.42662,1781.0,129.0,50.0,31.0,27.0,62.535313,64.72289,131.42662,3775.0,1815.7383,169.31894,-0.01381599,-0.9999046,0.9999046,-0.01381599,0.47764042,-0.53017914,-0.70054954,0.49634805,-0.49509582,0.71310496,0.7249126,0.6883242,-0.026675615,1845.0,221.0,0.8217482,0.4222396,0.8914411,71.22623,55.425694,50.969536,23.449713,13.483394,0.75511754,0.43346545,0.23449776,268879.0,209232.0,192410.0,101.0,83.0,91.0,320.20627,370.49176,350.1102,370.49176,443.05212,425.2255,350.1102,425.2255,496.50714,67.0,45.0,52.0,320.20627,443.05212,496.50714,-1.0158966,-0.94116926,-0.7544771,123.874115,114.07631,123.97356,-0.0567193,-0.3408888,-0.2500482,1274293.0,1173503.0,1275316.0,148.0,139.0,161.0
3,0,4,0,larvae-nymph small,0.0,0.19,0.215,0.0,0.595,0.0,182.15652,2433.1892,1704.0,217.0,199.30865,0.0,113.0,21.532648,20040.0,11442.0,1705.5,218.0,1707.2897,213.30763,-5.298897,60.12221,2149.5,4.0,4556886.5,0.088719524,1704.1552,221.52605,0.5709581,82.67115,72.35195,71.23955,72.35195,70.81387,69.763985,71.23955,69.763985,104.8658,1646.0,135.0,24.0,15.0,10.0,82.67115,70.81387,104.8658,11442.0,1704.1552,221.52605,0.45837122,-0.8887608,0.8887608,0.45837122,0.5680726,-0.53309715,-0.6269776,0.53488505,-0.33982545,0.77357394,0.625453,0.77480716,-0.09210016,1766.0,302.0,0.7700439,1.073172,1.6104121,45.979725,33.28474,32.982346,45.14649,20.592068,0.4169119,1.1738896,3.5729797,526100.0,380844.0,377384.0,81.0,70.0,87.0,779.6781,843.1582,749.22504,843.1582,927.561,832.79974,749.22504,832.79974,856.2274,37.0,25.0,30.0,779.6781,927.561,856.2274,-0.88706744,-0.781543,-0.7944139,115.7287,105.83004,115.27217,-0.55047596,-0.7789751,-0.329834,1863695.0,1704287.0,1856343.0,149.0,143.0,158.0
4,0,5,0,larvae-nymph small,0.0,0.13,0.08333334,0.0,0.7866667,0.0,137.32079,1724.0184,1522.0,317.0,171.08327,0.0,77.0,22.38985,12243.0,8940.0,1521.0,317.0,1517.4729,327.51318,2.6720903,63.366093,825.75,4.0,165260.92,1.5735697,1522.3031,313.11578,0.73021317,61.673355,52.603397,58.115414,52.603397,55.30831,62.979633,58.115414,62.979633,124.129425,1483.0,238.0,15.0,3.0,8.0,61.673355,55.30831,124.129425,8940.0,1522.3031,313.11578,0.07070691,-0.99749714,0.99749714,0.07070691,0.47933805,-0.6330432,-0.60785794,0.48191205,-0.388999,0.7851373,0.733482,0.66928023,-0.11860914,1560.0,397.0,0.9680292,0.8599739,1.463629,34.389484,24.191164,30.20425,39.993347,18.088428,1.326225,1.4786618,2.2980523,307442.0,216269.0,270026.0,75.0,70.0,82.0,922.0063,999.8048,871.40155,999.8048,1106.4153,968.6013,871.40155,968.6013,1007.9995,28.0,24.0,25.0,922.0063,1106.4153,1007.9995,-0.6020473,-0.47820684,-0.52905166,110.35461,100.17342,109.61628,-0.96179736,-1.2539191,-0.8172469,1576857.0,1431378.0,1566307.0,156.0,147.0,160.0
5,0,6,0,larvae-nymph small,0.0,0.04,0.01,0.0,0.84,0.11,115.69356,147.81119,1981.0,379.0,129.08327,0.0,3.0,49.270393,5814.0,3090.0,1978.0,379.5,1977.6909,382.79663,-5.34662,37.524696,681.0,4.0,396140.66,0.106956996,1978.2725,376.59384,0.5314757,76.86359,72.71435,56.78666,72.71435,79.178635,70.31391,56.78666,70.31391,153.66568,1953.0,323.0,25.0,18.0,21.0,76.86359,79.178635,153.66568,3090.0,1978.2725,376.59384,0.3066714,-0.9518154,0.9518154,0.3066714,0.47235057,-0.5750503,-0.66798365,0.5178903,-0.43216613,0.7382561,0.7132143,0.6946579,-0.09367901,2004.0,437.0,0.45176834,0.47245178,1.2955537,50.111652,39.201942,44.20356,27.659395,9.061738,-0.041436847,-0.09561901,1.4898992,154845.0,121134.0,136589.0,82.0,73.0,93.0,625.2391,652.96814,598.22485,652.96814,699.17676,655.60156,598.22485,655.60156,731.513,24.0,17.0,37.0,625.2391,699.17676,731.513,-1.1180913,-0.9352159,-0.74938464,119.20667,109.5007,118.31801,0.41688174,-0.17396261,-0.309976,1267763.0,1164540.0,1258312.0,153.0,142.0,158.0
6,0,7,0,larvae-nymph small,0.0,0.01,0.0,0.0,0.88,0.11,74.0,602.328,1703.0,379.0,96.669044,0.0,49.0,12.292408,3984.0,2896.0,1700.0,382.5,1689.1802,390.80884,4.716143,35.299767,155.42857,7.0,53771.617,2.122843,1704.065,379.37845,0.7269076,74.937836,64.93097,64.592064,64.93097,64.55838,65.52272,64.592064,65.52272,108.027855,1659.0,359.0,31.0,15.0,14.0,74.937836,64.55838,108.027855,2896.0,1704.065,379.37845,0.9933508,0.11512703,0.11512703,-0.9933508,0.5465125,-0.56738865,-0.6159498,0.5229327,-0.34327638,0.78019404,0.65411425,0.7484861,-0.109101266,1742.0,407.0,0.6144438,1.2338465,1.3507951,50.99724,33.387085,33.577347,20.673046,11.76243,0.11186427,1.993795,2.23223,147688.0,96689.0,97240.0,85.0,72.0,80.0,632.3035,707.9856,624.765,707.9856,806.57263,715.25287,624.765,715.25287,730.63513,39.0,22.0,22.0,632.3035,806.57263,730.63513,-0.91180575,-0.795803,-0.78997225,115.51715,103.548775,109.908966,-0.23178703,-0.44680956,-0.027342316,1081125.0,969113.0,1028638.0,149.0,142.0,157.0
7,0,8,0,larvae-nymph small,0.0,0.19700001,0.135,0.0,0.66300005,0.005,165.13025,2409.8215,1820.0,461.0,196.1249,0.0,119.0,20.250603,19824.0,12909.0,1828.5,460.0,1840.2568,465.917,2.896928,73.43867,1728.75,4.0,1414374.2,1.5442563,1822.2021,456.8304,0.6511804,148.9942,132.81828,93.580605,132.81828,127.82015,87.69859,93.580605,87.69859,106.13494,1773.0,372.0,19.0,10.0,8.0,148.9942,127.82015,106.13494,12909.0,1822.2021,456.8304,-0.23029159,-0.97312164,0.97312164,-0.23029159,0.64421415,-0.36939615,-0.6697273,0.59672827,-0.3049974,0.74222094,0.47843865,0.87779444,-0.023945475,1885.0,549.0,1.2175359,1.6178916,0.8921929,42.97862,30.841661,31.681076,42.48089,24.887074,2.4350195,4.7094445,0.5576124,554811.0,398135.0,408971.0,130.0,125.0,77.0,817.6006,891.33453,789.3021,891.33453,991.43713,890.8894,789.3021,890.8894,925.23676,34.0,23.0,27.0,817.6006,991.43713,925.23676,-0.56602776,-0.41238824,-0.23460563,111.788635,100.09995,106.43262,-0.8912263,-1.1552691,-1.0596774,1843171.0,1650448.0,1754861.0,150.0,142.0,157.0
8,0,9,0,molt,0.0,0.0,0.0,0.0,0.0,1.0,75.60423,193.40916,1912.0,436.0,87.84062,2.0,5.0,29.873507,3840.0,1723.0,1913.5,430.5,1914.1238,427.22107,2.1134315,25.797153,264.625,8.0,167136.55,1.6565695,1912.7336,434.52872,0.44869792,168.11607,193.12534,180.21585,193.12534,231.35489,212.0927,180.21585,212.0927,227.43831,1884.0,399.0,76.0,58.0,54.0,168.11607,231.35489,227.43831,1723.0,1912.7336,434.52872,0.61431515,-0.7890608,0.7890608,0.61431515,0.51979107,-0.3853892,-0.76242536,0.61178607,-0.45498434,0.6470758,0.5962676,0.8027854,0.0007210276,1944.0,463.0,0.17000392,0.4968829,0.38217854,107.55253,91.16077,87.44864,18.390446,8.681399,-0.3792065,-0.125324,-0.40381542,185313.0,157070.0,150674.0,141.0,133.0,130.0,701.2696,763.8246,815.31024,763.8246,849.1777,903.8234,815.31024,903.8234,1056.5975,38.0,23.0,26.0,701.2696,849.1777,1056.5975,-1.0535293,-0.8578937,-0.808134,116.506004,104.59508,108.77934,-0.021587946,-0.4965154,-0.4360161,1008476.0,905375.0,941594.0,147.0,138.0,152.0
9,0,10,0,larvae-nymph small,0.0,0.36,0.26083335,0.0,0.3791667,0.0,206.1674,2383.4958,689.0,468.0,228.4386,0.0,114.0,20.907858,20196.0,13572.0,687.5,461.0,697.5414,451.94534,4.027839,76.891495,828.0,8.0,1714377.1,2.0169575,682.5992,465.41925,0.67201424,119.623,105.552124,131.15916,105.552124,104.42645,124.735664,131.15916,124.735664,197.49928,586.0,412.0,8.0,2.0,8.0,119.623,104.42645,197.49928,13572.0,682.5992,465.41925,0.9766611,0.21478632,0.21478632,-0.9766611,0.5295605,-0.5495026,-0.64622945,0.49761772,-0.41572696,0.7612803,0.68698055,0.7247192,-0.05328967,790.0,511.0,1.0338291,1.232806,1.6216832,33.858017,25.180298,34.19474,50.69943,21.811398,1.9082334,2.4617841,2.9197614,459521.0,341747.0,464091.0,98.0,84.0,101.0,686.48535,750.50616,588.289,750.50616,845.3457,664.70355,588.289,664.70355,634.6658,32.0,17.0,36.0,686.48535,845.3457,634.6658,-1.0735204,-0.89068335,-0.58892536,111.54139,101.49997,110.943054,0.01591339,-0.48532823,-0.67423487,1968594.0,1791373.0,1958034.0,144.0,138.0,152.0
