object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of windget adult,Probability of apterous adult,Probability of nymph,Probability of larvae,Probability of larvae-nymph small,Probability of molt,Euclidean Diameter,Length of the Skeleton,Center of the Skeleton_0,Center of the Skeleton_1,Diameter,Number of Holes,Number of Branches,Average Branch Length,Convex Hull Area,Object Area,Convex Hull Center_0,Convex Hull Center_1,Defect Center_0,Defect Center_1,Kurtosis of Defect Area,Mean Defect Displacement,Mean Defect Area,Number of Defects,Variance of Defect Area,Skewness of Defect Area,Object Center_0,Object Center_1,Convexity,Covariance of Channel Intensity_0,Covariance of Channel Intensity_1,Covariance of Channel Intensity_2,Covariance of Channel Intensity_3,Covariance of Channel Intensity_4,Covariance of Channel Intensity_5,Covariance of Channel Intensity_6,Covariance of Channel Intensity_7,Covariance of Channel Intensity_8,Bounding Box Minimum_0,Bounding Box Minimum_1,Minimum intensity_0,Minimum intensity_1,Minimum intensity_2,Variance of Intensity_0,Variance of Intensity_1,Variance of Intensity_2,Size in pixels,Center of the object_0,Center of the object_1,Principal components of the object_0,Principal components of the object_1,Principal components of the object_2,Principal components of the object_3,PrincipalAxes_0,PrincipalAxes_1,PrincipalAxes_2,PrincipalAxes_3,PrincipalAxes_4,PrincipalAxes_5,PrincipalAxes_6,PrincipalAxes_7,PrincipalAxes_8,Bounding Box Maximum_0,Bounding Box Maximum_1,Skewness of Intensity_0,Skewness of Intensity_1,Skewness of Intensity_2,Mean Intensity_0,Mean Intensity_1,Mean Intensity_2,Radii of the object_0,Radii of the object_1,Kurtosis of Intensity_0,Kurtosis of Intensity_1,Kurtosis of Intensity_2,Total Intensity_0,Total Intensity_1,Total Intensity_2,Maximum intensity_0,Maximum intensity_1,Maximum intensity_2,Covariance of Channel Intensity in neighborhood_0,Covariance of Channel Intensity in neighborhood_1,Covariance of Channel Intensity in neighborhood_2,Covariance of Channel Intensity in neighborhood_3,Covariance of Channel Intensity in neighborhood_4,Covariance of Channel Intensity in neighborhood_5,Covariance of Channel Intensity in neighborhood_6,Covariance of Channel Intensity in neighborhood_7,Covariance of Channel Intensity in neighborhood_8,Minimum intensity in neighborhood_0,Minimum intensity in neighborhood_1,Minimum intensity in neighborhood_2,Variance of Intensity in neighborhood_0,Variance of Intensity in neighborhood_1,Variance of Intensity in neighborhood_2,Skewness of Intensity in neighborhood_0,Skewness of Intensity in neighborhood_1,Skewness of Intensity in neighborhood_2,Mean Intensity in neighborhood_0,Mean Intensity in neighborhood_1,Mean Intensity in neighborhood_2,Kurtosis of Intensity in neighborhood_0,Kurtosis of Intensity in neighborhood_1,Kurtosis of Intensity in neighborhood_2,Total Intensity in neighborhood_0,Total Intensity in neighborhood_1,Total Intensity in neighborhood_2,Maximum intensity in neighborhood_0,Maximum intensity in neighborhood_1,Maximum intensity in neighborhood_2
0,0,1,0,larvae-nymph small,0.0,0.08,0.105,0.0,0.785,0.03,128.03516,965.1636,1893.0,113.0,142.25484,0.0,59.0,16.358704,6192.0,4579.0,1892.0,114.5,1893.9678,114.14569,-4.0824184,47.94072,403.25,4.0,39532.25,-0.26902172,1891.3069,114.62481,0.7395026,54.24757,46.86338,60.639786,46.86338,46.55372,61.307224,60.639786,61.307224,119.12448,1828.0,91.0,24.0,13.0,19.0,54.24757,46.55372,119.12448,4579.0,1891.3069,114.62481,0.99683195,-0.079536855,-0.079536855,-0.99683195,0.47566906,-0.64317083,-0.6000585,0.45950568,-0.40000796,0.79299945,0.7500623,0.6529356,-0.10526925,1957.0,139.0,0.82664484,1.238471,2.0527124,45.082767,32.642715,38.00109,33.184402,11.233764,1.2303091,2.2828481,5.907892,206434.0,149471.0,174007.0,76.0,64.0,103.0,969.5581,1046.5768,993.10876,1046.5768,1144.032,1090.9377,993.10876,1090.9377,1145.7535,30.0,19.0,31.0,969.5581,1144.032,1145.7535,-0.8409025,-0.7653385,-0.77762234,119.63463,110.18669,125.0458,-0.62817395,-0.801499,-0.47666138,1402716.0,1291939.0,1466162.0,154.0,147.0,171.0
1,0,2,0,larvae-nymph small,0.0,0.22,0.20666668,0.0,0.5733334,0.0,175.86359,2109.9912,1072.0,196.0,194.1249,0.0,94.0,22.446714,15743.0,11122.0,1076.0,200.0,1064.4825,208.35707,2.6970897,69.06865,1155.25,4.0,865254.25,1.6650121,1080.7853,196.52779,0.7064727,97.79925,74.846375,85.54846,74.846375,70.20596,75.02873,85.54846,75.02873,106.75798,990.0,155.0,8.0,3.0,7.0,97.79925,70.20596,106.75798,11122.0,1080.7853,196.52779,0.9813819,0.19206657,0.19206657,-0.9813819,0.59743303,-0.61804956,-0.5109682,0.5071319,-0.20240147,0.8377654,0.6212013,0.759637,-0.19251134,1163.0,246.0,0.71138215,1.144705,1.467222,32.63451,22.109062,31.56015,43.46743,20.787458,0.052867536,1.3566811,2.4380348,362961.0,245897.0,351012.0,70.0,61.0,88.0,860.1164,950.66296,840.0019,950.66296,1066.9796,937.575,840.0019,937.575,918.9412,35.0,24.0,31.0,860.1164,1066.9796,918.9412,-0.7968125,-0.6906391,-0.69559467,111.71973,102.33397,116.06932,-0.75457317,-0.9520916,-0.5648114,1751877.0,1604699.0,1820083.0,148.0,140.0,161.0
2,0,3,0,larvae-nymph small,0.0,0.03,0.02,0.0,0.935,0.015,123.178734,1573.4622,1830.0,225.0,142.15433,0.0,78.0,20.172592,10112.0,7272.0,1830.5,228.0,1830.4983,227.95705,-2.0027812,55.7169,473.33334,6.0,138479.86,-0.7486492,1830.5007,228.01677,0.7191456,80.08553,61.417408,59.818443,61.417408,57.04793,52.47429,59.818443,52.47429,70.719894,1767.0,189.0,11.0,2.0,12.0,80.08553,57.04793,70.719894,7272.0,1830.5007,228.01677,0.9995322,-0.030583283,-0.030583283,-0.9995322,0.6288668,-0.5431821,-0.55630904,0.53083086,-0.22284679,0.8176539,0.56810665,0.8095014,-0.14819685,1895.0,268.0,0.47056428,0.7104188,1.5984466,33.18014,22.41268,31.305555,30.891293,19.020334,-0.42487627,0.3118018,4.592056,241286.0,162985.0,227654.0,65.0,55.0,87.0,1123.6418,1230.5815,1173.3031,1230.5815,1368.1995,1323.8972,1173.3031,1323.8972,1428.9902,35.0,22.0,26.0,1123.6418,1368.1995,1428.9902,-0.68444616,-0.56916535,-0.48105437,113.56154,103.06238,115.639275,-0.94771105,-1.1139493,-1.0062242,1427355.0,1295391.0,1453470.0,153.0,148.0,171.0
3,0,4,0,molt,0.0,0.0,0.0,0.1,0.0,0.9,54.81788,368.16147,1973.0,215.0,74.59798,1.0,40.0,8.288351,2478.0,1474.0,1971.5,218.0,1970.5299,225.03784,-1.5604167,24.886736,200.8,5.0,31077.2,0.49800804,1972.1608,213.20624,0.59483457,189.18936,204.42264,163.22772,204.42264,230.87729,193.77823,163.22772,193.77823,215.55426,1951.0,189.0,77.0,59.0,67.0,189.18936,230.87729,215.55426,1474.0,1972.1608,213.20624,0.12286665,-0.9924232,0.9924232,0.12286665,0.54787505,-0.5037367,-0.6678939,0.6191765,-0.2926913,0.7286647,0.5625419,0.8127614,-0.15154368,1993.0,248.0,0.07312259,0.093434155,0.17791662,108.385345,93.24831,96.94776,13.902026,9.535466,-0.9110003,-0.92739373,-0.56016296,159760.0,137448.0,142901.0,142.0,129.0,135.0,198.46469,235.54372,239.98428,235.54372,289.13028,295.79208,239.98428,295.79208,359.33844,75.0,57.0,71.0,198.46469,289.13028,359.33844,-0.6858237,-0.6302296,-0.2183491,132.45312,122.15009,133.60954,-0.30582005,-0.46183175,-0.7335531,1027174.0,947274.0,1036142.0,156.0,147.0,170.0
4,0,5,0,molt,0.0,0.0,0.0,0.04,0.05,0.91,13.601471,111.46804,1351.0,205.0,24.556349,0.0,18.0,6.192669,400.0,291.0,1350.5,204.5,1351.2568,204.28441,-1.5149862,10.384017,27.25,4.0,62.916668,-0.7889909,1350.2166,204.58075,0.7275,14.004487,15.130832,9.285235,15.130832,23.64325,15.174797,9.285235,15.174797,29.823738,1341.0,195.0,102.0,83.0,93.0,14.004487,23.64325,29.823738,291.0,1350.2166,204.58075,-0.26762667,-0.9635227,0.9635227,-0.26762667,0.4280927,-0.46369317,-0.77570957,0.62005067,-0.4737483,0.6253797,0.65747535,0.74869967,-0.084705085,1361.0,215.0,0.026244631,-0.09664935,0.079064116,111.42955,96.24742,104.487976,4.96029,4.8177476,-0.19746947,0.029384345,-0.9075425,32426.0,28008.0,30406.0,123.0,110.0,117.0,96.69749,112.468666,112.662926,112.468666,138.89482,138.43068,112.662926,138.43068,172.43369,79.0,63.0,98.0,96.69749,138.89482,172.43369,-1.1413094,-1.096651,-0.49807674,131.92778,123.20238,136.30249,1.4652231,1.2743424,-0.83345,610166.0,569811.0,630399.0,148.0,141.0,161.0
5,0,6,0,larvae-nymph small,0.0,0.31,0.12666667,0.0,0.56333333,0.0,168.86089,2134.9688,934.0,295.0,195.27922,0.0,110.0,19.408808,18880.0,10563.0,937.5,291.5,936.9893,287.97018,-2.9545293,58.991646,1663.4,5.0,4123936.2,0.6269309,937.9021,294.27927,0.5594809,108.55656,106.459015,120.13673,106.459015,113.69103,126.57651,120.13673,126.57651,203.03737,858.0,233.0,25.0,15.0,10.0,108.55656,113.69103,203.03737,10563.0,937.9021,294.27927,0.8414729,0.5402993,0.5402993,-0.8414729,0.5009302,-0.52343607,-0.68926305,0.5195396,-0.45507878,0.72317487,0.69220483,0.7203596,-0.04398308,1018.0,351.0,0.859161,1.1160804,1.5527668,50.26091,37.131496,37.629463,43.48924,20.195395,0.44248444,0.87230325,2.3929787,530906.0,392220.0,397480.0,93.0,81.0,102.0,624.65686,694.4834,592.5276,694.4834,785.5827,667.66833,592.5276,667.66833,662.64215,20.0,14.0,37.0,624.65686,785.5827,662.64215,-1.053352,-0.9484157,-0.80421656,116.157295,107.47355,119.28264,0.013089968,-0.33097675,-0.1505764,1824715.0,1688302.0,1873811.0,146.0,142.0,162.0
6,0,7,0,molt,0.0,0.0,0.0,0.09,0.0,0.91,79.12016,125.053825,1945.0,283.0,125.053825,0.0,2.0,62.526913,4576.0,1431.0,1930.5,279.5,1928.0573,279.54755,1.2408378,23.984776,629.0,5.0,712973.5,1.385595,1935.8687,279.39554,0.31271854,121.11421,130.60603,116.819695,130.60603,148.08086,131.58125,116.819695,131.58125,157.75803,1905.0,236.0,85.0,69.0,82.0,121.11421,148.08086,157.75803,1431.0,1935.8687,279.39554,-0.3279017,-0.94471186,0.94471186,-0.3279017,0.53715277,-0.43159288,-0.7247031,0.5986107,-0.41024756,0.68801326,0.59424925,0.8033832,-0.0379905,1957.0,324.0,-0.063571714,-0.021263443,0.819108,114.88609,101.39413,107.49686,25.385818,8.96667,-0.14753689,-0.29781044,-0.1483632,164402.0,145095.0,153828.0,142.0,130.0,141.0,340.85797,399.61798,453.99985,399.61798,478.09708,549.4638,453.99985,549.4638,727.7261,54.0,34.0,33.0,340.85797,478.09708,727.7261,-0.7267354,-0.62097555,-0.37569624,125.475624,114.65488,124.264626,0.1291595,-0.21264102,-0.54075176,1284494.0,1173722.0,1272097.0,154.0,146.0,169.0
7,0,8,0,molt,0.0,0.0,0.0,0.02,0.11,0.87,15.033297,145.02438,1362.0,261.0,36.384777,0.0,23.0,6.305408,675.0,430.0,1363.0,261.0,1363.7755,262.6653,-3.321492,11.898291,49.0,5.0,1765.0,-0.6068697,1362.5581,260.05118,0.63703704,63.44783,64.55314,23.484867,64.55314,69.74832,24.136604,23.484867,24.136604,19.852007,1350.0,249.0,89.0,77.0,98.0,63.44783,69.74832,19.852007,430.0,1362.5581,260.05118,0.9672274,0.25391176,0.25391176,-0.9672274,0.6648202,-0.15559974,-0.7306181,0.6970433,-0.22246043,0.6816465,0.26859763,0.96244484,0.039436426,1377.0,274.0,-0.16889505,-0.08763823,0.11802368,113.22326,101.334885,109.3907,6.9993753,5.5175576,-0.06775085,-0.38063517,-0.62938035,48686.0,43574.0,47038.0,130.0,119.0,120.0,207.95932,243.42157,166.4446,243.42157,296.47076,201.8331,166.4446,201.8331,201.53273,82.0,61.0,100.0,207.95932,296.47076,201.53273,-0.79241395,-0.85935974,0.13022332,125.89467,116.698135,130.86847,-0.2367886,0.0017566781,-1.1414465,668123.0,619317.0,694519.0,148.0,143.0,162.0
8,0,9,0,molt,0.0,0.02,0.0,0.03,0.0,0.95,32.89377,149.78175,1909.0,267.0,38.142136,0.0,22.0,6.8082614,884.0,460.0,1910.5,265.5,1911.6038,262.66275,0.19616371,14.577284,106.0,4.0,2295.3333,-0.90647703,1909.4827,268.1152,0.520362,145.9182,151.07431,88.70797,151.07431,166.0977,106.16978,88.70797,106.16978,106.30179,1898.0,249.0,71.0,57.0,59.0,145.9182,166.0977,106.30179,460.0,1909.4827,268.1152,-0.25063282,-0.96808225,0.96808225,-0.25063282,0.60186327,-0.4545649,-0.6566059,0.6571885,-0.18520932,0.73061675,0.45372224,0.8712452,-0.18726414,1924.0,283.0,0.18613558,0.19922116,0.31256703,97.46304,81.51087,80.48044,7.462366,5.5060787,-0.67946774,-0.5322064,-0.4602635,44833.0,37495.0,37021.0,128.0,115.0,108.0,695.24744,736.8214,635.0303,736.8214,794.6433,694.59515,635.0303,694.59515,696.11237,22.0,12.0,16.0,695.24744,794.6433,696.11237,-1.3810227,-1.1356343,-0.9483066,107.40853,94.13178,98.308205,1.3470576,0.83845377,0.74734676,594184.0,520737.0,543841.0,149.0,142.0,151.0
9,0,10,0,molt,0.0,0.0,0.0,0.02,0.02,0.96,50.606323,83.01219,1874.0,312.0,59.870056,0.0,4.0,20.753048,1440.0,501.0,1878.0,315.5,1880.2151,317.57507,2.8029375,13.679626,187.8,5.0,86189.2,1.7416532,1873.8483,311.61078,0.34791666,71.73369,79.9908,39.196587,79.9908,97.167534,48.56322,39.196587,48.56322,52.600006,1856.0,300.0,92.0,75.0,90.0,71.73369,97.167534,52.600006,501.0,1873.8483,311.61078,0.9121149,-0.40993458,-0.40993458,-0.9121149,0.5905873,-0.31804562,-0.741656,0.697549,-0.26090458,0.6673487,0.40574875,0.91146904,-0.06776548,1901.0,332.0,-0.4932527,-0.29657406,1.0750691,111.83034,98.59281,103.77046,13.021502,4.5338087,-0.49933356,-0.4467433,1.4774324,56027.0,49395.0,51989.0,129.0,123.0,135.0,270.8079,310.58105,234.31279,310.58105,369.02002,282.37195,234.31279,282.37195,286.87878,68.0,59.0,74.0,270.8079,369.02002,286.87878,-0.6045869,-0.39606658,-0.17842008,124.2084,113.872086,126.55941,-0.2345536,-0.7412336,-0.60084206,819527.0,751328.0,835039.0,154.0,148.0,168.0
